date,end_date,reason
2016-03-25,2016-03-30,股東常會
2016-08-10,2016-08-15,除息
2017-03-20,2017-03-23,股東常會
2017-08-31,2017-09-05,除息
2018-03-08,2018-03-13,股東常會
2018-08-01,2018-08-06,除息
2019-03-25,2019-03-28,股東常會
2019-08-12,2019-08-15,除息
2020-03-20,2020-03-25,股東常會
2020-06-08,2020-06-11,除息
2021-04-22,2021-04-27,股東常會
2021-09-01,2021-09-06,除息
2022-03-10,2022-03-15,股東常會
2022-09-01,2022-09-06,除息
2023-03-10,2023-03-15,股東常會
2023-06-06,2023-06-09,除息
2023-09-21,2023-09-26,除權
2024-04-16,2024-04-19,現增除權
2024-04-22,2024-04-25,股東常會
2024-07-15,2024-07-18,除息
2025-03-21,2025-03-26,股東常會
2025-07-15,2025-07-18,除息
2026-04-23,2026-04-28,股東常會
