date,end_date,reason
2015-03-26,2015-03-31,股東常會
2015-06-29,2015-07-02,除息
2016-03-29,2016-04-01,股東常會
2016-07-07,2016-07-12,除息
2017-03-24,2017-03-29,股東常會
2017-06-29,2017-07-04,除息
2018-04-02,2018-04-10,股東常會
2018-07-09,2018-07-12,除息
2019-03-27,2019-04-01,股東常會
2019-06-28,2019-07-03,除息
2020-04-01,2020-04-08,股東常會
2021-04-22,2021-04-27,股東常會
2022-04-08,2022-04-13,股東常會
2022-07-07,2022-07-12,除息
2023-04-21,2023-04-26,股東常會
2023-07-14,2023-07-19,除息
2024-04-19,2024-04-24,股東常會
2024-07-12,2024-07-17,除息
2025-04-18,2025-04-23,股東常會
2025-07-08,2025-07-11,除息
2026-04-09,2026-04-14,股東常會
2026-06-25,2026-06-30,除息
