date,end_date,reason
2018-04-23,2018-04-26,股東常會
2018-06-25,2018-06-28,現增除權
2018-08-31,2018-09-05,除權、息
2019-04-19,2019-04-24,股東常會
2019-07-18,2019-07-23,除息
2019-08-20,2019-08-23,除權
2020-04-10,2020-04-15,股東常會
2020-07-10,2020-07-15,除息
2020-09-03,2020-09-08,除權
2021-04-16,2021-04-21,股東常會
2021-07-16,2021-07-21,除息
2021-08-24,2021-08-27,除權
2022-03-25,2022-03-30,股東常會
2022-06-23,2022-06-28,除息
2022-07-27,2022-08-01,除權
2023-03-24,2023-03-29,股東常會
2023-06-29,2023-07-04,除息
2023-08-07,2023-08-10,除權
2024-03-25,2024-03-28,股東常會
2024-07-03,2024-07-08,除息
2024-08-06,2024-08-09,除權
2025-03-21,2025-03-26,股東常會
2025-06-25,2025-06-30,除息
2025-08-18,2025-08-21,除權
2026-03-23,2026-03-26,股東常會
