date,end_date,reason
2016-03-21,2016-03-24,股東常會
2016-06-24,2016-06-29,除息
2017-03-16,2017-03-21,股東常會
2017-06-30,2017-07-05,除息
2018-03-15,2018-03-20,股東常會
2018-07-03,2018-07-06,除息
2019-03-15,2019-03-20,股東常會
2019-06-27,2019-07-02,除息
2020-03-13,2020-03-18,股東常會
2020-07-06,2020-07-09,除息
2021-03-12,2021-03-17,股東常會
2021-07-09,2021-07-14,除息
2021-08-19,2021-08-24,其它利益
2022-03-25,2022-03-30,股東常會
2023-03-16,2023-03-21,股東常會
2023-07-04,2023-07-07,除息
2024-03-18,2024-03-21,股東常會
2024-06-25,2024-06-28,除息
2025-03-10,2025-03-13,股東常會
2025-06-05,2025-06-10,除息
2026-03-09,2026-03-12,股東常會
2026-06-12,2026-06-17,除息
