date,end_date,reason
2015-04-16,2015-04-21,股東常會
2015-07-30,2015-08-04,除息
2016-04-15,2016-04-20,股東常會
2016-07-20,2016-07-25,除息
2017-04-20,2017-04-25,股東常會
2017-07-20,2017-07-25,除息
2018-03-26,2018-03-29,股東常會
2018-07-20,2018-07-25,除息
2019-03-22,2019-03-27,股東常會
2019-07-19,2019-07-24,除息
2020-03-20,2020-03-25,股東常會
2020-07-20,2020-07-23,除息
2021-03-22,2021-03-25,股東常會
2021-08-17,2021-08-20,除息
2022-03-18,2022-03-23,股東常會
2022-06-27,2022-06-30,除息
2023-03-24,2023-03-29,股東常會
2023-06-27,2023-06-30,除息
2024-03-21,2024-03-26,股東常會
2024-06-28,2024-07-03,除息
2025-03-21,2025-03-26,股東常會
2025-06-27,2025-07-02,除息
2026-03-19,2026-03-24,股東常會
2026-06-29,2026-07-02,除息
