date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-09-04,2015-09-09,除權、息
2016-04-18,2016-04-21,股東常會
2017-04-14,2017-04-19,股東常會
2018-04-13,2018-04-18,股東常會
2018-08-09,2018-08-14,除權、息
2019-04-19,2019-04-24,股東常會
2019-08-05,2019-08-08,除權、息
2020-04-17,2020-04-22,股東常會
2020-07-14,2020-07-17,除息
2021-04-16,2021-04-21,股東常會
2021-07-23,2021-07-28,除息
2022-04-08,2022-04-13,除息
2022-04-15,2022-04-20,股東常會
2022-08-24,2022-08-29,除權
2023-04-14,2023-04-19,除息
2023-08-24,2023-08-29,除權
2024-03-22,2024-03-27,除息
2024-04-19,2024-04-24,股東常會
2024-08-22,2024-08-27,除權
2025-03-28,2025-04-02,除息
2025-04-18,2025-04-23,股東常會
2026-03-31,2026-04-07,除息
2026-04-17,2026-04-22,股東常會
