date,end_date,reason
2015-04-10,2015-04-15,股東常會
2016-04-08,2016-04-13,股東常會
2017-04-07,2017-04-12,股東常會
2018-04-13,,股東常會
2019-04-08,,股東常會
2019-08-23,,減資
2020-01-31,2020-02-05,減資
2020-04-10,2020-04-15,股東常會
2020-07-06,2020-07-09,除息
2021-04-12,2021-04-15,股東常會
2021-07-30,2021-08-04,除息
2022-04-22,2022-04-27,股東常會
2022-07-15,2022-07-20,除息
2023-04-21,2023-04-26,股東常會
2023-07-21,2023-07-26,除息
2024-04-12,2024-04-17,股東常會
2024-07-19,2024-07-24,除息
2025-03-14,2025-03-19,股東常會
2026-03-16,2026-03-19,股東常會
2026-07-17,2026-07-22,除息
