date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-08-25,2015-08-28,除權息
2016-04-18,2016-04-21,股東常會
2016-07-15,2016-07-20,除息
2017-04-10,2017-04-13,股東常會
2017-08-24,2017-08-29,除權息
2018-04-20,2018-04-25,股東常會
2018-08-21,2018-08-24,現金增資
2019-04-12,2019-04-17,股東常會
2019-08-22,2019-08-27,除權息
2020-04-06,2020-04-09,股東常會
2020-08-25,2020-08-28,除息
2021-04-12,2021-04-15,股東常會
2021-08-26,2021-08-31,除息
2022-03-21,2022-03-24,股東常會
2022-06-17,2022-06-22,除息
2023-03-24,2023-03-29,股東常會
2023-06-21,2023-06-28,除息
2024-03-22,2024-03-27,股東常會
2025-03-21,2025-03-26,股東常會
2026-03-20,2026-03-25,股東常會
