date,end_date,reason
2015-03-20,2015-03-25,股東常會
2015-07-08,2015-07-13,除權、息
2016-03-25,2016-03-30,股東常會
2016-07-20,2016-07-25,除權、息
2017-03-20,2017-03-23,股東常會
2017-07-12,2017-07-17,除權、息
2018-03-26,2018-03-29,股東常會
2018-06-08,2018-06-13,除息
2019-03-22,2019-03-27,股東常會
2019-06-10,2019-06-13,除息
2020-03-20,2020-03-25,股東常會
2020-06-10,2020-06-15,除息
2021-03-19,2021-03-24,股東常會
2021-06-09,2021-06-15,除息
2022-03-18,2022-03-23,股東常會
2022-06-09,2022-06-14,除息
2023-03-17,2023-03-22,除息
2024-03-22,2024-03-27,股東常會
2025-03-17,2025-03-20,股東常會
2026-03-20,2026-03-25,股東常會
