date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-07-03,2015-07-08,除息
2016-04-15,2016-04-20,股東常會
2016-07-13,2016-07-18,除息
2017-04-14,2017-04-19,股東常會
2017-07-12,2017-07-17,除息
2018-04-13,2018-04-18,股東常會
2018-07-04,2018-07-09,除息
2019-04-03,2019-04-10,股東常會
2019-06-27,2019-07-02,除息
2020-04-06,2020-04-09,股東常會
2020-07-01,2020-07-06,除息
2021-04-16,2021-04-21,股東常會
2021-07-22,2021-07-27,除息
2022-03-31,2022-04-07,股東常會
2022-06-30,2022-07-05,除息
2023-03-24,2023-03-29,股東常會
2023-06-21,2023-06-28,除息
2024-04-12,2024-04-17,股東常會
2024-07-11,2024-07-16,除息
2025-04-02,2025-04-09,股東常會
2025-07-16,2025-07-21,除息
2026-03-23,2026-03-26,股東常會
2026-07-02,2026-07-07,除息
