date,end_date,reason
2015-06-17,2015-06-23,除權息
2016-03-17,2016-03-22,股東常會
2016-06-17,2016-06-22,除權息
2017-03-02,2017-03-07,股東常會
2017-06-16,2017-06-21,除權息
2018-03-01,2018-03-06,股東常會
2018-06-15,2018-06-21,除權息
2019-03-11,2019-03-14,股東常會
2019-06-18,2019-06-21,除息
2020-03-06,2020-03-11,股東常會
2020-06-17,2020-06-22,除息
2021-02-25,2021-03-03,股東常會
2021-05-28,2021-06-02,除息
2022-03-18,2022-03-23,股東常會
2022-06-17,2022-06-22,除息
2023-03-24,2023-03-29,股東常會
2023-06-21,2023-06-28,除權息
2024-03-22,2024-03-27,股東常會
2024-07-10,2024-07-15,除權息
2024-09-26,2024-10-01,現金增資
2025-03-21,2025-03-26,股東常會
2025-07-11,2025-07-16,除息
2026-03-20,2026-03-25,股東常會
