date,end_date,reason
2015-04-10,2015-04-15,股東常會
2015-07-23,2015-07-28,除息
2016-04-15,2016-04-20,股東常會
2016-07-21,2016-07-26,除息
2017-04-21,2017-04-26,股東常會
2017-07-20,2017-07-25,除息
2018-04-20,2018-04-25,股東常會
2018-07-19,2018-07-24,除息
2018-09-12,2018-09-17,其它利益
2019-04-19,2019-04-24,股東常會
2019-07-18,2019-07-23,除權息
2020-04-17,2020-04-22,股東常會
2020-08-19,2020-08-24,除權息
2021-04-16,2021-04-21,股東常會
2021-08-18,2021-08-23,除權息
2022-04-15,2022-04-20,股東常會
2022-07-20,2022-07-25,現金增資
2023-04-10,2023-04-13,股東常會
2023-07-19,2023-07-24,除權息
2024-03-22,2024-03-27,股東常會
2024-08-21,2024-08-26,除息
2025-03-21,2025-03-26,股東常會
2025-08-27,2025-09-01,除權息
2026-03-20,2026-03-25,股東常會
