date,end_date,reason
2015-03-26,2015-03-31,股東常會
2015-07-31,2015-08-05,除息
2016-04-11,2016-04-14,股東常會
2016-07-28,2016-08-02,除息
2017-04-10,2017-04-13,股東常會
2017-07-25,2017-07-28,除息
2018-04-23,2018-04-26,股東常會
2018-07-24,2018-07-27,除息
2019-04-22,2019-04-25,股東常會
2019-07-24,2019-07-29,除息
2020-04-13,2020-04-16,股東常會
2020-07-24,2020-07-29,除息
2021-04-22,2021-04-27,股東常會
2021-09-24,2021-09-29,除息
2022-04-22,2022-04-27,股東常會
2022-07-29,2022-08-03,除息
2023-03-24,2023-03-29,股東常會
2023-08-01,2023-08-04,除息
2024-03-22,2024-03-27,股東常會
2024-07-30,2024-08-02,除息
2025-03-20,2025-03-25,股東常會
2025-09-25,2025-10-01,除息
2026-03-20,2026-03-25,股東常會
