date,end_date,reason
2015-03-26,2015-03-31,股東常會
2015-08-21,2015-08-26,除權息
2016-04-15,2016-04-20,股東常會
2016-08-17,2016-08-22,除權息
2017-04-14,2017-04-19,股東常會
2017-08-16,2017-08-21,除權息
2018-04-16,2018-04-19,股東常會
2018-08-22,2018-08-27,除權息
2019-04-18,2019-04-23,股東常會
2019-08-21,2019-08-26,除息
2020-04-09,2020-04-14,股東常會
2020-09-07,2020-09-10,除息
2021-04-22,2021-04-27,股東常會
2021-09-30,2021-10-05,除息
2022-04-18,2022-04-21,股東常會
2022-08-31,2022-09-05,除息
2023-04-21,2023-04-26,股東常會
2023-09-14,2023-09-19,除息
2024-04-15,2024-04-18,股東常會
2024-09-12,2024-09-18,除息
2025-04-21,2025-04-24,股東常會
2025-09-12,2025-09-17,除息
2026-04-23,2026-04-28,股東常會
