date,end_date,reason
2015-03-26,2015-03-31,股東常會
2015-06-26,2015-07-01,除息
2015-08-07,2015-08-12,現金增資
2016-04-08,2016-04-13,股東常會
2016-07-22,2016-07-27,除息
2017-04-07,2017-04-12,股東常會
2017-07-27,2017-08-01,除息
2018-04-03,2018-04-11,股東常會
2018-07-26,2018-07-31,除息
2019-04-12,2019-04-17,股東常會
2019-07-26,2019-07-31,除息
2020-04-17,2020-04-22,股東常會
2020-07-28,2020-07-31,除息
2021-04-16,2021-04-21,股東常會
2021-09-06,2021-09-09,除息
2022-04-18,2022-04-21,股東常會
2022-07-22,2022-07-27,除息
2023-04-14,2023-04-19,股東常會
2023-07-20,2023-07-25,除息
2024-04-15,2024-04-18,股東常會
2024-07-11,2024-07-16,除息
2024-09-10,2024-09-13,現金增資
2025-03-21,2025-03-26,股東常會
2025-07-02,2025-07-07,除息
2026-03-23,2026-03-26,股東常會
2026-07-09,2026-07-14,除息
