date,end_date,reason
2015-04-20,2015-04-23,股東常會
2015-07-09,2015-07-14,除息
2016-01-25,2016-01-28,股東常會
2016-04-27,2016-05-03,除息
2017-04-20,2017-04-25,股東常會
2017-07-17,2017-07-20,除息
2018-04-20,2018-04-25,股東常會
2018-07-18,2018-07-23,除息
2019-04-18,2019-04-23,股東常會
2019-07-19,2019-07-24,除息
2020-04-09,2020-04-14,股東常會
2020-08-05,2020-08-10,除息
2021-04-22,2021-04-27,股東常會
2021-09-27,2021-09-30,除息
2022-04-14,2022-04-19,股東常會
2022-07-22,2022-07-27,除息
2023-04-14,2023-04-19,股東常會
2023-07-14,2023-07-19,除息
2024-03-18,2024-03-21,股東常會
2024-06-21,2024-06-26,除息
2025-03-20,2025-03-25,股東常會
2025-06-05,2025-06-10,除息
2026-03-20,2026-03-25,股東常會
2026-06-04,2026-06-09,除息
