date,end_date,reason
2016-04-08,2016-04-13,股東常會
2016-07-27,2016-08-01,除權、息
2017-02-22,2017-03-01,股東常會
2017-05-26,2017-06-02,除息
2018-03-16,2018-03-21,股東常會
2018-06-08,2018-06-13,除息
2019-03-15,2019-03-20,股東常會
2019-06-06,2019-06-12,除息
2020-03-13,2020-03-18,股東常會
2020-06-18,2020-06-23,除息
2021-03-19,2021-03-24,股東常會
2021-08-10,2021-08-13,除息
2022-03-18,2022-03-23,股東常會
2022-07-19,2022-07-22,除息
2023-03-24,2023-03-29,股東常會
2023-07-19,2023-07-24,除息
2024-03-22,2024-03-27,股東常會
2024-07-16,2024-07-19,除息
2025-03-21,2025-03-26,股東常會
2025-07-08,2025-07-11,除息
2026-03-20,2026-03-25,股東常會
2026-07-09,2026-07-14,除權、息
