date,end_date,reason
2015-04-17,2015-04-22,股東常會
2015-07-03,2015-07-08,除息
2016-04-11,2016-04-14,股東常會
2016-07-01,2016-07-06,除息
2017-04-14,2017-04-19,股東常會
2017-06-30,2017-07-05,除息
2018-04-13,2018-04-18,股東常會
2018-07-02,2018-07-05,除息
2018-12-12,2018-12-17,現增除權
2019-03-25,2019-03-28,股東常會
2019-06-12,2019-06-17,除息
2020-03-16,2020-03-19,股東常會
2020-06-02,2020-06-05,除息
2021-03-22,2021-03-25,股東常會
2021-07-14,2021-07-19,除息
2022-03-25,2022-03-30,股東常會
2022-06-10,2022-06-15,除息
2023-03-24,2023-03-29,股東常會
2023-06-21,2023-06-28,除息
2024-03-25,2024-03-28,股東常會
2024-06-24,2024-06-27,除息
2025-03-17,2025-03-20,股東常會
2025-06-17,2025-06-20,除息
2026-03-19,2026-03-24,股東常會
2026-06-16,2026-06-22,除息
