date,end_date,reason
2015-03-26,2015-03-31,股東常會
2015-06-26,2015-07-01,除息
2016-03-30,2016-04-06,股東常會
2016-07-08,2016-07-13,除息
2017-03-29,2017-04-05,股東常會
2017-07-12,2017-07-17,除息
2018-04-02,2018-04-10,股東常會
2018-07-13,2018-07-18,除息
2019-04-03,2019-04-10,股東常會
2019-07-12,2019-07-17,除息
2020-04-06,2020-04-09,股東常會
2020-07-07,2020-07-10,除息
2021-04-01,2021-04-08,股東常會
2021-07-13,2021-07-16,除息
2022-04-11,2022-04-14,股東常會
2022-07-06,2022-07-11,除息
2023-04-06,2023-04-11,股東常會
2023-06-08,2023-06-13,除息
2024-03-29,2024-04-03,除息
2024-04-12,2024-04-17,股東常會
2025-03-28,2025-04-02,除息
2025-04-10,2025-04-15,股東常會
2025-12-24,2025-12-30,減資
2026-03-25,2026-03-30,除息
2026-04-09,2026-04-14,股東常會
