date,end_date,reason
2015-04-23,2015-04-28,股東常會
2015-09-08,2015-09-11,除權息
2016-04-15,2016-04-20,股東常會
2016-08-22,2016-08-25,除息
2017-04-14,2017-04-19,股東常會
2017-08-21,2017-08-24,除息
2018-04-20,2018-04-25,股東常會
2018-08-20,2018-08-23,除息
2019-04-12,2019-04-17,股東常會
2019-08-21,2019-08-26,除息
2020-04-01,2020-04-08,股東常會
2020-08-24,2020-08-27,除息
2021-04-22,2021-04-27,股東常會
2021-10-01,2021-10-06,除息
2022-04-22,2022-04-27,股東常會
2022-08-22,2022-08-25,除息
2023-04-21,2023-04-26,股東常會
2023-08-22,2023-08-25,除息
2024-04-19,2024-04-24,股東常會
2024-08-16,2024-08-21,除息
2025-04-18,2025-04-23,股東常會
2025-08-22,2025-08-27,除息
2026-01-30,2026-02-04,現金增資
2026-03-26,2026-03-31,股東常會
