date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2020-12-17,0,5,-5,0,0,0,24,194,-170,-175,15132,中興電二
2020-12-18,200,96,104,0,0,0,1069,380,689,793,15132,中興電二
2020-12-21,0,0,0,0,0,0,59,45,14,14,15132,中興電二
2020-12-22,35,0,35,0,0,0,260,102,158,193,15132,中興電二
2020-12-23,0,0,0,0,0,0,28,54,-26,-26,15132,中興電二
2020-12-24,0,124,-124,0,0,0,5823,119,5704,5580,15132,中興電二
2020-12-25,0,0,0,0,0,0,1092,24,1068,1068,15132,中興電二
2020-12-28,0,0,0,0,0,0,344,56,288,288,15132,中興電二
2020-12-29,0,0,0,0,0,0,464,45,419,419,15132,中興電二
2020-12-30,0,0,0,0,0,0,89,51,38,38,15132,中興電二
2020-12-31,0,36,-36,0,0,0,366,57,309,273,15132,中興電二
2021-01-04,0,0,0,0,0,0,671,399,272,272,15132,中興電二
2021-01-05,0,0,0,0,0,0,188,160,28,28,15132,中興電二
2021-01-06,0,0,0,0,0,0,136,6,130,130,15132,中興電二
2021-01-07,0,0,0,0,0,0,36,37,-1,-1,15132,中興電二
2021-01-08,0,0,0,0,45,-45,101,10,91,46,15132,中興電二
2021-01-11,0,10,-10,0,20,-20,114,42,72,42,15132,中興電二
2021-01-12,0,0,0,0,0,0,36,33,3,3,15132,中興電二
2021-01-13,0,0,0,0,10,-10,69,20,49,39,15132,中興電二
2021-01-14,0,0,0,0,0,0,48,65,-17,-17,15132,中興電二
2021-01-15,0,0,0,0,5,-5,16,5,11,6,15132,中興電二
2021-01-18,0,0,0,0,0,0,194,181,13,13,15132,中興電二
2021-01-19,0,8,-8,0,0,0,141,31,110,102,15132,中興電二
2021-01-20,0,0,0,0,0,0,78,26,52,52,15132,中興電二
2021-01-21,0,0,0,0,0,0,20,15,5,5,15132,中興電二
2021-01-22,0,0,0,0,0,0,146,15,131,131,15132,中興電二
2021-01-25,0,0,0,0,10,-10,22,9,13,3,15132,中興電二
2021-01-26,0,0,0,0,0,0,27,24,3,3,15132,中興電二
2021-01-27,0,0,0,0,0,0,21,0,21,21,15132,中興電二
2021-01-28,0,0,0,0,0,0,8,5,3,3,15132,中興電二
2021-01-29,0,0,0,0,0,0,254,152,102,102,15132,中興電二
2021-02-01,0,0,0,0,0,0,44,24,20,20,15132,中興電二
2021-02-02,0,5,-5,0,0,0,67,62,5,0,15132,中興電二
2021-02-03,0,0,0,0,0,0,102,72,30,30,15132,中興電二
2021-02-04,0,0,0,0,0,0,100,26,74,74,15132,中興電二
2021-02-05,0,0,0,0,0,0,41,15,26,26,15132,中興電二
2021-02-17,0,0,0,0,0,0,76,33,43,43,15132,中興電二
2021-02-18,0,0,0,0,0,0,106,32,74,74,15132,中興電二
2021-02-19,0,0,0,0,0,0,130,116,14,14,15132,中興電二
2021-02-22,0,36,-36,0,0,0,130,87,43,7,15132,中興電二
2021-02-23,0,0,0,0,0,0,78,77,1,1,15132,中興電二
2021-02-24,0,0,0,0,5,-5,137,114,23,18,15132,中興電二
2021-02-25,0,0,0,0,0,0,15,13,2,2,15132,中興電二
2021-02-26,0,0,0,0,0,0,36,35,1,1,15132,中興電二
2021-03-02,0,0,0,0,0,0,31,31,0,0,15132,中興電二
2021-03-03,0,12,-12,0,0,0,160,140,20,8,15132,中興電二
2021-03-04,0,18,-18,0,0,0,126,89,37,19,15132,中興電二
2021-03-05,0,0,0,0,0,0,48,48,0,0,15132,中興電二
2021-03-08,0,46,-46,0,0,0,115,63,52,6,15132,中興電二
2021-03-09,0,9,-9,0,0,0,50,32,18,9,15132,中興電二
2021-03-10,0,0,0,0,0,0,45,26,19,19,15132,中興電二
2021-03-11,0,0,0,0,0,0,130,99,31,31,15132,中興電二
2021-03-12,0,0,0,0,0,0,160,159,1,1,15132,中興電二
2021-03-15,0,0,0,0,0,0,139,129,10,10,15132,中興電二
2021-03-16,0,0,0,0,0,0,47,47,0,0,15132,中興電二
2021-03-17,0,0,0,0,0,0,26,25,1,1,15132,中興電二
2021-03-18,0,0,0,30,0,30,47,62,-15,15,15132,中興電二
2021-03-19,0,0,0,0,0,0,37,27,10,10,15132,中興電二
2021-03-22,0,0,0,0,0,0,32,34,-2,-2,15132,中興電二
2021-03-23,0,0,0,0,0,0,33,18,15,15,15132,中興電二
2021-03-24,0,0,0,0,0,0,33,25,8,8,15132,中興電二
2021-03-25,0,0,0,0,0,0,28,27,1,1,15132,中興電二
2021-03-26,0,0,0,0,0,0,2,2,0,0,15132,中興電二
2021-03-29,0,0,0,0,0,0,26,16,10,10,15132,中興電二
2021-03-30,0,0,0,0,0,0,29,29,0,0,15132,中興電二
2021-03-31,0,0,0,0,0,0,73,54,19,19,15132,中興電二
2021-04-01,0,0,0,0,0,0,8,8,0,0,15132,中興電二
2021-04-06,0,0,0,0,0,0,47,41,6,6,15132,中興電二
2021-04-07,0,18,-18,0,0,0,58,38,20,2,15132,中興電二
2021-04-08,0,65,-65,0,0,0,163,99,64,-1,15132,中興電二
2021-04-09,0,17,-17,0,5,-5,135,139,-4,-26,15132,中興電二
2021-04-12,0,0,0,0,0,0,159,124,35,35,15132,中興電二
2021-04-13,0,0,0,0,0,0,90,87,3,3,15132,中興電二
2021-04-14,0,75,-75,0,0,0,117,54,63,-12,15132,中興電二
2021-04-15,0,0,0,0,0,0,35,30,5,5,15132,中興電二
2021-04-16,0,0,0,0,0,0,68,66,2,2,15132,中興電二
2021-04-19,0,0,0,0,0,0,58,54,4,4,15132,中興電二
2021-04-20,0,0,0,0,0,0,28,28,0,0,15132,中興電二
2021-04-21,0,0,0,0,0,0,72,72,0,0,15132,中興電二
2021-04-22,0,0,0,0,0,0,36,42,-6,-6,15132,中興電二
2021-04-23,0,0,0,0,0,0,42,45,-3,-3,15132,中興電二
2021-04-26,0,0,0,0,0,0,28,29,-1,-1,15132,中興電二
2021-04-27,0,0,0,0,0,0,22,22,0,0,15132,中興電二
2021-04-28,0,0,0,0,0,0,76,21,55,55,15132,中興電二
2021-04-29,0,0,0,0,0,0,65,65,0,0,15132,中興電二
2021-05-03,0,0,0,0,0,0,26,26,0,0,15132,中興電二
2021-05-04,0,0,0,0,0,0,56,43,13,13,15132,中興電二
2021-05-05,0,0,0,0,0,0,31,26,5,5,15132,中興電二
2021-05-06,0,0,0,0,0,0,60,61,-1,-1,15132,中興電二
2021-05-07,0,0,0,0,0,0,75,75,0,0,15132,中興電二
2021-05-10,0,0,0,0,0,0,74,74,0,0,15132,中興電二
2021-05-11,0,0,0,0,0,0,53,53,0,0,15132,中興電二
2021-05-12,0,0,0,0,0,0,127,128,-1,-1,15132,中興電二
2021-05-13,0,0,0,0,0,0,84,84,0,0,15132,中興電二
2021-05-14,0,0,0,0,0,0,16,16,0,0,15132,中興電二
2021-05-17,0,0,0,0,0,0,61,50,11,11,15132,中興電二
2021-05-18,0,0,0,0,0,0,30,30,0,0,15132,中興電二
2021-05-19,0,0,0,0,0,0,25,25,0,0,15132,中興電二
2021-05-24,0,0,0,0,0,0,35,35,0,0,15132,中興電二
2021-05-25,0,0,0,0,0,0,22,22,0,0,15132,中興電二
2021-05-26,0,0,0,0,0,0,5,5,0,0,15132,中興電二
2021-05-27,0,0,0,0,0,0,20,22,-2,-2,15132,中興電二
2021-05-28,0,0,0,0,0,0,18,18,0,0,15132,中興電二
2021-05-31,0,0,0,0,0,0,6,6,0,0,15132,中興電二
2021-06-01,0,0,0,0,0,0,22,20,2,2,15132,中興電二
2021-06-02,0,0,0,0,0,0,22,29,-7,-7,15132,中興電二
2021-06-03,0,0,0,0,0,0,15,20,-5,-5,15132,中興電二
2021-06-04,0,0,0,0,0,0,33,31,2,2,15132,中興電二
2021-06-07,0,0,0,0,0,0,13,13,0,0,15132,中興電二
2021-06-08,0,0,0,0,0,0,29,29,0,0,15132,中興電二
