date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2017-01-10,50,445,-395,0,0,0,4176,519,3657,3262,22391,英利一KY
2017-01-11,50,100,-50,0,0,0,539,161,378,328,22391,英利一KY
2017-01-12,0,33,-33,0,0,0,156,12,144,111,22391,英利一KY
2017-01-13,50,65,-15,0,0,0,237,8,229,214,22391,英利一KY
2017-01-16,0,0,0,0,0,0,144,40,104,104,22391,英利一KY
2017-01-17,0,20,-20,0,0,0,271,97,174,154,22391,英利一KY
2017-01-18,0,20,-20,0,0,0,274,40,234,214,22391,英利一KY
2017-01-19,16,20,-4,0,0,0,77,19,58,54,22391,英利一KY
2017-01-20,0,20,-20,0,0,0,103,72,31,11,22391,英利一KY
2017-01-23,0,10,-10,0,0,0,12,5,7,-3,22391,英利一KY
2017-01-24,0,0,0,0,0,0,62,30,32,32,22391,英利一KY
2017-02-02,34,0,34,0,0,0,157,71,86,120,22391,英利一KY
2017-02-03,0,0,0,0,0,0,63,40,23,23,22391,英利一KY
2017-02-06,0,23,-23,0,0,0,69,34,35,12,22391,英利一KY
2017-02-07,0,0,0,0,0,0,75,44,31,31,22391,英利一KY
2017-02-08,0,0,0,0,0,0,29,17,12,12,22391,英利一KY
2017-02-09,0,0,0,0,0,0,14,9,5,5,22391,英利一KY
2017-02-10,0,27,-27,0,0,0,432,351,81,54,22391,英利一KY
2017-02-13,0,0,0,0,0,0,70,86,-16,-16,22391,英利一KY
2017-02-14,6,0,6,0,0,0,142,120,22,28,22391,英利一KY
2017-02-15,2,0,2,0,0,0,100,50,50,52,22391,英利一KY
2017-02-16,2,0,2,0,0,0,42,40,2,4,22391,英利一KY
2017-02-17,9,23,-14,0,0,0,313,323,-10,-24,22391,英利一KY
2017-02-20,10,1,9,0,0,0,91,125,-34,-25,22391,英利一KY
