date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2017-10-02,0,0,0,0,0,0,51,7,44,44,26372,慧洋二KY
2017-10-03,0,0,0,0,0,0,191,53,138,138,26372,慧洋二KY
2017-10-05,0,0,0,0,0,0,115,20,95,95,26372,慧洋二KY
2017-10-06,0,0,0,0,0,0,130,0,130,130,26372,慧洋二KY
2017-10-11,0,0,0,0,0,0,917,0,917,917,26372,慧洋二KY
2017-10-12,0,0,0,0,0,0,150,0,150,150,26372,慧洋二KY
2017-10-13,0,0,0,0,0,0,158,4,154,154,26372,慧洋二KY
2017-10-16,0,0,0,0,0,0,301,10,291,291,26372,慧洋二KY
2017-10-17,0,0,0,0,0,0,95,0,95,95,26372,慧洋二KY
2017-10-18,0,0,0,0,0,0,10,0,10,10,26372,慧洋二KY
2017-10-20,0,0,0,0,0,0,126,42,84,84,26372,慧洋二KY
2017-10-25,0,0,0,0,0,0,61,11,50,50,26372,慧洋二KY
2017-10-27,0,0,0,0,0,0,1,1,0,0,26372,慧洋二KY
2017-10-31,0,0,0,0,0,0,3,10,-7,-7,26372,慧洋二KY
2017-11-01,0,0,0,0,0,0,5,0,5,5,26372,慧洋二KY
2017-11-02,0,0,0,0,0,0,10,10,0,0,26372,慧洋二KY
2017-11-03,0,0,0,0,0,0,18,15,3,3,26372,慧洋二KY
2017-11-06,0,0,0,0,0,0,12,12,0,0,26372,慧洋二KY
2017-11-07,0,0,0,0,0,0,5,0,5,5,26372,慧洋二KY
2017-11-08,0,0,0,0,0,0,56,52,4,4,26372,慧洋二KY
2017-11-09,0,0,0,0,0,0,1,0,1,1,26372,慧洋二KY
2017-11-14,0,0,0,0,0,0,17,17,0,0,26372,慧洋二KY
2017-11-15,0,0,0,0,0,0,5,5,0,0,26372,慧洋二KY
2017-11-17,0,0,0,0,0,0,4,4,0,0,26372,慧洋二KY
2017-11-20,0,0,0,0,0,0,40,5,35,35,26372,慧洋二KY
2017-11-21,0,0,0,0,0,0,3,2,1,1,26372,慧洋二KY
2017-11-22,0,0,0,0,0,0,49,31,18,18,26372,慧洋二KY
2017-11-27,0,0,0,0,0,0,48,48,0,0,26372,慧洋二KY
2017-11-29,0,0,0,0,0,0,32,32,0,0,26372,慧洋二KY
2017-11-30,0,0,0,0,0,0,57,47,10,10,26372,慧洋二KY
2017-12-01,0,0,0,0,0,0,34,34,0,0,26372,慧洋二KY
2017-12-04,0,0,0,0,0,0,44,44,0,0,26372,慧洋二KY
2017-12-05,0,0,0,0,0,0,167,166,1,1,26372,慧洋二KY
2017-12-06,0,0,0,0,0,0,81,111,-30,-30,26372,慧洋二KY
2017-12-07,0,0,0,0,0,0,40,40,0,0,26372,慧洋二KY
2017-12-08,0,0,0,0,0,0,80,100,-20,-20,26372,慧洋二KY
2017-12-11,0,0,0,0,0,0,17,20,-3,-3,26372,慧洋二KY
2017-12-12,0,0,0,0,0,0,81,81,0,0,26372,慧洋二KY
2017-12-13,0,0,0,0,0,0,75,75,0,0,26372,慧洋二KY
2017-12-14,0,0,0,0,0,0,60,65,-5,-5,26372,慧洋二KY
2017-12-15,0,0,0,0,0,0,23,53,-30,-30,26372,慧洋二KY
2017-12-20,0,0,0,0,0,0,30,50,-20,-20,26372,慧洋二KY
2017-12-21,0,0,0,0,0,0,10,20,-10,-10,26372,慧洋二KY
2017-12-25,0,0,0,0,0,0,0,20,-20,-20,26372,慧洋二KY
2017-12-26,0,0,0,0,0,0,50,50,0,0,26372,慧洋二KY
2017-12-28,0,0,0,0,0,0,5,0,5,5,26372,慧洋二KY
2017-12-29,0,0,0,0,0,0,18,46,-28,-28,26372,慧洋二KY
2018-01-02,0,0,0,0,0,0,0,15,-15,-15,26372,慧洋二KY
2018-01-04,0,0,0,0,0,0,0,25,-25,-25,26372,慧洋二KY
2018-01-08,0,0,0,0,0,0,107,119,-12,-12,26372,慧洋二KY
2018-01-09,0,0,0,0,0,0,88,118,-30,-30,26372,慧洋二KY
2018-01-11,0,0,0,0,0,0,5,30,-25,-25,26372,慧洋二KY
2018-01-12,0,0,0,0,0,0,5,15,-10,-10,26372,慧洋二KY
2018-01-15,0,0,0,0,0,0,10,40,-30,-30,26372,慧洋二KY
2018-01-16,0,0,0,0,0,0,3,1,2,2,26372,慧洋二KY
2018-01-18,0,0,0,0,0,0,15,15,0,0,26372,慧洋二KY
2018-01-24,0,0,0,0,0,0,10,10,0,0,26372,慧洋二KY
2018-01-26,0,0,0,0,0,0,0,2,-2,-2,26372,慧洋二KY
2018-01-30,0,0,0,0,0,0,0,10,-10,-10,26372,慧洋二KY
2018-02-01,0,0,0,0,0,0,0,6,-6,-6,26372,慧洋二KY
2018-02-05,0,0,0,0,0,0,32,11,21,21,26372,慧洋二KY
2018-02-07,0,0,0,0,0,0,1,0,1,1,26372,慧洋二KY
2018-02-08,0,0,0,0,0,0,1,0,1,1,26372,慧洋二KY
2018-02-09,0,0,0,0,0,0,1,1,0,0,26372,慧洋二KY
2018-02-12,0,0,0,0,0,0,1,0,1,1,26372,慧洋二KY
2018-02-21,0,0,0,0,0,0,9,6,3,3,26372,慧洋二KY
2018-02-22,0,0,0,0,0,0,16,15,1,1,26372,慧洋二KY
2018-02-23,0,0,0,0,0,0,1,1,0,0,26372,慧洋二KY
2018-02-26,0,0,0,0,0,0,1,1,0,0,26372,慧洋二KY
2018-02-27,0,0,0,0,0,0,1,1,0,0,26372,慧洋二KY
2018-03-01,0,0,0,0,0,0,1,0,1,1,26372,慧洋二KY
2018-03-02,0,0,0,0,0,0,1,0,1,1,26372,慧洋二KY
2018-03-05,0,0,0,0,0,0,5,0,5,5,26372,慧洋二KY
2018-03-06,0,0,0,0,0,0,3,0,3,3,26372,慧洋二KY
