date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2021-06-10,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2021-06-15,0,0,0,0,0,0,17,1,16,16,67271,亞泰金屬一
2021-06-16,0,0,0,0,0,0,19,0,19,19,67271,亞泰金屬一
2021-06-17,0,0,0,0,0,0,44,0,44,44,67271,亞泰金屬一
2021-06-18,0,0,0,0,0,0,1331,10,1321,1321,67271,亞泰金屬一
2021-06-21,0,0,0,0,0,0,996,30,966,966,67271,亞泰金屬一
2021-06-22,0,0,0,0,0,0,35,8,27,27,67271,亞泰金屬一
2021-06-23,0,0,0,0,0,0,18,4,14,14,67271,亞泰金屬一
2021-06-24,0,0,0,0,0,0,10,1,9,9,67271,亞泰金屬一
2021-06-25,0,0,0,0,0,0,6,11,-5,-5,67271,亞泰金屬一
2021-06-28,0,0,0,0,0,0,21,11,10,10,67271,亞泰金屬一
2021-06-29,0,0,0,0,0,0,41,33,8,8,67271,亞泰金屬一
2021-06-30,0,0,0,0,0,0,112,124,-12,-12,67271,亞泰金屬一
2021-07-01,0,0,0,0,0,0,24,22,2,2,67271,亞泰金屬一
2021-07-02,0,0,0,0,0,0,10,8,2,2,67271,亞泰金屬一
2021-07-05,0,0,0,0,0,0,14,10,4,4,67271,亞泰金屬一
2021-07-06,0,0,0,0,0,0,80,5,75,75,67271,亞泰金屬一
2021-07-07,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-07-08,0,0,0,0,0,0,4,3,1,1,67271,亞泰金屬一
2021-07-12,0,0,0,0,0,0,187,69,118,118,67271,亞泰金屬一
2021-07-13,0,0,0,0,0,0,34,73,-39,-39,67271,亞泰金屬一
2021-07-14,0,0,0,0,0,0,89,74,15,15,67271,亞泰金屬一
2021-07-15,0,0,0,0,0,0,61,97,-36,-36,67271,亞泰金屬一
2021-07-16,0,0,0,0,0,0,23,156,-133,-133,67271,亞泰金屬一
2021-07-19,0,0,0,0,0,0,21,204,-183,-183,67271,亞泰金屬一
2021-07-20,0,0,0,0,0,0,55,10,45,45,67271,亞泰金屬一
2021-07-21,0,0,0,0,0,0,7,104,-97,-97,67271,亞泰金屬一
2021-07-22,0,0,0,0,0,0,12,20,-8,-8,67271,亞泰金屬一
2021-07-23,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2021-07-26,0,0,0,0,0,0,8,21,-13,-13,67271,亞泰金屬一
2021-07-27,0,0,0,0,0,0,7,1,6,6,67271,亞泰金屬一
2021-07-28,0,0,0,0,0,0,7,13,-6,-6,67271,亞泰金屬一
2021-07-29,0,0,0,0,0,0,2,3,-1,-1,67271,亞泰金屬一
2021-07-30,0,0,0,0,0,0,5,10,-5,-5,67271,亞泰金屬一
2021-08-02,0,0,0,0,0,0,0,9,-9,-9,67271,亞泰金屬一
2021-08-03,0,0,0,0,0,0,3,6,-3,-3,67271,亞泰金屬一
2021-08-04,0,0,0,0,0,0,0,7,-7,-7,67271,亞泰金屬一
2021-08-05,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2021-08-06,0,0,0,0,0,0,12,6,6,6,67271,亞泰金屬一
2021-08-09,0,0,0,0,0,0,101,55,46,46,67271,亞泰金屬一
2021-08-10,0,0,0,0,0,0,40,41,-1,-1,67271,亞泰金屬一
2021-08-11,0,0,0,0,0,0,98,7,91,91,67271,亞泰金屬一
2021-08-12,0,0,0,0,0,0,70,7,63,63,67271,亞泰金屬一
2021-08-13,0,0,0,0,0,0,40,1,39,39,67271,亞泰金屬一
2021-08-16,0,0,0,0,0,0,32,28,4,4,67271,亞泰金屬一
2021-08-17,0,0,0,0,0,0,16,15,1,1,67271,亞泰金屬一
2021-08-18,0,0,0,0,0,0,26,15,11,11,67271,亞泰金屬一
2021-08-19,0,0,0,0,0,0,4,13,-9,-9,67271,亞泰金屬一
2021-08-20,0,0,0,0,0,0,42,33,9,9,67271,亞泰金屬一
2021-08-23,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2021-08-25,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-08-26,0,0,0,0,0,0,20,33,-13,-13,67271,亞泰金屬一
2021-08-27,0,0,0,0,0,0,9,9,0,0,67271,亞泰金屬一
2021-08-30,0,0,0,0,0,0,4,4,0,0,67271,亞泰金屬一
2021-08-31,0,0,0,0,0,0,14,57,-43,-43,67271,亞泰金屬一
2021-09-01,0,0,0,0,0,0,20,11,9,9,67271,亞泰金屬一
2021-09-02,0,0,0,0,0,0,14,7,7,7,67271,亞泰金屬一
2021-09-03,0,0,0,0,0,0,12,10,2,2,67271,亞泰金屬一
2021-09-06,0,0,0,0,0,0,5,14,-9,-9,67271,亞泰金屬一
2021-09-07,0,0,0,0,0,0,0,8,-8,-8,67271,亞泰金屬一
2021-09-08,0,0,0,0,0,0,1,9,-8,-8,67271,亞泰金屬一
2021-09-09,0,0,0,0,0,0,72,69,3,3,67271,亞泰金屬一
2021-09-10,0,0,0,0,0,0,17,30,-13,-13,67271,亞泰金屬一
2021-09-13,0,0,0,0,0,0,52,36,16,16,67271,亞泰金屬一
2021-09-14,0,0,0,0,0,0,4,1,3,3,67271,亞泰金屬一
2021-09-15,10,0,10,0,0,0,0,1,-1,9,67271,亞泰金屬一
2021-09-16,0,0,0,0,0,0,12,0,12,12,67271,亞泰金屬一
2021-09-17,0,0,0,0,0,0,0,4,-4,-4,67271,亞泰金屬一
2021-09-22,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-09-23,0,0,0,0,0,0,16,11,5,5,67271,亞泰金屬一
2021-09-24,0,0,0,0,0,0,3,8,-5,-5,67271,亞泰金屬一
2021-09-27,0,0,0,0,0,0,1,11,-10,-10,67271,亞泰金屬一
2021-09-28,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2021-09-29,0,0,0,0,0,0,45,0,45,45,67271,亞泰金屬一
2021-09-30,0,0,0,0,0,0,1,11,-10,-10,67271,亞泰金屬一
2021-10-01,0,0,0,0,0,0,12,12,0,0,67271,亞泰金屬一
2021-10-04,0,0,0,0,0,0,31,81,-50,-50,67271,亞泰金屬一
2021-10-05,0,0,0,0,0,0,1,70,-69,-69,67271,亞泰金屬一
2021-10-06,0,0,0,0,0,0,12,12,0,0,67271,亞泰金屬一
2021-10-07,0,0,0,0,0,0,8,15,-7,-7,67271,亞泰金屬一
2021-10-08,0,0,0,0,0,0,10,20,-10,-10,67271,亞泰金屬一
2021-10-12,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2021-10-13,0,0,0,0,0,0,10,16,-6,-6,67271,亞泰金屬一
2021-10-14,0,0,0,0,0,0,4,14,-10,-10,67271,亞泰金屬一
2021-10-15,0,0,0,0,0,0,0,39,-39,-39,67271,亞泰金屬一
2021-10-18,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-10-20,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2021-10-22,0,0,0,0,0,0,0,42,-42,-42,67271,亞泰金屬一
2021-10-25,0,0,0,0,0,0,0,19,-19,-19,67271,亞泰金屬一
2021-10-26,0,0,0,0,0,0,0,13,-13,-13,67271,亞泰金屬一
2021-10-27,0,0,0,0,0,0,0,34,-34,-34,67271,亞泰金屬一
2021-10-28,0,5,-5,0,0,0,5,40,-35,-40,67271,亞泰金屬一
2021-10-29,0,0,0,0,0,0,0,40,-40,-40,67271,亞泰金屬一
2021-11-01,0,0,0,0,0,0,4,44,-40,-40,67271,亞泰金屬一
2021-11-02,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2021-11-03,0,0,0,0,0,0,11,43,-32,-32,67271,亞泰金屬一
2021-11-04,0,0,0,0,0,0,13,55,-42,-42,67271,亞泰金屬一
2021-11-05,0,0,0,0,0,0,8,52,-44,-44,67271,亞泰金屬一
2021-11-08,0,0,0,0,0,0,9,9,0,0,67271,亞泰金屬一
2021-11-09,0,0,0,0,0,0,36,14,22,22,67271,亞泰金屬一
2021-11-11,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2021-11-19,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-11-23,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2021-12-02,0,0,0,0,0,0,5,0,5,5,67271,亞泰金屬一
2021-12-03,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2021-12-06,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2021-12-07,0,0,0,0,0,0,20,3,17,17,67271,亞泰金屬一
2021-12-08,0,0,0,0,0,0,3,3,0,0,67271,亞泰金屬一
2021-12-10,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-12-17,0,0,0,0,0,0,9,9,0,0,67271,亞泰金屬一
2021-12-20,0,0,0,0,0,0,7,0,7,7,67271,亞泰金屬一
2021-12-21,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2021-12-23,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2021-12-27,0,0,0,0,0,0,21,20,1,1,67271,亞泰金屬一
2021-12-28,0,0,0,0,0,0,7,7,0,0,67271,亞泰金屬一
2021-12-29,0,0,0,0,0,0,15,15,0,0,67271,亞泰金屬一
2021-12-30,0,0,0,0,0,0,8,8,0,0,67271,亞泰金屬一
2022-01-03,0,5,-5,0,0,0,69,60,9,4,67271,亞泰金屬一
2022-01-04,0,0,0,0,0,0,35,35,0,0,67271,亞泰金屬一
2022-01-05,0,0,0,0,0,0,22,6,16,16,67271,亞泰金屬一
2022-01-06,0,0,0,0,0,0,26,3,23,23,67271,亞泰金屬一
2022-01-07,0,0,0,0,0,0,18,7,11,11,67271,亞泰金屬一
2022-01-10,0,0,0,0,0,0,58,90,-32,-32,67271,亞泰金屬一
2022-01-11,0,0,0,0,0,0,11,13,-2,-2,67271,亞泰金屬一
2022-01-12,0,0,0,0,0,0,1,2,-1,-1,67271,亞泰金屬一
2022-01-13,0,0,0,0,0,0,5,34,-29,-29,67271,亞泰金屬一
2022-01-14,0,0,0,0,0,0,22,30,-8,-8,67271,亞泰金屬一
2022-01-17,0,0,0,0,0,0,4,0,4,4,67271,亞泰金屬一
2022-01-19,0,0,0,0,0,0,11,4,7,7,67271,亞泰金屬一
2022-01-20,0,0,0,0,0,0,27,37,-10,-10,67271,亞泰金屬一
2022-01-21,0,0,0,0,0,0,7,0,7,7,67271,亞泰金屬一
2022-01-24,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2022-01-26,0,0,0,0,0,0,5,0,5,5,67271,亞泰金屬一
2022-02-07,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2022-02-08,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2022-02-09,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2022-02-10,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-02-11,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2022-02-15,0,0,0,0,0,0,2,0,2,2,67271,亞泰金屬一
2022-02-16,0,0,0,0,0,0,12,11,1,1,67271,亞泰金屬一
2022-02-17,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2022-02-18,0,0,0,0,0,0,2,0,2,2,67271,亞泰金屬一
2022-02-22,0,0,0,0,0,0,5,0,5,5,67271,亞泰金屬一
2022-02-23,0,0,0,0,0,0,4,3,1,1,67271,亞泰金屬一
2022-02-24,0,0,0,0,0,0,2,4,-2,-2,67271,亞泰金屬一
2022-03-08,0,0,0,0,0,0,2,1,1,1,67271,亞泰金屬一
2022-03-09,0,0,0,0,0,0,6,6,0,0,67271,亞泰金屬一
2022-03-11,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2022-03-14,0,0,0,0,0,0,5,2,3,3,67271,亞泰金屬一
2022-03-17,0,0,0,0,0,0,10,2,8,8,67271,亞泰金屬一
2022-03-18,0,0,0,0,0,0,4,4,0,0,67271,亞泰金屬一
2022-03-24,0,0,0,0,0,0,6,6,0,0,67271,亞泰金屬一
2022-04-08,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-04-25,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2022-05-05,0,0,0,0,0,0,1,2,-1,-1,67271,亞泰金屬一
2022-05-09,0,0,0,0,0,0,21,20,1,1,67271,亞泰金屬一
2022-05-12,0,0,0,0,0,0,15,15,0,0,67271,亞泰金屬一
2022-05-13,0,0,0,0,0,0,3,2,1,1,67271,亞泰金屬一
2022-05-16,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-05-17,0,0,0,0,0,0,5,1,4,4,67271,亞泰金屬一
2022-05-18,0,0,0,0,0,0,0,59,-59,-59,67271,亞泰金屬一
2022-05-19,0,0,0,0,0,0,5,42,-37,-37,67271,亞泰金屬一
2022-05-24,0,0,0,0,0,0,12,0,12,12,67271,亞泰金屬一
2022-05-25,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2022-05-26,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2022-05-27,0,0,0,0,0,0,4,4,0,0,67271,亞泰金屬一
2022-05-30,0,0,0,0,0,0,3,3,0,0,67271,亞泰金屬一
2022-06-08,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-06-10,0,0,0,0,0,0,15,14,1,1,67271,亞泰金屬一
2022-06-13,0,0,0,0,0,0,43,29,14,14,67271,亞泰金屬一
2022-06-14,0,0,0,0,0,0,12,11,1,1,67271,亞泰金屬一
2022-06-15,0,0,0,0,0,0,15,1,14,14,67271,亞泰金屬一
2022-06-16,0,0,0,0,0,0,11,0,11,11,67271,亞泰金屬一
2022-06-17,0,0,0,0,0,0,16,15,1,1,67271,亞泰金屬一
2022-06-20,0,0,0,0,0,0,21,10,11,11,67271,亞泰金屬一
2022-06-21,0,0,0,0,0,0,18,16,2,2,67271,亞泰金屬一
2022-06-22,0,0,0,0,0,0,25,10,15,15,67271,亞泰金屬一
2022-06-23,0,0,0,0,0,0,5,4,1,1,67271,亞泰金屬一
2022-06-24,0,0,0,0,0,0,13,5,8,8,67271,亞泰金屬一
2022-06-27,0,0,0,0,0,0,7,0,7,7,67271,亞泰金屬一
2022-06-28,0,0,0,0,0,0,17,10,7,7,67271,亞泰金屬一
2022-06-29,0,0,0,0,0,0,14,2,12,12,67271,亞泰金屬一
2022-06-30,0,0,0,0,0,0,42,21,21,21,67271,亞泰金屬一
2022-07-01,0,0,0,0,0,0,67,44,23,23,67271,亞泰金屬一
2022-07-05,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-07-08,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-07-18,0,0,0,0,0,0,4,4,0,0,67271,亞泰金屬一
2022-07-26,0,0,0,0,0,0,37,10,27,27,67271,亞泰金屬一
2022-07-27,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2022-07-28,0,0,0,0,0,0,3,1,2,2,67271,亞泰金屬一
2022-08-02,0,0,0,0,0,0,17,17,0,0,67271,亞泰金屬一
2022-08-03,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2022-08-04,0,0,0,0,0,0,4,0,4,4,67271,亞泰金屬一
2022-08-05,0,0,0,0,0,0,4,15,-11,-11,67271,亞泰金屬一
2022-08-08,0,0,0,0,0,0,0,3,-3,-3,67271,亞泰金屬一
2022-08-09,0,0,0,0,0,0,8,3,5,5,67271,亞泰金屬一
2022-08-10,0,0,0,0,0,0,13,20,-7,-7,67271,亞泰金屬一
2022-08-11,0,0,0,0,0,0,6,24,-18,-18,67271,亞泰金屬一
2022-08-16,0,0,0,0,0,0,0,12,-12,-12,67271,亞泰金屬一
2022-08-17,0,0,0,0,0,0,0,2,-2,-2,67271,亞泰金屬一
2022-08-19,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2022-08-23,0,0,0,0,0,0,4,3,1,1,67271,亞泰金屬一
2022-08-24,0,0,0,0,0,0,14,14,0,0,67271,亞泰金屬一
2022-08-25,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2022-08-26,0,0,0,0,0,0,7,6,1,1,67271,亞泰金屬一
2022-08-29,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-08-30,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2022-08-31,0,0,0,0,0,0,5,28,-23,-23,67271,亞泰金屬一
2022-09-02,0,0,0,0,0,0,12,17,-5,-5,67271,亞泰金屬一
2022-09-05,0,0,0,0,0,0,9,7,2,2,67271,亞泰金屬一
2022-09-06,0,0,0,0,0,0,1,11,-10,-10,67271,亞泰金屬一
2022-11-28,0,0,0,0,0,0,10,0,10,10,67271,亞泰金屬一
2022-12-02,0,0,0,0,0,0,0,5,-5,-5,67271,亞泰金屬一
2022-12-05,0,0,0,0,0,0,3,7,-4,-4,67271,亞泰金屬一
2022-12-08,0,0,0,0,0,0,2,9,-7,-7,67271,亞泰金屬一
2022-12-09,0,0,0,0,0,0,1,3,-2,-2,67271,亞泰金屬一
2022-12-12,0,0,0,0,0,0,13,20,-7,-7,67271,亞泰金屬一
2022-12-14,0,0,0,0,0,0,5,20,-15,-15,67271,亞泰金屬一
2022-12-15,0,0,0,0,0,0,0,20,-20,-20,67271,亞泰金屬一
2022-12-16,0,0,0,0,0,0,2,17,-15,-15,67271,亞泰金屬一
2022-12-19,0,0,0,0,0,0,0,10,-10,-10,67271,亞泰金屬一
2022-12-20,0,0,0,0,0,0,2,26,-24,-24,67271,亞泰金屬一
2022-12-23,0,0,0,0,0,0,5,10,-5,-5,67271,亞泰金屬一
2022-12-26,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2023-01-04,0,0,0,0,0,0,0,7,-7,-7,67271,亞泰金屬一
2023-01-05,0,0,0,0,0,0,3,38,-35,-35,67271,亞泰金屬一
2023-01-06,0,0,0,0,0,0,1,11,-10,-10,67271,亞泰金屬一
2023-01-09,0,0,0,0,0,0,9,37,-28,-28,67271,亞泰金屬一
2023-01-10,0,0,0,0,0,0,2,45,-43,-43,67271,亞泰金屬一
2023-01-11,0,0,0,0,0,0,0,13,-13,-13,67271,亞泰金屬一
2023-01-13,0,0,0,0,0,0,4,4,0,0,67271,亞泰金屬一
2023-01-16,0,0,0,0,0,0,20,20,0,0,67271,亞泰金屬一
2023-01-17,0,0,0,0,0,0,14,21,-7,-7,67271,亞泰金屬一
2023-02-01,0,0,0,0,0,0,0,6,-6,-6,67271,亞泰金屬一
2023-02-06,0,0,0,0,0,0,0,2,-2,-2,67271,亞泰金屬一
2023-02-08,0,0,0,0,0,0,3,16,-13,-13,67271,亞泰金屬一
2023-02-09,0,0,0,0,0,0,3,17,-14,-14,67271,亞泰金屬一
2023-02-10,0,0,0,0,0,0,0,2,-2,-2,67271,亞泰金屬一
2023-02-13,0,0,0,0,0,0,0,4,-4,-4,67271,亞泰金屬一
2023-02-14,0,0,0,0,0,0,0,7,-7,-7,67271,亞泰金屬一
2023-02-16,0,0,0,0,0,0,0,2,-2,-2,67271,亞泰金屬一
2023-02-17,0,0,0,0,0,0,0,6,-6,-6,67271,亞泰金屬一
2023-02-20,0,0,0,0,0,0,0,8,-8,-8,67271,亞泰金屬一
2023-02-21,0,0,0,0,0,0,0,20,-20,-20,67271,亞泰金屬一
2023-02-22,0,0,0,0,0,0,0,3,-3,-3,67271,亞泰金屬一
2023-02-23,0,0,0,0,0,0,10,64,-54,-54,67271,亞泰金屬一
2023-02-24,0,0,0,0,0,0,1,27,-26,-26,67271,亞泰金屬一
2023-03-01,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2023-03-02,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2023-03-03,0,0,0,0,0,0,0,6,-6,-6,67271,亞泰金屬一
2023-03-06,0,0,0,0,0,0,0,32,-32,-32,67271,亞泰金屬一
2023-03-07,0,0,0,0,0,0,0,7,-7,-7,67271,亞泰金屬一
2023-03-10,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2023-03-15,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2023-03-20,0,0,0,0,0,0,1,12,-11,-11,67271,亞泰金屬一
2023-03-21,0,0,0,0,0,0,1,26,-25,-25,67271,亞泰金屬一
2023-03-22,0,0,0,0,0,0,3,31,-28,-28,67271,亞泰金屬一
2023-03-23,0,0,0,0,0,0,0,2,-2,-2,67271,亞泰金屬一
2023-03-24,0,0,0,0,0,0,3,3,0,0,67271,亞泰金屬一
2023-03-27,0,0,0,0,0,0,0,2,-2,-2,67271,亞泰金屬一
2023-03-30,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2023-03-31,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2023-04-11,0,0,0,0,0,0,0,15,-15,-15,67271,亞泰金屬一
2023-04-13,0,0,0,0,0,0,1,0,1,1,67271,亞泰金屬一
2023-04-14,0,0,0,0,0,0,5,2,3,3,67271,亞泰金屬一
2023-04-17,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2023-04-28,0,0,0,0,0,0,4,20,-16,-16,67271,亞泰金屬一
2023-05-15,0,0,0,0,0,0,25,25,0,0,67271,亞泰金屬一
2023-05-16,0,0,0,0,0,0,1,1,0,0,67271,亞泰金屬一
2023-05-17,0,0,0,0,0,0,20,20,0,0,67271,亞泰金屬一
2023-05-18,0,0,0,0,0,0,7,0,7,7,67271,亞泰金屬一
2023-05-22,0,0,0,0,0,0,0,1,-1,-1,67271,亞泰金屬一
2023-05-24,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
2023-06-08,0,0,0,0,0,0,3,3,0,0,67271,亞泰金屬一
2023-07-03,0,0,0,0,0,0,0,3,-3,-3,67271,亞泰金屬一
2023-07-26,0,0,0,0,0,0,4,2,2,2,67271,亞泰金屬一
2023-07-28,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2023-09-06,0,0,0,0,0,0,10,10,0,0,67271,亞泰金屬一
2023-10-17,0,0,0,0,0,0,5,5,0,0,67271,亞泰金屬一
2023-10-18,0,0,0,0,0,0,2,2,0,0,67271,亞泰金屬一
