date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2021-11-08,4,0,4,0,0,0,33,0,33,37,31671,大量一
2021-11-09,30,0,30,0,0,0,20,49,-29,1,31671,大量一
2021-11-10,0,0,0,0,0,0,12,27,-15,-15,31671,大量一
2021-11-11,0,0,0,0,0,0,60,34,26,26,31671,大量一
2021-11-12,0,0,0,0,0,0,1,28,-27,-27,31671,大量一
2021-11-15,0,0,0,0,0,0,2330,0,2330,2330,31671,大量一
2021-11-16,0,0,0,0,0,0,345,19,326,326,31671,大量一
2021-11-17,0,0,0,0,0,0,91,59,32,32,31671,大量一
2021-11-18,30,0,30,0,0,0,139,8,131,161,31671,大量一
2021-11-19,0,0,0,0,0,0,43,14,29,29,31671,大量一
2021-11-22,0,0,0,0,0,0,30,9,21,21,31671,大量一
2021-11-23,0,0,0,0,0,0,17,10,7,7,31671,大量一
2021-11-24,0,0,0,0,0,0,39,24,15,15,31671,大量一
2021-11-25,0,0,0,0,0,0,11,10,1,1,31671,大量一
2021-11-26,0,0,0,0,0,0,105,25,80,80,31671,大量一
2021-11-29,0,0,0,0,0,0,12,13,-1,-1,31671,大量一
2021-11-30,0,0,0,0,0,0,27,32,-5,-5,31671,大量一
2021-12-01,0,0,0,0,0,0,40,40,0,0,31671,大量一
2021-12-02,0,0,0,0,0,0,29,21,8,8,31671,大量一
2021-12-06,0,0,0,0,0,0,20,18,2,2,31671,大量一
2021-12-07,0,0,0,0,0,0,53,53,0,0,31671,大量一
2021-12-08,0,0,0,0,0,0,20,20,0,0,31671,大量一
2021-12-09,0,0,0,0,0,0,25,10,15,15,31671,大量一
2021-12-10,0,0,0,0,0,0,15,15,0,0,31671,大量一
2021-12-13,0,0,0,0,0,0,33,18,15,15,31671,大量一
