date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2015-04-15,0,0,0,0,0,0,46,0,46,46,61825,合晶五
2015-04-16,0,120,-120,0,0,0,914,0,914,794,61825,合晶五
2015-04-17,0,0,0,0,0,0,160,55,105,105,61825,合晶五
2015-04-20,0,0,0,0,0,0,55,22,33,33,61825,合晶五
2015-04-21,0,0,0,0,0,0,50,34,16,16,61825,合晶五
2015-04-22,0,0,0,0,0,0,108,33,75,75,61825,合晶五
2015-04-23,0,300,-300,0,0,0,251,47,204,-96,61825,合晶五
2015-04-24,0,280,-280,0,0,0,69,10,59,-221,61825,合晶五
2015-04-27,0,0,0,0,0,0,60,0,60,60,61825,合晶五
2015-04-28,0,0,0,0,0,0,27,46,-19,-19,61825,合晶五
2015-04-29,0,0,0,0,0,0,213,20,193,193,61825,合晶五
2015-04-30,0,0,0,0,0,0,5,0,5,5,61825,合晶五
2015-05-04,0,0,0,0,0,0,42,19,23,23,61825,合晶五
2015-05-05,0,0,0,0,0,0,13,10,3,3,61825,合晶五
2015-05-06,0,10,-10,0,0,0,135,26,109,99,61825,合晶五
2015-05-07,0,0,0,0,0,0,7,0,7,7,61825,合晶五
2015-05-08,0,0,0,0,0,0,35,0,35,35,61825,合晶五
2015-05-11,0,20,-20,0,0,0,88,50,38,18,61825,合晶五
2015-05-12,0,0,0,0,0,0,5,0,5,5,61825,合晶五
2015-05-13,0,0,0,0,0,0,1,1,0,0,61825,合晶五
2015-05-18,0,0,0,0,0,0,45,6,39,39,61825,合晶五
2015-05-21,0,0,0,0,0,0,2,0,2,2,61825,合晶五
2015-05-22,0,0,0,0,0,0,104,7,97,97,61825,合晶五
2015-05-29,0,0,0,0,0,0,0,5,-5,-5,61825,合晶五
2015-06-09,0,0,0,0,0,0,90,0,90,90,61825,合晶五
2015-06-10,0,0,0,0,0,0,24,25,-1,-1,61825,合晶五
2015-06-18,0,0,0,0,0,0,10,10,0,0,61825,合晶五
2015-06-23,0,0,0,0,0,0,11,10,1,1,61825,合晶五
2015-06-30,0,0,0,0,0,0,1,1,0,0,61825,合晶五
2015-07-01,0,0,0,0,0,0,32,2,30,30,61825,合晶五
2015-07-03,0,0,0,0,0,0,1,0,1,1,61825,合晶五
2015-07-07,0,0,0,0,0,0,11,16,-5,-5,61825,合晶五
2015-07-09,0,0,0,0,0,0,13,13,0,0,61825,合晶五
2015-07-16,0,0,0,0,0,0,1,1,0,0,61825,合晶五
2015-07-21,0,0,0,0,0,0,3,0,3,3,61825,合晶五
2015-08-21,0,0,0,0,0,0,15,16,-1,-1,61825,合晶五
2015-08-24,0,0,0,0,0,0,8,1,7,7,61825,合晶五
2015-09-01,0,0,0,0,0,0,1,1,0,0,61825,合晶五
2015-09-04,0,0,0,0,0,0,80,80,0,0,61825,合晶五
2015-09-08,0,0,0,0,0,0,30,20,10,10,61825,合晶五
2015-09-09,0,0,0,0,0,0,76,20,56,56,61825,合晶五
2015-09-10,0,0,0,0,0,0,20,20,0,0,61825,合晶五
