date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2025-06-03,688,650,38,0,0,0,3894,1675,2219,2257,36534,健策四          
2025-06-04,1360,0,1360,0,0,0,827,85,742,2102,36534,健策四          
2025-06-05,941,0,941,0,0,0,63,273,-210,731,36534,健策四          
2025-06-06,0,0,0,0,0,0,260,341,-81,-81,36534,健策四          
2025-06-09,25,0,25,0,0,0,453,558,-105,-80,36534,健策四          
2025-06-10,1,0,1,0,0,0,11751,2616,9135,9136,36534,健策四          
2025-06-11,0,137,-137,0,0,0,3005,946,2059,1922,36534,健策四          
2025-06-12,0,1,-1,0,0,0,2218,503,1715,1714,36534,健策四          
2025-06-13,0,105,-105,0,0,0,248,652,-404,-509,36534,健策四          
2025-06-16,0,0,0,0,0,0,432,362,70,70,36534,健策四          
2025-06-17,0,1,-1,0,0,0,194,305,-111,-112,36534,健策四          
2025-06-18,0,0,0,0,0,0,437,371,66,66,36534,健策四          
2025-06-19,0,0,0,0,0,0,168,211,-43,-43,36534,健策四          
2025-06-20,0,0,0,0,0,0,500,268,232,232,36534,健策四          
2025-06-23,0,0,0,0,0,0,66,60,6,6,36534,健策四          
2025-06-24,0,0,0,0,0,0,166,172,-6,-6,36534,健策四          
2025-06-25,0,0,0,0,0,0,199,167,32,32,36534,健策四          
2025-06-26,0,0,0,0,0,0,76,86,-10,-10,36534,健策四          
2025-06-27,0,0,0,0,0,0,415,60,355,355,36534,健策四          
2025-06-30,20,0,20,0,0,0,519,287,232,252,36534,健策四          
2025-07-01,0,0,0,0,0,0,207,61,146,146,36534,健策四          
2025-07-02,0,0,0,0,0,0,89,94,-5,-5,36534,健策四          
2025-07-03,0,0,0,0,0,0,229,487,-258,-258,36534,健策四          
2025-07-04,0,0,0,0,0,0,227,109,118,118,36534,健策四          
2025-07-07,0,0,0,0,0,0,227,82,145,145,36534,健策四          
2025-07-08,0,0,0,0,0,0,60,46,14,14,36534,健策四          
2025-07-09,0,0,0,0,0,0,364,100,264,264,36534,健策四          
2025-07-10,0,0,0,0,0,0,412,134,278,278,36534,健策四          
2025-07-11,0,0,0,0,0,0,45,28,17,17,36534,健策四          
2025-07-14,0,0,0,0,0,0,253,128,125,125,36534,健策四          
2025-07-15,0,0,0,0,0,0,67,44,23,23,36534,健策四          
2025-07-16,0,0,0,0,0,0,194,415,-221,-221,36534,健策四          
2025-07-17,0,0,0,0,0,0,108,112,-4,-4,36534,健策四          
2025-07-18,0,0,0,0,0,0,218,303,-85,-85,36534,健策四          
2025-07-21,0,50,-50,0,0,0,613,78,535,485,36534,健策四          
2025-07-22,0,55,-55,0,0,0,312,106,206,151,36534,健策四          
2025-07-23,0,0,0,0,0,0,124,25,99,99,36534,健策四          
2025-07-24,0,0,0,0,0,0,125,233,-108,-108,36534,健策四          
2025-07-25,0,0,0,0,0,0,12,19,-7,-7,36534,健策四          
2025-07-28,0,0,0,0,0,0,49,57,-8,-8,36534,健策四          
2025-07-29,0,0,0,0,0,0,531,97,434,434,36534,健策四          
2025-07-30,0,0,0,0,0,0,238,61,177,177,36534,健策四          
2025-07-31,0,0,0,0,0,0,239,195,44,44,36534,健策四          
2025-08-01,0,0,0,0,0,0,319,215,104,104,36534,健策四          
2025-08-04,0,65,-65,0,0,0,926,180,746,681,36534,健策四          
2025-08-05,0,70,-70,0,0,0,464,90,374,304,36534,健策四          
2025-08-06,0,15,-15,0,0,0,77,29,48,33,36534,健策四          
2025-08-07,0,266,-266,0,0,0,344,765,-421,-687,36534,健策四          
2025-08-08,0,85,-85,0,0,0,193,190,3,-82,36534,健策四          
2025-08-11,0,0,0,0,0,0,142,100,42,42,36534,健策四          
2025-08-12,0,0,0,0,0,0,227,19,208,208,36534,健策四          
2025-08-13,0,0,0,0,0,0,302,111,191,191,36534,健策四          
2025-08-14,0,0,0,0,0,0,117,79,38,38,36534,健策四          
2025-08-15,0,0,0,0,0,0,49,42,7,7,36534,健策四          
2025-08-18,0,187,-187,0,0,0,334,288,46,-141,36534,健策四          
2025-08-19,0,250,-250,0,0,0,119,500,-381,-631,36534,健策四          
2025-08-20,0,50,-50,0,0,0,213,241,-28,-78,36534,健策四          
2025-08-21,0,126,-126,0,0,0,295,89,206,80,36534,健策四          
2025-08-22,0,101,-101,0,0,0,318,194,124,23,36534,健策四          
2025-08-25,0,50,-50,0,0,0,655,1149,-494,-544,36534,健策四          
2025-08-26,0,0,0,0,0,0,1230,2044,-814,-814,36534,健策四          
2025-08-27,0,1,-1,0,0,0,474,394,80,79,36534,健策四          
2025-08-28,0,0,0,0,0,0,280,253,27,27,36534,健策四          
2025-08-29,0,0,0,0,0,0,862,955,-93,-93,36534,健策四          
2025-09-01,0,0,0,0,0,0,738,1407,-669,-669,36534,健策四          
2025-09-02,0,0,0,0,0,0,260,138,122,122,36534,健策四          
2025-09-03,0,0,0,0,0,0,187,225,-38,-38,36534,健策四          
2025-09-04,0,0,0,0,0,0,265,756,-491,-491,36534,健策四          
2025-09-05,0,8,-8,0,0,0,537,463,74,66,36534,健策四          
2025-09-08,0,0,0,0,0,0,872,860,12,12,36534,健策四          
2025-09-09,0,0,0,0,0,0,263,307,-44,-44,36534,健策四          
2025-09-10,0,0,0,0,0,0,604,698,-94,-94,36534,健策四          
2025-09-11,0,0,0,0,0,0,640,746,-106,-106,36534,健策四          
2025-09-12,0,0,0,0,0,0,713,968,-255,-255,36534,健策四          
2025-09-15,0,0,0,0,0,0,118,178,-60,-60,36534,健策四          
2025-09-16,0,0,0,0,0,0,203,230,-27,-27,36534,健策四          
2025-09-17,0,0,0,0,0,0,106,160,-54,-54,36534,健策四          
2025-09-18,0,0,0,0,0,0,77,147,-70,-70,36534,健策四          
2025-09-19,0,0,0,0,0,0,38,145,-107,-107,36534,健策四          
2025-09-22,0,0,0,0,0,0,265,448,-183,-183,36534,健策四          
2025-09-23,0,0,0,0,0,0,135,129,6,6,36534,健策四          
2025-09-24,0,0,0,0,0,0,31,85,-54,-54,36534,健策四          
2025-09-25,0,0,0,0,0,0,552,559,-7,-7,36534,健策四          
2025-09-26,0,0,0,0,0,0,306,197,109,109,36534,健策四          
2025-09-30,0,0,0,0,0,0,128,253,-125,-125,36534,健策四          
2025-10-01,0,0,0,0,0,0,133,177,-44,-44,36534,健策四          
2025-10-02,0,0,0,0,0,0,107,69,38,38,36534,健策四          
2025-10-03,0,0,0,0,0,0,450,380,70,70,36534,健策四          
2025-10-07,0,0,0,0,0,0,24,34,-10,-10,36534,健策四          
2025-10-08,0,0,0,0,0,0,101,68,33,33,36534,健策四          
2025-10-09,0,0,0,0,0,0,177,17,160,160,36534,健策四          
2025-10-13,0,0,0,0,0,0,444,163,281,281,36534,健策四          
2025-10-14,0,0,0,0,0,0,120,34,86,86,36534,健策四          
2025-10-15,0,0,0,0,0,0,511,449,62,62,36534,健策四          
2025-10-16,0,0,0,0,0,0,597,704,-107,-107,36534,健策四          
2025-10-17,0,0,0,0,0,0,44,68,-24,-24,36534,健策四          
2025-10-20,0,0,0,0,0,0,253,472,-219,-219,36534,健策四          
2025-10-21,0,0,0,0,0,0,19,47,-28,-28,36534,健策四          
2025-10-22,0,0,0,0,0,0,4,18,-14,-14,36534,健策四          
2025-10-23,0,0,0,0,0,0,22,19,3,3,36534,健策四          
2025-10-27,0,0,0,0,0,0,224,261,-37,-37,36534,健策四          
2025-10-28,0,0,0,0,0,0,75,70,5,5,36534,健策四          
2025-10-29,0,0,0,0,0,0,68,93,-25,-25,36534,健策四          
2025-10-30,0,0,0,0,0,0,34,34,0,0,36534,健策四          
2025-10-31,0,0,0,0,0,0,8,14,-6,-6,36534,健策四          
2025-11-03,0,0,0,0,0,0,10,34,-24,-24,36534,健策四          
2025-11-04,0,0,0,0,0,0,149,201,-52,-52,36534,健策四          
2025-11-05,0,0,0,0,0,0,199,231,-32,-32,36534,健策四          
2025-11-06,0,0,0,0,0,0,186,188,-2,-2,36534,健策四          
2025-11-07,0,0,0,0,0,0,49,66,-17,-17,36534,健策四          
2025-11-10,0,0,0,0,0,0,309,153,156,156,36534,健策四          
2025-11-11,0,0,0,0,0,0,83,83,0,0,36534,健策四          
2025-11-12,0,0,0,0,0,0,226,159,67,67,36534,健策四          
2025-11-13,0,50,-50,0,170,-170,707,1101,-394,-614,36534,健策四          
2025-11-14,0,0,0,0,0,0,301,400,-99,-99,36534,健策四          
2025-11-17,0,0,0,0,0,0,109,102,7,7,36534,健策四          
2025-11-18,0,0,0,0,40,-40,101,99,2,-38,36534,健策四          
2025-11-19,0,0,0,0,35,-35,97,82,15,-20,36534,健策四          
2025-11-20,0,0,0,0,75,-75,398,573,-175,-250,36534,健策四          
2025-11-21,0,0,0,0,0,0,11,16,-5,-5,36534,健策四          
2025-11-24,0,50,-50,0,0,0,78,45,33,-17,36534,健策四          
2025-11-25,0,0,0,0,75,-75,13,7,6,-69,36534,健策四          
2025-11-26,0,0,0,0,45,-45,33,101,-68,-113,36534,健策四          
2025-11-27,0,0,0,0,20,-20,114,96,18,-2,36534,健策四          
2025-11-28,0,0,0,0,0,0,52,115,-63,-63,36534,健策四          
2025-12-01,0,0,0,0,0,0,21,13,8,8,36534,健策四          
2025-12-02,0,0,0,0,40,-40,68,103,-35,-75,36534,健策四          
2025-12-03,0,0,0,0,0,0,13,47,-34,-34,36534,健策四          
2025-12-04,0,0,0,0,40,-40,81,115,-34,-74,36534,健策四          
2025-12-05,0,0,0,0,0,0,61,323,-262,-262,36534,健策四          
2025-12-08,0,0,0,0,0,0,15,38,-23,-23,36534,健策四          
2025-12-09,0,0,0,0,0,0,33,33,0,0,36534,健策四          
2025-12-10,0,0,0,0,35,-35,48,21,27,-8,36534,健策四          
2025-12-11,0,0,0,0,30,-30,49,20,29,-1,36534,健策四          
2025-12-12,0,0,0,0,85,-85,62,21,41,-44,36534,健策四          
2025-12-15,0,0,0,0,0,0,1,12,-11,-11,36534,健策四          
2025-12-17,0,0,0,0,0,0,50,47,3,3,36534,健策四          
2025-12-18,0,0,0,0,0,0,51,22,29,29,36534,健策四          
2025-12-19,0,0,0,0,10,-10,0,10,-10,-20,36534,健策四          
2025-12-22,0,0,0,0,0,0,0,237,-237,-237,36534,健策四          
2025-12-23,0,0,0,0,0,0,0,69,-69,-69,36534,健策四          
