date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2017-03-02,0,183,-183,0,0,0,834,58,776,593,52551,美桀一
2017-03-03,0,75,-75,0,0,0,158,25,133,58,52551,美桀一
2017-03-06,0,20,-20,0,0,0,27,0,27,7,52551,美桀一
2017-03-07,0,20,-20,0,0,0,73,10,63,43,52551,美桀一
2017-03-08,0,0,0,0,0,0,49,40,9,9,52551,美桀一
2017-03-09,0,0,0,0,0,0,0,5,-5,-5,52551,美桀一
2017-03-10,0,0,0,0,0,0,32,4,28,28,52551,美桀一
2017-03-13,0,7,-7,0,0,0,13,6,7,0,52551,美桀一
2017-03-14,0,0,0,0,0,0,21,21,0,0,52551,美桀一
2017-03-15,0,0,0,0,0,0,35,30,5,5,52551,美桀一
2017-03-17,0,10,-10,0,0,0,310,292,18,8,52551,美桀一
2017-03-20,0,30,-30,0,0,0,86,46,40,10,52551,美桀一
2017-03-21,0,0,0,0,0,0,68,53,15,15,52551,美桀一
2017-03-22,0,0,0,0,0,0,29,29,0,0,52551,美桀一
2017-03-23,0,0,0,0,0,0,60,60,0,0,52551,美桀一
2017-03-24,0,20,-20,0,0,0,25,5,20,0,52551,美桀一
2017-03-27,0,0,0,0,0,0,20,20,0,0,52551,美桀一
2017-03-28,0,0,0,0,0,0,21,21,0,0,52551,美桀一
2017-03-29,0,0,0,0,0,0,15,10,5,5,52551,美桀一
2017-03-30,0,0,0,0,0,0,16,15,1,1,52551,美桀一
2017-04-07,0,0,0,0,0,0,21,17,4,4,52551,美桀一
2017-04-11,0,0,0,0,0,0,19,19,0,0,52551,美桀一
2017-04-12,0,0,0,0,0,0,11,11,0,0,52551,美桀一
2017-04-13,0,0,0,0,0,0,13,13,0,0,52551,美桀一
2017-04-14,0,0,0,0,0,0,4,4,0,0,52551,美桀一
2017-04-19,0,0,0,0,0,0,5,1,4,4,52551,美桀一
2017-04-20,0,0,0,0,0,0,12,12,0,0,52551,美桀一
2017-04-25,0,0,0,0,0,0,4,0,4,4,52551,美桀一
2017-05-08,0,0,0,0,0,0,12,11,1,1,52551,美桀一
2017-05-09,0,0,0,0,0,0,23,23,0,0,52551,美桀一
2017-05-12,0,0,0,0,0,0,46,36,10,10,52551,美桀一
2017-05-15,0,0,0,0,0,0,19,18,1,1,52551,美桀一
2017-05-18,0,0,0,0,0,0,30,28,2,2,52551,美桀一
2017-05-19,0,0,0,0,0,0,8,10,-2,-2,52551,美桀一
2017-05-22,0,0,0,0,0,0,5,10,-5,-5,52551,美桀一
2017-05-23,0,0,0,0,0,0,17,21,-4,-4,52551,美桀一
2017-05-24,0,0,0,0,0,0,10,10,0,0,52551,美桀一
2017-05-25,0,0,0,0,0,0,5,5,0,0,52551,美桀一
2017-06-15,0,0,0,0,0,0,2,2,0,0,52551,美桀一
2017-06-30,0,0,0,0,0,0,1,1,0,0,52551,美桀一
2017-07-19,0,0,0,0,0,0,6,8,-2,-2,52551,美桀一
