date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2024-10-14,0,0,0,0,0,0,12,0,12,12,99353,慶豐富三
2024-10-15,0,0,0,0,0,0,9,0,9,9,99353,慶豐富三
2024-10-18,0,0,0,0,0,0,0,10,-10,-10,99353,慶豐富三
2024-10-21,0,0,0,0,0,0,1345,0,1345,1345,99353,慶豐富三
2024-10-22,0,0,0,0,0,0,231,0,231,231,99353,慶豐富三
2024-10-23,0,0,0,0,0,0,10,35,-25,-25,99353,慶豐富三
2024-10-24,0,0,0,0,0,0,77,1,76,76,99353,慶豐富三
2024-10-28,0,0,0,0,0,0,3,20,-17,-17,99353,慶豐富三        
2024-10-29,0,0,0,0,0,0,7,17,-10,-10,99353,慶豐富三        
2024-10-30,0,0,0,0,0,0,0,7,-7,-7,99353,慶豐富三        
2024-11-08,0,0,0,0,0,0,0,28,-28,-28,99353,慶豐富三        
2024-11-11,0,0,0,0,0,0,1,5,-4,-4,99353,慶豐富三        
2024-11-12,0,0,0,0,0,0,48,0,48,48,99353,慶豐富三        
2024-11-18,0,0,0,0,0,0,5,5,0,0,99353,慶豐富三        
2024-11-29,0,0,0,0,0,0,0,3,-3,-3,99353,慶豐富三        
2024-12-02,0,0,0,0,0,0,0,2,-2,-2,99353,慶豐富三        
2024-12-03,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2024-12-06,0,0,0,0,0,0,0,5,-5,-5,99353,慶豐富三        
2024-12-09,0,0,0,0,0,0,10,0,10,10,99353,慶豐富三        
2024-12-12,0,0,0,0,0,0,1,0,1,1,99353,慶豐富三        
2024-12-13,0,0,0,0,0,0,3,2,1,1,99353,慶豐富三        
2024-12-20,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-01-02,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-01-06,0,0,0,0,0,0,0,6,-6,-6,99353,慶豐富三        
2025-01-07,0,0,0,0,0,0,2,4,-2,-2,99353,慶豐富三        
2025-01-08,0,0,0,0,0,0,2,0,2,2,99353,慶豐富三        
2025-01-10,0,0,0,0,0,0,3,0,3,3,99353,慶豐富三        
2025-01-14,0,0,0,0,0,0,1,17,-16,-16,99353,慶豐富三        
2025-01-15,0,0,0,0,0,0,51,0,51,51,99353,慶豐富三        
2025-01-16,0,0,0,0,0,0,2,0,2,2,99353,慶豐富三        
2025-01-17,0,0,0,0,0,0,1,11,-10,-10,99353,慶豐富三        
2025-01-20,0,0,0,0,0,0,0,9,-9,-9,99353,慶豐富三        
2025-01-21,0,0,0,0,0,0,0,31,-31,-31,99353,慶豐富三        
2025-01-22,0,0,0,0,0,0,0,24,-24,-24,99353,慶豐富三        
2025-02-03,0,0,0,0,0,0,10,31,-21,-21,99353,慶豐富三        
2025-02-04,0,0,0,0,0,0,6,14,-8,-8,99353,慶豐富三        
2025-02-05,0,0,0,0,0,0,2,7,-5,-5,99353,慶豐富三        
2025-02-06,0,0,0,0,0,0,18,33,-15,-15,99353,慶豐富三        
2025-02-07,0,0,0,0,0,0,117,49,68,68,99353,慶豐富三        
2025-02-10,0,0,0,0,0,0,140,32,108,108,99353,慶豐富三        
2025-02-21,0,0,0,0,0,0,18,0,18,18,99353,慶豐富三        
2025-02-24,0,0,0,0,0,0,2,2,0,0,99353,慶豐富三        
2025-02-25,0,0,0,0,0,0,6,1,5,5,99353,慶豐富三        
2025-02-26,0,0,0,0,0,0,30,6,24,24,99353,慶豐富三        
2025-03-03,0,0,0,0,0,0,20,38,-18,-18,99353,慶豐富三        
2025-03-04,0,0,0,0,0,0,1,6,-5,-5,99353,慶豐富三        
2025-03-05,0,0,0,0,0,0,11,0,11,11,99353,慶豐富三        
2025-03-07,0,0,0,0,0,0,9,0,9,9,99353,慶豐富三        
2025-03-12,0,0,0,0,0,0,3,0,3,3,99353,慶豐富三        
2025-03-19,0,0,0,0,0,0,4,0,4,4,99353,慶豐富三        
2025-03-21,0,0,0,0,0,0,1,0,1,1,99353,慶豐富三        
2025-03-24,0,0,0,0,0,0,5,0,5,5,99353,慶豐富三        
2025-03-27,0,0,0,0,0,0,1,0,1,1,99353,慶豐富三        
2025-04-14,0,0,0,0,0,0,0,2,-2,-2,99353,慶豐富三        
2025-04-21,0,0,0,0,0,0,0,2,-2,-2,99353,慶豐富三        
2025-04-22,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-04-23,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-06-18,0,0,0,0,0,0,7,5,2,2,99353,慶豐富三        
2025-06-20,0,0,0,0,0,0,11,1,10,10,99353,慶豐富三        
2025-06-24,0,0,0,0,0,0,10,0,10,10,99353,慶豐富三        
2025-06-25,0,0,0,0,0,0,3,0,3,3,99353,慶豐富三        
2025-06-26,0,0,0,0,0,0,10,0,10,10,99353,慶豐富三        
2025-07-01,0,0,0,0,0,0,8,9,-1,-1,99353,慶豐富三        
2025-07-03,0,0,0,0,0,0,20,20,0,0,99353,慶豐富三        
2025-07-10,0,0,0,0,0,0,1,3,-2,-2,99353,慶豐富三        
2025-07-16,0,0,0,0,0,0,0,3,-3,-3,99353,慶豐富三        
2025-07-17,0,0,0,0,0,0,0,5,-5,-5,99353,慶豐富三        
2025-08-12,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-09-10,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-09-22,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-09-24,0,0,0,0,0,0,2,0,2,2,99353,慶豐富三        
2025-09-25,0,0,0,0,0,0,7,1,6,6,99353,慶豐富三        
2025-09-26,0,0,0,0,0,0,1,1,0,0,99353,慶豐富三        
2025-10-02,0,0,0,0,0,0,1,1,0,0,99353,慶豐富三        
2025-10-03,0,0,0,0,0,0,10,0,10,10,99353,慶豐富三        
2025-10-14,0,0,0,0,0,0,2,2,0,0,99353,慶豐富三        
2025-10-21,0,0,0,0,0,0,1,2,-1,-1,99353,慶豐富三        
2025-10-23,0,0,0,0,0,0,3,1,2,2,99353,慶豐富三        
2025-11-04,0,0,0,0,0,0,13,18,-5,-5,99353,慶豐富三        
2025-11-06,0,0,0,0,0,0,5,6,-1,-1,99353,慶豐富三        
2025-11-14,0,0,0,0,0,0,10,0,10,10,99353,慶豐富三        
2025-11-19,0,0,0,0,0,0,9,0,9,9,99353,慶豐富三        
2025-11-25,0,0,0,0,0,0,0,32,-32,-32,99353,慶豐富三        
2025-11-27,0,0,0,0,0,0,1,10,-9,-9,99353,慶豐富三        
2025-11-28,0,0,0,0,0,0,0,20,-20,-20,99353,慶豐富三        
2025-12-01,0,0,0,0,0,0,0,2,-2,-2,99353,慶豐富三        
2025-12-04,0,0,0,0,0,0,4,0,4,4,99353,慶豐富三        
2025-12-10,0,0,0,0,0,0,5,0,5,5,99353,慶豐富三        
2025-12-12,0,0,0,0,0,0,10,0,10,10,99353,慶豐富三        
2025-12-15,0,0,0,0,0,0,15,0,15,15,99353,慶豐富三        
2025-12-16,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-12-17,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-12-18,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2025-12-19,0,0,0,0,0,0,75,15,60,60,99353,慶豐富三        
2025-12-22,0,0,0,0,0,0,15,0,15,15,99353,慶豐富三        
2025-12-24,0,0,0,0,0,0,40,0,40,40,99353,慶豐富三        
2025-12-26,0,0,0,0,0,0,0,16,-16,-16,99353,慶豐富三        
2025-12-29,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-01-14,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-01-15,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-01-16,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-01-20,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-01-23,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-01-28,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-03-09,0,0,0,0,0,0,6,2,4,4,99353,慶豐富三        
2026-03-10,0,0,0,0,0,0,2,1,1,1,99353,慶豐富三        
2026-03-12,0,0,0,0,0,0,2,4,-2,-2,99353,慶豐富三        
2026-03-16,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-04-10,0,0,0,0,0,0,0,3,-3,-3,99353,慶豐富三        
2026-04-17,0,0,0,0,0,0,4,4,0,0,99353,慶豐富三        
2026-04-30,0,0,0,0,0,0,0,1,-1,-1,99353,慶豐富三        
2026-05-12,0,0,0,0,0,0,5,0,5,5,99353,慶豐富三        
2026-05-15,0,0,0,0,0,0,0,5,-5,-5,99353,慶豐富三        
2026-05-20,0,0,0,0,0,0,16,3,13,13,99353,慶豐富三        
2026-05-21,0,0,0,0,0,0,32,0,32,32,99353,慶豐富三        
2026-05-22,0,0,0,0,0,0,2,0,2,2,99353,慶豐富三        
2026-06-23,0,0,0,0,0,0,2,0,2,2,99353,慶豐富三        
2026-06-29,0,0,0,0,0,0,3,0,3,3,99353,慶豐富三        
