date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2015-01-07,0,0,0,0,0,0,2,0,2,2,61341,萬旭一
2015-01-23,0,0,0,0,0,0,6,0,6,6,61341,萬旭一
2015-03-24,0,0,0,0,0,0,1,0,1,1,61341,萬旭一
2015-07-23,0,0,0,0,0,0,15,15,0,0,61341,萬旭一
2015-07-24,0,0,0,0,0,0,10,10,0,0,61341,萬旭一
2015-07-27,0,0,0,0,0,0,20,20,0,0,61341,萬旭一
2015-12-18,0,0,0,0,0,0,1,1,0,0,61341,萬旭一
2016-01-07,0,0,0,0,0,0,3,0,3,3,61341,萬旭一
2016-03-31,0,0,0,0,0,0,2,0,2,2,61341,萬旭一
2016-04-13,0,0,0,0,0,0,4,0,4,4,61341,萬旭一
2016-05-30,0,0,0,0,0,0,0,5,-5,-5,61341,萬旭一
2016-06-29,0,0,0,0,0,0,17,28,-11,-11,61341,萬旭一
2016-06-30,0,0,0,0,0,0,0,3,-3,-3,61341,萬旭一
2016-07-04,0,0,0,0,0,0,30,42,-12,-12,61341,萬旭一
2016-07-05,0,0,0,0,0,0,8,14,-6,-6,61341,萬旭一
2016-07-06,0,0,0,0,0,0,0,2,-2,-2,61341,萬旭一
2016-07-07,0,0,0,0,0,0,1,7,-6,-6,61341,萬旭一
2016-07-11,0,0,0,0,0,0,0,11,-11,-11,61341,萬旭一
2016-07-14,0,0,0,0,0,0,2,0,2,2,61341,萬旭一
2016-07-18,0,0,0,0,0,0,2,3,-1,-1,61341,萬旭一
2016-08-02,0,0,0,0,0,0,2,0,2,2,61341,萬旭一
2016-08-09,0,9,-9,0,0,0,9,0,9,0,61341,萬旭一
2016-08-12,0,9,-9,0,0,0,11,0,11,2,61341,萬旭一
2016-08-18,0,0,0,0,0,0,2,2,0,0,61341,萬旭一
2016-08-19,0,6,-6,0,0,0,25,17,8,2,61341,萬旭一
2016-08-22,0,0,0,0,0,0,0,1,-1,-1,61341,萬旭一
2016-08-23,0,6,-6,0,0,0,18,42,-24,-30,61341,萬旭一
2016-08-24,0,0,0,0,0,0,23,70,-47,-47,61341,萬旭一
2016-08-25,0,0,0,0,0,0,5,94,-89,-89,61341,萬旭一
2016-08-26,0,0,0,0,0,0,9,16,-7,-7,61341,萬旭一
2016-08-29,0,0,0,0,0,0,5,40,-35,-35,61341,萬旭一
2016-08-30,0,0,0,0,0,0,3,48,-45,-45,61341,萬旭一
2016-08-31,0,0,0,0,0,0,2,0,2,2,61341,萬旭一
2016-09-01,0,0,0,0,0,0,6,0,6,6,61341,萬旭一
2016-09-02,0,0,0,0,0,0,4,3,1,1,61341,萬旭一
2016-09-05,0,0,0,0,0,0,1,0,1,1,61341,萬旭一
2016-09-07,0,0,0,0,0,0,3,2,1,1,61341,萬旭一
2016-09-09,0,0,0,0,0,0,2,0,2,2,61341,萬旭一
2016-09-19,0,0,0,0,0,0,9,0,9,9,61341,萬旭一
2016-09-21,0,0,0,0,0,0,50,58,-8,-8,61341,萬旭一
2016-09-22,0,0,0,0,0,0,16,10,6,6,61341,萬旭一
2016-09-30,0,0,0,0,0,0,15,11,4,4,61341,萬旭一
2016-10-05,0,0,0,0,0,0,0,14,-14,-14,61341,萬旭一
2016-10-11,0,0,0,0,0,0,8,7,1,1,61341,萬旭一
2016-10-12,0,0,0,0,0,0,28,8,20,20,61341,萬旭一
2016-10-19,0,0,0,0,0,0,0,2,-2,-2,61341,萬旭一
2016-11-29,0,0,0,0,0,0,0,2,-2,-2,61341,萬旭一
2016-12-08,0,0,0,0,0,0,10,0,10,10,61341,萬旭一
2016-12-09,0,0,0,0,0,0,0,13,-13,-13,61341,萬旭一
2016-12-29,0,0,0,0,0,0,10,0,10,10,61341,萬旭一
2017-01-05,0,0,0,0,0,0,25,35,-10,-10,61341,萬旭一
2017-01-06,0,0,0,0,0,0,58,11,47,47,61341,萬旭一
2017-01-09,0,0,0,0,0,0,0,3,-3,-3,61341,萬旭一
2017-01-10,0,0,0,0,0,0,40,30,10,10,61341,萬旭一
2017-01-11,0,0,0,0,0,0,17,17,0,0,61341,萬旭一
2017-01-12,0,0,0,0,0,0,1,0,1,1,61341,萬旭一
2017-01-18,0,0,0,0,0,0,213,211,2,2,61341,萬旭一
2017-01-19,0,0,0,0,0,0,10,59,-49,-49,61341,萬旭一
2017-01-23,0,0,0,0,0,0,10,0,10,10,61341,萬旭一
2017-01-24,44,0,44,0,0,0,0,86,-86,-42,61341,萬旭一
