date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2023-03-13,50,170,-120,0,0,0,219,25,194,74,80705,長華五
2023-03-14,0,30,-30,0,0,0,130,28,102,72,80705,長華五
2023-03-15,0,0,0,0,0,0,157,6,151,151,80705,長華五
2023-03-16,0,20,-20,0,0,0,361,28,333,313,80705,長華五
2023-03-17,0,0,0,0,0,0,70,30,40,40,80705,長華五
2023-03-20,0,89,-89,0,0,0,4915,26,4889,4800,80705,長華五
2023-03-21,0,0,0,0,0,0,463,32,431,431,80705,長華五
2023-03-22,0,9,-9,0,0,0,315,9,306,297,80705,長華五
2023-03-23,0,80,-80,0,0,0,247,127,120,40,80705,長華五
2023-03-24,0,0,0,0,0,0,395,52,343,343,80705,長華五
2023-03-27,0,0,0,0,0,0,420,84,336,336,80705,長華五
2023-03-28,0,0,0,0,0,0,47,31,16,16,80705,長華五
2023-03-29,0,0,0,0,0,0,106,59,47,47,80705,長華五
2023-03-30,0,0,0,0,0,0,142,104,38,38,80705,長華五
2023-03-31,0,0,0,0,0,0,328,163,165,165,80705,長華五
2023-04-06,0,0,0,0,0,0,31,24,7,7,80705,長華五
2023-04-07,0,0,0,0,0,0,136,60,76,76,80705,長華五
2023-04-10,0,0,0,0,0,0,40,40,0,0,80705,長華五
2023-04-11,0,0,0,0,0,0,31,23,8,8,80705,長華五
2023-04-12,0,0,0,0,0,0,53,20,33,33,80705,長華五
2023-04-13,0,0,0,0,0,0,14,16,-2,-2,80705,長華五
2023-04-14,0,0,0,0,0,0,36,10,26,26,80705,長華五
2023-04-17,0,0,0,0,0,0,43,1,42,42,80705,長華五
2023-04-18,0,0,0,0,0,0,3,1,2,2,80705,長華五
2023-04-19,0,0,0,0,0,0,75,28,47,47,80705,長華五
2023-04-20,0,0,0,0,0,0,39,36,3,3,80705,長華五
2023-04-21,0,0,0,0,0,0,145,96,49,49,80705,長華五
2023-04-24,0,0,0,0,0,0,94,97,-3,-3,80705,長華五
2023-04-25,0,0,0,0,0,0,95,100,-5,-5,80705,長華五
2023-04-26,0,0,0,0,0,0,65,57,8,8,80705,長華五
2023-04-27,0,0,0,0,0,0,38,45,-7,-7,80705,長華五
2023-04-28,0,0,0,0,0,0,68,4,64,64,80705,長華五
2023-05-02,0,0,0,0,0,0,49,9,40,40,80705,長華五
2023-05-03,0,0,0,0,0,0,38,29,9,9,80705,長華五
2023-05-04,0,0,0,0,0,0,24,28,-4,-4,80705,長華五
2023-05-05,0,0,0,0,0,0,40,45,-5,-5,80705,長華五
2023-05-08,0,0,0,0,0,0,35,21,14,14,80705,長華五
2023-05-10,0,0,0,0,0,0,118,18,100,100,80705,長華五
2023-05-11,0,0,0,0,0,0,15,20,-5,-5,80705,長華五
2023-05-12,0,0,0,0,0,0,44,44,0,0,80705,長華五
2023-05-15,0,0,0,0,0,0,56,0,56,56,80705,長華五
2023-05-16,0,50,-50,0,0,0,113,15,98,48,80705,長華五
2023-05-17,0,0,0,0,0,0,98,20,78,78,80705,長華五
2023-05-18,0,0,0,0,0,0,36,16,20,20,80705,長華五
2023-05-19,0,0,0,0,0,0,23,22,1,1,80705,長華五
2023-05-22,0,0,0,0,0,0,72,12,60,60,80705,長華五
2023-05-23,0,0,0,0,0,0,8,12,-4,-4,80705,長華五
2023-05-24,0,0,0,0,0,0,17,33,-16,-16,80705,長華五
2023-05-25,0,0,0,0,0,0,22,22,0,0,80705,長華五
2023-05-26,0,0,0,0,0,0,27,26,1,1,80705,長華五
2023-05-29,0,0,0,0,0,0,36,29,7,7,80705,長華五
2023-05-30,0,0,0,0,0,0,14,12,2,2,80705,長華五
2023-05-31,0,0,0,0,0,0,8,8,0,0,80705,長華五
2023-06-02,0,0,0,0,0,0,47,6,41,41,80705,長華五
2023-06-05,0,0,0,0,0,0,80,70,10,10,80705,長華五
2023-06-06,0,0,0,0,0,0,21,12,9,9,80705,長華五
2023-06-07,0,0,0,0,0,0,1,3,-2,-2,80705,長華五
2023-06-08,0,0,0,0,0,0,10,8,2,2,80705,長華五
