date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2015-01-08,0,30,-30,0,0,0,30,0,30,0,35912,艾笛二
2015-01-09,0,29,-29,0,0,0,40,11,29,0,35912,艾笛二
2015-01-12,0,0,0,0,0,0,20,0,20,20,35912,艾笛二
2015-01-13,0,0,0,0,0,0,10,10,0,0,35912,艾笛二
2015-01-15,0,0,0,0,0,0,110,110,0,0,35912,艾笛二
2015-02-09,0,0,0,0,0,0,2,2,0,0,35912,艾笛二
2015-02-10,0,0,0,0,0,0,0,5,-5,-5,35912,艾笛二
2015-03-02,0,0,0,0,0,0,0,18,-18,-18,35912,艾笛二
2015-03-03,0,0,0,0,0,0,0,9,-9,-9,35912,艾笛二
2015-03-12,0,0,0,0,0,0,0,10,-10,-10,35912,艾笛二
2015-04-27,0,0,0,0,0,0,0,1,-1,-1,35912,艾笛二
2015-04-28,0,0,0,0,0,0,2,0,2,2,35912,艾笛二
2015-04-30,0,0,0,0,0,0,8,9,-1,-1,35912,艾笛二
2015-05-13,0,0,0,0,0,0,5,0,5,5,35912,艾笛二
2015-05-19,0,25,-25,0,0,0,35,10,25,0,35912,艾笛二
2015-05-26,0,18,-18,0,0,0,30,0,30,12,35912,艾笛二
2015-06-09,0,20,-20,0,0,0,0,0,0,-20,35912,艾笛二
2015-07-28,0,34,-34,0,0,0,34,0,34,0,35912,艾笛二
2015-07-31,0,90,-90,0,0,0,85,0,85,-5,35912,艾笛二
2015-08-03,0,0,0,0,0,0,1,0,1,1,35912,艾笛二
2015-08-05,0,60,-60,0,0,0,60,0,60,0,35912,艾笛二
2015-08-21,0,95,-95,0,0,0,80,0,80,-15,35912,艾笛二
2015-08-25,0,69,-69,0,0,0,49,0,49,-20,35912,艾笛二
2015-10-05,0,0,0,0,0,0,2,2,0,0,35912,艾笛二
2015-10-06,0,0,0,0,0,0,0,20,-20,-20,35912,艾笛二
2015-10-30,0,0,0,0,0,0,10,0,10,10,35912,艾笛二
2015-12-24,0,0,0,0,38,-38,0,0,0,-38,35912,艾笛二
2015-12-25,0,0,0,0,0,0,38,0,38,38,35912,艾笛二
2016-01-27,0,0,0,0,0,0,2,0,2,2,35912,艾笛二
