date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2019-12-04,2,390,-388,0,0,0,211,25,186,-202,16263,艾美特三KY
2019-12-05,0,0,0,0,0,0,38,20,18,18,16263,艾美特三KY
2019-12-06,30,0,30,0,0,0,0,0,0,30,16263,艾美特三KY
2019-12-09,0,0,0,0,0,0,0,10,-10,-10,16263,艾美特三KY
2019-12-10,0,0,0,0,0,0,0,6,-6,-6,16263,艾美特三KY
2019-12-11,0,15,-15,0,0,0,1142,0,1142,1127,16263,艾美特三KY
2019-12-12,0,30,-30,0,0,0,627,20,607,577,16263,艾美特三KY
2019-12-13,0,0,0,0,0,0,206,45,161,161,16263,艾美特三KY
2019-12-16,0,0,0,0,0,0,207,15,192,192,16263,艾美特三KY
2019-12-17,0,0,0,0,0,0,60,28,32,32,16263,艾美特三KY
2019-12-18,0,0,0,0,0,0,50,30,20,20,16263,艾美特三KY
2019-12-19,0,0,0,0,0,0,51,39,12,12,16263,艾美特三KY
2019-12-20,0,0,0,0,0,0,117,89,28,28,16263,艾美特三KY
2019-12-23,0,0,0,0,0,0,115,111,4,4,16263,艾美特三KY
2019-12-24,0,0,0,0,0,0,60,70,-10,-10,16263,艾美特三KY
2019-12-25,0,0,0,0,0,0,1,1,0,0,16263,艾美特三KY
2019-12-26,0,0,0,0,0,0,21,21,0,0,16263,艾美特三KY
2019-12-27,0,0,0,0,0,0,14,7,7,7,16263,艾美特三KY
2019-12-30,0,0,0,0,0,0,9,0,9,9,16263,艾美特三KY
2019-12-31,0,0,0,0,0,0,9,0,9,9,16263,艾美特三KY
2020-01-06,0,0,0,0,0,0,10,10,0,0,16263,艾美特三KY
2020-01-08,0,2,-2,0,0,0,27,10,17,15,16263,艾美特三KY
2020-01-10,0,0,0,0,0,0,6,6,0,0,16263,艾美特三KY
2020-01-13,0,40,-40,0,0,0,40,0,40,0,16263,艾美特三KY
2020-01-14,0,0,0,0,0,0,21,1,20,20,16263,艾美特三KY
2020-01-15,0,0,0,0,0,0,15,0,15,15,16263,艾美特三KY
2020-01-20,0,0,0,0,0,0,29,29,0,0,16263,艾美特三KY
2020-01-31,0,0,0,0,0,0,42,42,0,0,16263,艾美特三KY
2020-02-03,0,0,0,0,0,0,91,91,0,0,16263,艾美特三KY
2020-02-04,0,0,0,0,0,0,19,33,-14,-14,16263,艾美特三KY
2020-02-07,0,0,0,0,0,0,22,25,-3,-3,16263,艾美特三KY
2020-02-10,0,0,0,0,0,0,15,14,1,1,16263,艾美特三KY
2020-02-12,0,0,0,0,0,0,10,10,0,0,16263,艾美特三KY
2020-02-13,0,0,0,0,0,0,38,32,6,6,16263,艾美特三KY
2020-02-18,0,0,0,0,0,0,10,0,10,10,16263,艾美特三KY
2020-02-19,0,0,0,0,0,0,15,1,14,14,16263,艾美特三KY
2020-02-26,0,0,0,0,0,0,1,1,0,0,16263,艾美特三KY
2020-02-27,0,0,0,0,0,0,8,8,0,0,16263,艾美特三KY
2020-03-02,0,0,0,0,0,0,17,10,7,7,16263,艾美特三KY
2020-03-03,0,0,0,0,0,0,3,1,2,2,16263,艾美特三KY
2020-03-04,0,0,0,0,0,0,5,0,5,5,16263,艾美特三KY
2020-03-05,0,0,0,0,0,0,26,26,0,0,16263,艾美特三KY
2020-03-13,0,0,0,0,0,0,10,10,0,0,16263,艾美特三KY
2020-03-16,0,0,0,0,0,0,70,71,-1,-1,16263,艾美特三KY
2020-03-17,0,0,0,0,0,0,28,23,5,5,16263,艾美特三KY
2020-03-18,0,0,0,0,0,0,53,53,0,0,16263,艾美特三KY
2020-03-20,0,0,0,0,0,0,20,2,18,18,16263,艾美特三KY
2020-03-25,0,0,0,0,0,0,5,5,0,0,16263,艾美特三KY
