date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2015-02-09,0,95,-95,0,0,0,44,0,44,-51,26012,益航二
2015-02-10,0,0,0,0,0,0,18,1,17,17,26012,益航二
2015-02-11,0,0,0,0,0,0,1,0,1,1,26012,益航二
2015-04-23,0,0,0,0,0,0,3,3,0,0,26012,益航二
2015-05-14,0,0,0,0,0,0,5,5,0,0,26012,益航二
2015-06-09,0,0,0,0,0,0,3,0,3,3,26012,益航二
2015-06-24,0,0,0,0,0,0,29,0,29,29,26012,益航二
2015-10-22,0,0,0,0,0,0,50,50,0,0,26012,益航二
2015-11-02,0,0,0,0,0,0,30,30,0,0,26012,益航二
2015-11-03,0,0,0,0,0,0,50,50,0,0,26012,益航二
2016-09-13,0,0,0,0,0,0,24,0,24,24,26012,益航二
2016-09-21,0,0,0,0,0,0,0,10,-10,-10,26012,益航二
2016-09-30,0,150,-150,0,0,0,0,0,0,-150,26012,益航二
2016-12-01,0,0,0,0,0,0,0,29,-29,-29,26012,益航二
