date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2015-07-15,0,0,0,0,0,0,1143,43,1100,1100,17332,五鼎二
2015-07-16,0,0,0,0,0,0,15,10,5,5,17332,五鼎二
2015-07-17,0,0,0,0,0,0,9,2,7,7,17332,五鼎二
2015-07-20,0,0,0,0,0,0,59,24,35,35,17332,五鼎二
2015-07-21,0,0,0,0,0,0,36,17,19,19,17332,五鼎二
2015-07-22,0,0,0,0,0,0,0,39,-39,-39,17332,五鼎二
2015-07-23,0,0,0,0,0,0,1,25,-24,-24,17332,五鼎二
2015-07-24,0,0,0,0,0,0,3,25,-22,-22,17332,五鼎二
2015-07-27,0,0,0,0,0,0,0,30,-30,-30,17332,五鼎二
2015-07-28,0,0,0,0,0,0,3,2,1,1,17332,五鼎二
2015-07-29,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2015-07-30,0,0,0,0,0,0,31,31,0,0,17332,五鼎二
2015-08-10,0,0,0,0,0,0,20,1,19,19,17332,五鼎二
2015-08-11,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2015-08-17,0,5,-5,0,0,0,0,37,-37,-42,17332,五鼎二
2015-09-09,0,0,0,0,0,0,30,10,20,20,17332,五鼎二
2015-09-14,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2015-09-17,0,2,-2,0,0,0,17,5,12,10,17332,五鼎二
2015-09-18,0,43,-43,0,0,0,77,124,-47,-90,17332,五鼎二
2015-09-21,0,5,-5,0,0,0,96,21,75,70,17332,五鼎二
2015-09-22,0,0,0,0,0,0,54,56,-2,-2,17332,五鼎二
2015-09-23,0,0,0,0,0,0,0,1,-1,-1,17332,五鼎二
2015-09-25,0,0,0,0,0,0,0,2,-2,-2,17332,五鼎二
2015-09-30,0,0,0,0,0,0,72,52,20,20,17332,五鼎二
2015-10-01,0,31,-31,0,0,0,30,1,29,-2,17332,五鼎二
2015-10-02,0,34,-34,0,0,0,50,30,20,-14,17332,五鼎二
2015-10-05,0,0,0,0,0,0,221,235,-14,-14,17332,五鼎二
2015-10-06,0,0,0,0,0,0,31,20,11,11,17332,五鼎二
2015-10-07,0,0,0,0,0,0,21,21,0,0,17332,五鼎二
2015-10-08,0,0,0,0,0,0,35,35,0,0,17332,五鼎二
2015-10-13,0,0,0,0,30,-30,40,10,30,0,17332,五鼎二
2015-10-14,0,0,0,0,0,0,0,4,-4,-4,17332,五鼎二
2015-10-15,0,0,0,0,0,0,7,10,-3,-3,17332,五鼎二
2015-10-20,0,0,0,0,0,0,0,10,-10,-10,17332,五鼎二
2015-10-28,0,0,0,0,0,0,205,227,-22,-22,17332,五鼎二
2015-10-29,0,0,0,0,0,0,5,5,0,0,17332,五鼎二
2015-11-03,0,0,0,0,0,0,148,81,67,67,17332,五鼎二
2015-11-06,0,0,0,0,0,0,8,13,-5,-5,17332,五鼎二
2015-11-11,0,0,0,0,0,0,5,0,5,5,17332,五鼎二
2015-11-12,0,0,0,0,0,0,10,20,-10,-10,17332,五鼎二
2015-11-13,0,0,0,0,0,0,60,45,15,15,17332,五鼎二
2015-11-16,0,0,0,0,0,0,30,40,-10,-10,17332,五鼎二
2015-11-17,0,0,0,0,0,0,107,150,-43,-43,17332,五鼎二
2015-11-18,0,0,0,0,0,0,214,201,13,13,17332,五鼎二
2015-11-19,0,0,0,0,0,0,76,291,-215,-215,17332,五鼎二
2015-11-20,0,0,0,0,0,0,76,119,-43,-43,17332,五鼎二
2015-11-23,0,0,0,0,0,0,23,41,-18,-18,17332,五鼎二
2015-11-24,0,0,0,0,0,0,31,10,21,21,17332,五鼎二
2015-11-25,0,0,0,0,0,0,2,3,-1,-1,17332,五鼎二
2015-11-26,0,0,0,0,0,0,29,38,-9,-9,17332,五鼎二
2015-11-27,0,0,0,0,0,0,72,62,10,10,17332,五鼎二
2015-11-30,0,0,0,0,0,0,28,11,17,17,17332,五鼎二
2015-12-01,0,0,0,0,0,0,25,10,15,15,17332,五鼎二
2015-12-02,0,0,0,0,0,0,58,31,27,27,17332,五鼎二
2015-12-03,0,0,0,0,0,0,35,15,20,20,17332,五鼎二
2015-12-04,0,0,0,0,0,0,2,2,0,0,17332,五鼎二
2015-12-07,0,0,0,0,0,0,29,30,-1,-1,17332,五鼎二
2015-12-08,0,0,0,0,0,0,50,3,47,47,17332,五鼎二
2015-12-09,0,0,0,0,0,0,50,20,30,30,17332,五鼎二
2015-12-10,0,0,0,0,0,0,34,25,9,9,17332,五鼎二
2015-12-11,0,0,0,0,0,0,51,58,-7,-7,17332,五鼎二
2015-12-14,0,0,0,0,0,0,5,0,5,5,17332,五鼎二
2015-12-15,0,0,0,0,0,0,1,3,-2,-2,17332,五鼎二
2015-12-16,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2015-12-17,0,0,0,0,0,0,51,31,20,20,17332,五鼎二
2015-12-18,0,0,0,0,0,0,20,15,5,5,17332,五鼎二
2015-12-22,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2015-12-25,0,0,0,0,0,0,32,10,22,22,17332,五鼎二
2015-12-28,0,0,0,0,0,0,16,25,-9,-9,17332,五鼎二
2015-12-29,0,0,0,0,0,0,4,4,0,0,17332,五鼎二
2015-12-30,0,0,0,0,0,0,16,7,9,9,17332,五鼎二
2015-12-31,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-01-06,0,0,0,0,0,0,6,2,4,4,17332,五鼎二
2016-01-07,0,0,0,0,0,0,87,94,-7,-7,17332,五鼎二
2016-01-08,0,0,0,0,0,0,51,16,35,35,17332,五鼎二
2016-01-12,0,0,0,0,0,0,0,6,-6,-6,17332,五鼎二
2016-01-13,0,0,0,0,0,0,0,5,-5,-5,17332,五鼎二
2016-01-19,0,0,0,0,0,0,20,20,0,0,17332,五鼎二
2016-01-20,0,0,0,0,0,0,25,25,0,0,17332,五鼎二
2016-01-21,0,0,0,0,0,0,0,10,-10,-10,17332,五鼎二
2016-01-25,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-01-29,0,0,0,0,0,0,12,0,12,12,17332,五鼎二
2016-02-01,0,0,0,0,0,0,27,20,7,7,17332,五鼎二
2016-02-02,0,0,0,0,0,0,0,11,-11,-11,17332,五鼎二
2016-02-16,0,0,0,0,0,0,12,9,3,3,17332,五鼎二
2016-02-18,0,0,0,0,0,0,35,30,5,5,17332,五鼎二
2016-02-22,0,0,0,0,0,0,30,9,21,21,17332,五鼎二
2016-02-23,0,0,0,0,0,0,37,51,-14,-14,17332,五鼎二
2016-03-02,0,0,0,0,0,0,16,17,-1,-1,17332,五鼎二
2016-03-03,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-03-04,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-03-17,0,0,0,0,0,0,25,20,5,5,17332,五鼎二
2016-03-18,0,0,0,0,0,0,5,2,3,3,17332,五鼎二
2016-03-21,0,0,0,0,0,0,76,69,7,7,17332,五鼎二
2016-03-22,0,0,0,0,0,0,31,6,25,25,17332,五鼎二
2016-03-23,0,0,0,0,0,0,1,11,-10,-10,17332,五鼎二
2016-03-24,0,0,0,0,0,0,23,8,15,15,17332,五鼎二
2016-03-25,0,0,0,0,0,0,63,33,30,30,17332,五鼎二
2016-03-28,0,0,0,0,0,0,2,2,0,0,17332,五鼎二
2016-03-30,0,0,0,0,0,0,319,1,318,318,17332,五鼎二
2016-03-31,0,0,0,0,0,0,89,63,26,26,17332,五鼎二
2016-04-01,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-04-06,0,0,0,0,0,0,182,182,0,0,17332,五鼎二
2016-04-07,0,0,0,0,0,0,40,40,0,0,17332,五鼎二
2016-04-08,0,0,0,0,0,0,4,4,0,0,17332,五鼎二
2016-04-11,0,0,0,0,0,0,37,44,-7,-7,17332,五鼎二
2016-04-12,0,0,0,0,0,0,3,13,-10,-10,17332,五鼎二
2016-04-13,0,0,0,0,0,0,23,58,-35,-35,17332,五鼎二
2016-04-14,0,0,0,0,0,0,76,95,-19,-19,17332,五鼎二
2016-04-19,0,0,0,0,0,0,30,29,1,1,17332,五鼎二
2016-04-20,0,0,0,0,0,0,0,1,-1,-1,17332,五鼎二
2016-04-21,0,0,0,0,0,0,28,28,0,0,17332,五鼎二
2016-04-22,0,0,0,0,0,0,8,4,4,4,17332,五鼎二
2016-04-26,0,0,0,0,0,0,81,81,0,0,17332,五鼎二
2016-04-27,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-04-28,0,0,0,0,0,0,35,35,0,0,17332,五鼎二
2016-05-06,0,0,0,0,0,0,36,45,-9,-9,17332,五鼎二
2016-05-09,0,0,0,0,0,0,11,21,-10,-10,17332,五鼎二
2016-05-10,0,0,0,0,0,0,38,87,-49,-49,17332,五鼎二
2016-05-11,0,0,0,28,0,28,46,115,-69,-41,17332,五鼎二
2016-05-12,0,0,0,18,0,18,0,25,-25,-7,17332,五鼎二
2016-05-13,0,0,0,0,0,0,30,45,-15,-15,17332,五鼎二
2016-05-16,0,0,0,0,0,0,37,50,-13,-13,17332,五鼎二
2016-05-17,0,0,0,0,0,0,110,141,-31,-31,17332,五鼎二
2016-05-18,0,0,0,0,0,0,64,121,-57,-57,17332,五鼎二
2016-05-19,0,0,0,0,0,0,25,16,9,9,17332,五鼎二
2016-05-20,0,0,0,0,0,0,34,23,11,11,17332,五鼎二
2016-05-23,0,0,0,0,0,0,47,29,18,18,17332,五鼎二
2016-05-24,0,0,0,0,0,0,66,29,37,37,17332,五鼎二
2016-05-25,0,0,0,0,0,0,21,10,11,11,17332,五鼎二
2016-05-27,0,0,0,0,0,0,25,10,15,15,17332,五鼎二
2016-05-30,0,0,0,0,0,0,22,11,11,11,17332,五鼎二
2016-05-31,0,0,0,0,0,0,15,5,10,10,17332,五鼎二
2016-06-01,0,0,0,0,0,0,48,90,-42,-42,17332,五鼎二
2016-06-02,0,0,0,0,0,0,13,22,-9,-9,17332,五鼎二
2016-06-03,0,0,0,0,0,0,25,13,12,12,17332,五鼎二
2016-06-06,0,0,0,0,0,0,21,22,-1,-1,17332,五鼎二
2016-06-07,0,0,0,0,0,0,48,48,0,0,17332,五鼎二
2016-06-08,0,0,0,0,0,0,0,1,-1,-1,17332,五鼎二
2016-06-13,0,0,0,0,0,0,1,2,-1,-1,17332,五鼎二
2016-06-14,0,0,0,0,0,0,5,9,-4,-4,17332,五鼎二
2016-06-15,0,0,0,0,0,0,0,2,-2,-2,17332,五鼎二
2016-06-16,0,0,0,0,0,0,70,47,23,23,17332,五鼎二
2016-06-17,0,0,0,0,0,0,69,30,39,39,17332,五鼎二
2016-06-20,0,0,0,0,0,0,102,84,18,18,17332,五鼎二
2016-06-21,0,0,0,0,0,0,61,37,24,24,17332,五鼎二
2016-06-22,0,0,0,0,0,0,50,42,8,8,17332,五鼎二
2016-06-23,0,0,0,0,0,0,24,19,5,5,17332,五鼎二
2016-06-24,0,0,0,0,0,0,18,12,6,6,17332,五鼎二
2016-06-27,0,0,0,0,0,0,9,4,5,5,17332,五鼎二
2016-06-28,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-06-29,0,0,0,0,0,0,38,39,-1,-1,17332,五鼎二
2016-06-30,0,0,0,0,0,0,212,185,27,27,17332,五鼎二
2016-07-01,0,0,0,0,0,0,8,34,-26,-26,17332,五鼎二
2016-07-04,0,0,0,0,0,0,20,0,20,20,17332,五鼎二
2016-07-06,0,0,0,0,0,0,1,0,1,1,17332,五鼎二
2016-07-07,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-07-13,0,0,0,0,0,0,1,3,-2,-2,17332,五鼎二
2016-07-14,0,0,0,0,0,0,6,3,3,3,17332,五鼎二
2016-07-15,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-07-18,0,0,0,0,0,0,14,17,-3,-3,17332,五鼎二
2016-07-19,0,0,0,0,0,0,17,27,-10,-10,17332,五鼎二
2016-07-20,0,0,0,0,0,0,10,7,3,3,17332,五鼎二
2016-07-21,0,0,0,0,0,0,119,31,88,88,17332,五鼎二
2016-07-22,0,0,0,0,0,0,17,7,10,10,17332,五鼎二
2016-07-25,0,0,0,0,0,0,14,19,-5,-5,17332,五鼎二
2016-07-26,0,0,0,0,0,0,9,14,-5,-5,17332,五鼎二
2016-07-27,0,0,0,0,0,0,9,24,-15,-15,17332,五鼎二
2016-07-28,0,0,0,0,0,0,9,15,-6,-6,17332,五鼎二
2016-07-29,0,0,0,0,46,-46,18,14,4,-42,17332,五鼎二
2016-08-01,0,0,0,0,0,0,5,8,-3,-3,17332,五鼎二
2016-08-02,0,0,0,0,0,0,0,5,-5,-5,17332,五鼎二
2016-08-03,10,0,10,0,0,0,16,19,-3,7,17332,五鼎二
2016-08-04,5,0,5,0,0,0,7,18,-11,-6,17332,五鼎二
2016-08-05,0,0,0,0,0,0,2,1,1,1,17332,五鼎二
2016-08-09,0,0,0,0,0,0,26,119,-93,-93,17332,五鼎二
2016-08-10,0,0,0,0,0,0,0,66,-66,-66,17332,五鼎二
2016-08-11,0,0,0,0,0,0,12,15,-3,-3,17332,五鼎二
2016-08-12,0,0,0,0,0,0,5,36,-31,-31,17332,五鼎二
2016-08-15,0,0,0,0,0,0,14,16,-2,-2,17332,五鼎二
2016-08-16,0,0,0,0,0,0,5,5,0,0,17332,五鼎二
2016-08-17,0,0,0,0,0,0,16,64,-48,-48,17332,五鼎二
2016-08-18,0,0,0,0,0,0,0,55,-55,-55,17332,五鼎二
2016-08-19,0,0,0,0,0,0,3,17,-14,-14,17332,五鼎二
2016-08-22,0,0,0,0,0,0,0,144,-144,-144,17332,五鼎二
2016-08-23,0,0,0,0,0,0,0,50,-50,-50,17332,五鼎二
2016-08-24,0,4,-4,0,0,0,20,25,-5,-9,17332,五鼎二
2016-08-25,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-08-26,0,11,-11,0,0,0,27,10,17,6,17332,五鼎二
2016-08-29,0,0,0,0,0,0,24,0,24,24,17332,五鼎二
2016-08-30,0,0,0,0,0,0,2,2,0,0,17332,五鼎二
2016-08-31,0,0,0,0,0,0,2,1,1,1,17332,五鼎二
2016-09-01,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-09-05,0,0,0,0,0,0,2,10,-8,-8,17332,五鼎二
2016-09-14,0,0,0,0,0,0,3,0,3,3,17332,五鼎二
2016-09-19,0,0,0,0,0,0,12,55,-43,-43,17332,五鼎二
2016-09-20,0,0,0,0,0,0,33,36,-3,-3,17332,五鼎二
2016-09-22,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-09-26,0,0,0,0,0,0,6,5,1,1,17332,五鼎二
2016-09-29,0,0,0,0,0,0,34,30,4,4,17332,五鼎二
2016-10-04,0,0,0,0,0,0,2,0,2,2,17332,五鼎二
2016-10-05,0,0,0,0,0,0,1,0,1,1,17332,五鼎二
2016-10-17,0,0,0,0,0,0,13,13,0,0,17332,五鼎二
2016-10-25,0,0,0,0,0,0,26,26,0,0,17332,五鼎二
2016-10-27,0,0,0,0,0,0,4,3,1,1,17332,五鼎二
2016-11-10,0,0,0,0,0,0,3,0,3,3,17332,五鼎二
2016-11-11,0,0,0,0,0,0,4,14,-10,-10,17332,五鼎二
2016-11-30,0,0,0,0,0,0,19,1,18,18,17332,五鼎二
2016-12-01,0,0,0,0,0,0,1,2,-1,-1,17332,五鼎二
2016-12-02,0,0,0,0,0,0,3,0,3,3,17332,五鼎二
2016-12-06,0,0,0,0,0,0,0,1,-1,-1,17332,五鼎二
2016-12-08,0,0,0,0,0,0,41,5,36,36,17332,五鼎二
2016-12-19,0,0,0,0,0,0,1,1,0,0,17332,五鼎二
2016-12-23,0,0,0,0,0,0,16,5,11,11,17332,五鼎二
2016-12-26,0,0,0,0,0,0,1,0,1,1,17332,五鼎二
2016-12-27,0,0,0,0,0,0,2,1,1,1,17332,五鼎二
2017-01-10,0,0,0,0,0,0,8,9,-1,-1,17332,五鼎二
2017-01-11,0,0,0,0,0,0,10,0,10,10,17332,五鼎二
2017-01-12,0,0,0,0,0,0,10,0,10,10,17332,五鼎二
