date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2022-05-24,0,0,0,0,0,0,50,30,20,20,53513,鈺創三
2022-05-25,0,0,0,0,0,0,25,28,-3,-3,53513,鈺創三
2022-05-26,0,0,0,0,0,0,35,14,21,21,53513,鈺創三
2022-05-27,0,0,0,0,0,0,43,21,22,22,53513,鈺創三
2022-05-30,0,0,0,0,0,0,38,0,38,38,53513,鈺創三
2022-05-31,0,0,0,0,0,0,3999,5,3994,3994,53513,鈺創三
2022-06-01,0,0,0,0,0,0,212,10,202,202,53513,鈺創三
2022-06-02,50,0,50,0,0,0,66,161,-95,-45,53513,鈺創三
2022-06-06,0,0,0,0,0,0,221,32,189,189,53513,鈺創三
2022-06-07,0,0,0,0,0,0,15,0,15,15,53513,鈺創三
2022-06-08,0,0,0,0,0,0,104,5,99,99,53513,鈺創三
2022-06-09,0,0,0,0,0,0,17,37,-20,-20,53513,鈺創三
2022-06-10,0,0,0,0,0,0,155,113,42,42,53513,鈺創三
2022-06-13,0,0,0,0,0,0,131,11,120,120,53513,鈺創三
2022-06-14,0,0,0,0,0,0,210,144,66,66,53513,鈺創三
2022-06-15,0,0,0,0,0,0,0,1,-1,-1,53513,鈺創三
2022-06-16,0,0,0,0,0,0,200,204,-4,-4,53513,鈺創三
2022-06-17,0,0,0,0,0,0,21,29,-8,-8,53513,鈺創三
2022-06-20,0,0,0,0,0,0,6,10,-4,-4,53513,鈺創三
2022-06-21,0,0,0,0,0,0,48,6,42,42,53513,鈺創三
2022-06-22,0,0,0,0,0,0,18,4,14,14,53513,鈺創三
2022-06-23,0,0,0,0,0,0,150,151,-1,-1,53513,鈺創三
2022-06-24,0,0,0,0,0,0,16,1,15,15,53513,鈺創三
