date,Foreign_Investor_Buy,Foreign_Investor_Sell,Foreign_Investor_Overbuy,Investment_Trust_Buy,Investment_Trust_Sell,Investment_Trust_Overbuy,Dealer_self_Buy,Dealer_self_Sell,Dealer_self_Overbuy,Total_Overbuy,cb_id,cb_name
2020-07-22,0,58,-58,40,0,40,585,115,470,452,24723,立隆電三
2020-07-23,0,0,0,0,0,0,292,200,92,92,24723,立隆電三
2020-07-24,0,0,0,22,0,22,119,200,-81,-59,24723,立隆電三
2020-07-27,0,0,0,0,0,0,107,186,-79,-79,24723,立隆電三
2020-07-28,0,0,0,0,0,0,27,62,-35,-35,24723,立隆電三
2020-07-29,0,30,-30,0,0,0,1896,30,1866,1836,24723,立隆電三
2020-07-30,0,0,0,0,0,0,515,0,515,515,24723,立隆電三
2020-07-31,0,0,0,0,0,0,125,0,125,125,24723,立隆電三
2020-08-03,0,0,0,0,0,0,120,73,47,47,24723,立隆電三
2020-08-04,0,0,0,0,0,0,36,42,-6,-6,24723,立隆電三
2020-08-05,0,0,0,0,0,0,95,72,23,23,24723,立隆電三
2020-08-06,0,0,0,0,0,0,89,47,42,42,24723,立隆電三
2020-08-07,0,0,0,0,0,0,146,47,99,99,24723,立隆電三
2020-08-10,0,0,0,0,0,0,81,70,11,11,24723,立隆電三
2020-08-11,0,0,0,0,0,0,53,81,-28,-28,24723,立隆電三
2020-08-12,0,0,0,0,0,0,223,108,115,115,24723,立隆電三
2020-08-13,0,0,0,0,0,0,277,197,80,80,24723,立隆電三
2020-08-14,50,0,50,0,0,0,424,214,210,260,24723,立隆電三
2020-08-17,20,0,20,0,0,0,241,206,35,55,24723,立隆電三
2020-08-18,10,0,10,0,0,0,71,88,-17,-7,24723,立隆電三
2020-08-19,16,0,16,0,0,0,65,119,-54,-38,24723,立隆電三
2020-08-20,0,0,0,0,0,0,245,225,20,20,24723,立隆電三
2020-08-21,0,0,0,0,0,0,79,57,22,22,24723,立隆電三
2020-08-24,0,0,0,0,0,0,55,21,34,34,24723,立隆電三
2020-08-25,0,0,0,0,0,0,86,72,14,14,24723,立隆電三
2020-08-26,0,0,0,0,0,0,73,49,24,24,24723,立隆電三
2020-08-27,0,0,0,0,0,0,73,16,57,57,24723,立隆電三
2020-08-28,0,0,0,0,0,0,172,68,104,104,24723,立隆電三
2020-08-31,0,0,0,0,0,0,59,90,-31,-31,24723,立隆電三
2020-09-01,0,0,0,0,0,0,27,54,-27,-27,24723,立隆電三
2020-09-02,0,0,0,0,0,0,18,7,11,11,24723,立隆電三
2020-09-03,0,0,0,0,0,0,80,88,-8,-8,24723,立隆電三
2020-09-04,0,0,0,0,0,0,16,16,0,0,24723,立隆電三
2020-09-07,0,0,0,0,0,0,222,68,154,154,24723,立隆電三
2020-09-08,0,0,0,0,0,0,49,29,20,20,24723,立隆電三
2020-09-09,0,0,0,0,0,0,10,8,2,2,24723,立隆電三
2020-09-10,0,0,0,0,0,0,38,25,13,13,24723,立隆電三
2020-09-11,0,0,0,0,0,0,90,54,36,36,24723,立隆電三
2020-09-14,0,0,0,0,0,0,52,56,-4,-4,24723,立隆電三
2020-09-15,0,0,0,0,0,0,10,23,-13,-13,24723,立隆電三
2020-09-16,0,0,0,0,0,0,40,61,-21,-21,24723,立隆電三
2020-09-17,0,0,0,0,0,0,37,73,-36,-36,24723,立隆電三
2020-09-18,0,0,0,0,0,0,5,8,-3,-3,24723,立隆電三
2020-09-21,0,0,0,0,0,0,31,24,7,7,24723,立隆電三
2020-09-22,0,0,0,0,0,0,16,10,6,6,24723,立隆電三
2020-09-23,0,0,0,0,0,0,100,103,-3,-3,24723,立隆電三
2020-09-24,0,0,0,0,0,0,86,36,50,50,24723,立隆電三
2020-09-25,0,0,0,0,0,0,61,35,26,26,24723,立隆電三
2020-09-28,0,0,0,0,0,0,6,20,-14,-14,24723,立隆電三
2020-09-29,0,0,0,0,0,0,5,33,-28,-28,24723,立隆電三
2020-09-30,0,0,0,0,0,0,20,13,7,7,24723,立隆電三
2020-10-05,0,0,0,0,0,0,21,24,-3,-3,24723,立隆電三
2020-10-06,0,0,0,0,0,0,23,15,8,8,24723,立隆電三
2020-10-08,0,0,0,0,0,0,30,5,25,25,24723,立隆電三
2020-10-12,0,0,0,0,0,0,105,5,100,100,24723,立隆電三
2020-10-13,0,0,0,0,0,0,28,5,23,23,24723,立隆電三
2020-10-14,0,0,0,0,0,0,60,26,34,34,24723,立隆電三
2020-10-15,0,0,0,0,0,0,43,18,25,25,24723,立隆電三
2020-10-16,0,0,0,0,0,0,40,55,-15,-15,24723,立隆電三
2020-10-19,0,0,0,0,0,0,5,0,5,5,24723,立隆電三
2020-10-20,0,0,0,0,0,0,10,0,10,10,24723,立隆電三
2020-10-21,5,0,5,0,0,0,5,6,-1,4,24723,立隆電三
2020-10-22,10,0,10,0,0,0,10,20,-10,0,24723,立隆電三
2020-10-26,69,0,69,0,0,0,100,1,99,168,24723,立隆電三
2020-10-27,0,0,0,0,0,0,2,0,2,2,24723,立隆電三
2020-10-28,0,0,0,0,0,0,2,5,-3,-3,24723,立隆電三
2020-10-29,0,0,0,0,0,0,23,30,-7,-7,24723,立隆電三
2020-10-30,0,0,0,0,0,0,46,22,24,24,24723,立隆電三
2020-11-02,0,0,0,0,0,0,12,7,5,5,24723,立隆電三
2020-11-03,0,0,0,0,0,0,50,44,6,6,24723,立隆電三
2020-11-05,0,0,0,0,0,0,1,2,-1,-1,24723,立隆電三
2020-11-06,0,0,0,0,0,0,0,1,-1,-1,24723,立隆電三
2020-11-09,0,0,0,0,0,0,20,19,1,1,24723,立隆電三
2020-11-10,0,0,0,0,0,0,75,72,3,3,24723,立隆電三
2020-11-11,0,0,0,0,0,0,44,37,7,7,24723,立隆電三
2020-11-12,0,0,0,0,0,0,54,53,1,1,24723,立隆電三
2020-11-13,10,0,10,0,0,0,131,163,-32,-22,24723,立隆電三
2020-11-16,0,0,0,0,0,0,48,66,-18,-18,24723,立隆電三
2020-11-17,30,0,30,0,0,0,49,165,-116,-86,24723,立隆電三
2020-11-18,0,0,0,0,0,0,10,6,4,4,24723,立隆電三
2020-11-19,0,0,0,0,0,0,101,40,61,61,24723,立隆電三
2020-11-20,0,0,0,0,0,0,62,185,-123,-123,24723,立隆電三
2020-11-23,0,0,0,0,0,0,13,99,-86,-86,24723,立隆電三
2020-11-24,0,0,0,0,0,0,339,134,205,205,24723,立隆電三
2020-11-25,0,0,0,0,0,0,118,5,113,113,24723,立隆電三
2020-11-26,0,40,-40,0,0,0,44,0,44,4,24723,立隆電三
2020-11-27,0,0,0,0,0,0,27,2,25,25,24723,立隆電三
2020-11-30,0,0,0,0,0,0,17,44,-27,-27,24723,立隆電三
2020-12-01,0,0,0,0,0,0,25,0,25,25,24723,立隆電三
2020-12-02,0,0,0,0,0,0,0,7,-7,-7,24723,立隆電三
2020-12-03,0,0,0,0,0,0,2,32,-30,-30,24723,立隆電三
2020-12-04,0,0,0,0,0,0,6,41,-35,-35,24723,立隆電三
