date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",1625,3489974,6.2
2015-01-30,1-999,225,51726,0.09
2015-01-30,"10,001-15,000",111,1415959,2.51
2015-01-30,"100,001-200,000",24,3509932,6.23
2015-01-30,"15,001-20,000",64,1168025,2.07
2015-01-30,"20,001-30,000",63,1603042,2.84
2015-01-30,"200,001-400,000",5,1398025,2.48
2015-01-30,"30,001-40,000",31,1079241,1.91
2015-01-30,"40,001-50,000",21,979000,1.74
2015-01-30,"400,001-600,000",5,2573265,4.57
2015-01-30,"5,001-10,000",263,2138746,3.8
2015-01-30,"50,001-100,000",33,2417119,4.29
2015-01-30,"600,001-800,000",2,1370000,2.43
2015-01-30,"800,001-1,000,000",1,960000,1.7
2015-01-30,"more than 1,000,001",11,32096232,57.05
2015-01-30,total,2484,56250286,100.0
2015-02-26,"1,000-5,000",1639,3504468,6.23
2015-02-26,1-999,226,51342,0.09
2015-02-26,"10,001-15,000",105,1336848,2.37
2015-02-26,"100,001-200,000",24,3482932,6.19
2015-02-26,"15,001-20,000",67,1236025,2.19
2015-02-26,"20,001-30,000",65,1655419,2.94
2015-02-26,"200,001-400,000",5,1512025,2.68
2015-02-26,"30,001-40,000",35,1219864,2.16
2015-02-26,"40,001-50,000",15,701000,1.24
2015-02-26,"400,001-600,000",5,2477265,4.4
2015-02-26,"5,001-10,000",269,2169747,3.85
2015-02-26,"50,001-100,000",35,2476119,4.4
2015-02-26,"600,001-800,000",2,1371000,2.43
2015-02-26,"800,001-1,000,000",1,960000,1.7
2015-02-26,"more than 1,000,001",11,32096232,57.05
2015-02-26,total,2504,56250286,100.0
2015-03-31,"1,000-5,000",1590,3456457,6.14
2015-03-31,1-999,224,49069,0.08
2015-03-31,"10,001-15,000",106,1344429,2.38
2015-03-31,"100,001-200,000",22,3163932,5.62
2015-03-31,"15,001-20,000",69,1264025,2.24
2015-03-31,"20,001-30,000",62,1577178,2.8
2015-03-31,"200,001-400,000",6,1597025,2.83
2015-03-31,"30,001-40,000",31,1095100,1.94
2015-03-31,"40,001-50,000",17,779382,1.38
2015-03-31,"400,001-600,000",5,2572265,4.57
2015-03-31,"5,001-10,000",277,2254196,4.0
2015-03-31,"50,001-100,000",38,2663742,4.73
2015-03-31,"600,001-800,000",2,1371000,2.43
2015-03-31,"800,001-1,000,000",1,960000,1.7
2015-03-31,"more than 1,000,001",11,32111232,57.07
2015-03-31,total,2461,56259032,100.0
2015-04-30,"1,000-5,000",1564,3407074,6.05
2015-04-30,1-999,227,49430,0.08
