date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",601,1293478,2.46
2015-01-30,1-999,200,92061,0.17
2015-01-30,"10,001-15,000",38,489433,0.93
2015-01-30,"100,001-200,000",15,1992200,3.78
2015-01-30,"15,001-20,000",32,594000,1.12
2015-01-30,"20,001-30,000",26,658200,1.25
2015-01-30,"200,001-400,000",10,2877000,5.47
2015-01-30,"30,001-40,000",27,992200,1.88
2015-01-30,"40,001-50,000",10,456200,0.86
2015-01-30,"400,001-600,000",4,2210800,4.2
2015-01-30,"5,001-10,000",105,850802,1.61
2015-01-30,"50,001-100,000",21,1630011,3.1
2015-01-30,"600,001-800,000",0,0,0.0
2015-01-30,"800,001-1,000,000",4,3844800,7.31
2015-01-30,"more than 1,000,001",8,34596415,65.8
2015-01-30,total,1101,52577600,100.0
2015-02-26,"1,000-5,000",603,1277554,2.42
2015-02-26,1-999,203,93405,0.17
2015-02-26,"10,001-15,000",28,361400,0.68
2015-02-26,"100,001-200,000",12,1554800,2.95
2015-02-26,"15,001-20,000",39,724000,1.37
2015-02-26,"20,001-30,000",22,559000,1.06
2015-02-26,"200,001-400,000",12,3381800,6.43
2015-02-26,"30,001-40,000",33,1201633,2.28
2015-02-26,"40,001-50,000",11,508200,0.96
2015-02-26,"400,001-600,000",2,1052000,2.0
2015-02-26,"5,001-10,000",103,825002,1.56
2015-02-26,"50,001-100,000",23,1733191,3.29
2015-02-26,"600,001-800,000",0,0,0.0
2015-02-26,"800,001-1,000,000",5,4666200,8.87
2015-02-26,"more than 1,000,001",8,34639415,65.88
2015-02-26,total,1104,52577600,100.0
2015-03-31,"1,000-5,000",635,1315470,2.5
2015-03-31,1-999,216,91400,0.17
2015-03-31,"10,001-15,000",34,434000,0.82
2015-03-31,"100,001-200,000",11,1475800,2.8
2015-03-31,"15,001-20,000",29,535800,1.01
2015-03-31,"20,001-30,000",28,732700,1.39
2015-03-31,"200,001-400,000",12,3223800,6.13
2015-03-31,"30,001-40,000",29,1051200,1.99
2015-03-31,"40,001-50,000",11,511200,0.97
2015-03-31,"400,001-600,000",2,1052000,2.0
2015-03-31,"5,001-10,000",101,826015,1.57
2015-03-31,"50,001-100,000",27,2021600,3.84
2015-03-31,"600,001-800,000",0,0,0.0
2015-03-31,"800,001-1,000,000",5,4666200,8.87
2015-03-31,"more than 1,000,001",8,34640415,65.88
2015-03-31,total,1148,52577600,100.0
2015-04-30,"1,000-5,000",976,1831342,3.48
2015-04-30,1-999,211,82183,0.15
2015-04-30,"10,001-15,000",35,457000,0.86
2015-04-30,"100,001-200,000",15,2177060,4.14
