date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",1043,2350641,5.93
2015-01-30,1-999,164,25147,0.06
2015-01-30,"10,001-15,000",101,1241068,3.13
2015-01-30,"100,001-200,000",9,1185221,2.99
2015-01-30,"15,001-20,000",49,903000,2.27
2015-01-30,"20,001-30,000",60,1557281,3.93
2015-01-30,"200,001-400,000",3,929289,2.34
2015-01-30,"30,001-40,000",19,684191,1.72
2015-01-30,"40,001-50,000",15,684698,1.72
2015-01-30,"400,001-600,000",2,938318,2.36
2015-01-30,"5,001-10,000",202,1631589,4.11
2015-01-30,"50,001-100,000",36,2557179,6.45
2015-01-30,"600,001-800,000",0,0,0.0
2015-01-30,"800,001-1,000,000",1,878424,2.21
2015-01-30,"more than 1,000,001",10,24051292,60.7
2015-01-30,total,1714,39617338,100.0
2015-02-26,"1,000-5,000",1039,2343523,5.91
2015-02-26,1-999,164,25255,0.06
2015-02-26,"10,001-15,000",103,1262068,3.18
2015-02-26,"100,001-200,000",10,1268221,3.2
2015-02-26,"15,001-20,000",52,954000,2.4
2015-02-26,"20,001-30,000",57,1480281,3.73
2015-02-26,"200,001-400,000",3,929289,2.34
2015-02-26,"30,001-40,000",21,756191,1.9
2015-02-26,"40,001-50,000",15,686698,1.73
2015-02-26,"400,001-600,000",2,938318,2.36
2015-02-26,"5,001-10,000",193,1555599,3.92
2015-02-26,"50,001-100,000",35,2488179,6.28
2015-02-26,"600,001-800,000",0,0,0.0
2015-02-26,"800,001-1,000,000",1,878424,2.21
2015-02-26,"more than 1,000,001",10,24051292,60.7
2015-02-26,total,1705,39617338,100.0
2015-03-31,"1,000-5,000",1028,2297982,5.8
2015-03-31,1-999,177,26025,0.06
2015-03-31,"10,001-15,000",98,1201546,3.03
2015-03-31,"100,001-200,000",8,1026221,2.59
2015-03-31,"15,001-20,000",46,851917,2.15
2015-03-31,"20,001-30,000",60,1572248,3.96
2015-03-31,"200,001-400,000",3,929289,2.34
2015-03-31,"30,001-40,000",23,824473,2.08
2015-03-31,"40,001-50,000",13,590449,1.49
2015-03-31,"400,001-600,000",2,938318,2.36
2015-03-31,"5,001-10,000",190,1503975,3.79
2015-03-31,"50,001-100,000",41,2922179,7.37
2015-03-31,"600,001-800,000",0,0,0.0
2015-03-31,"800,001-1,000,000",1,878424,2.21
2015-03-31,"more than 1,000,001",10,24054292,60.71
2015-03-31,total,1700,39617338,100.0
2015-04-30,"1,000-5,000",1028,2253426,5.68
2015-04-30,1-999,191,28623,0.07
2015-04-30,"10,001-15,000",87,1086949,2.74
2015-04-30,"100,001-200,000",13,1865304,4.7
2015-04-30,"15,001-20,000",47,879542,2.22
2015-04-30,"20,001-30,000",63,1642373,4.14
2015-04-30,"200,001-400,000",3,929289,2.34
2015-04-30,"30,001-40,000",19,681506,1.72
