date,level,people,holding_shares,percent
2017-10-06,"1,000-5,000",669,1456619,3.66
2017-10-06,1-999,103,28705,0.07
2017-10-06,"10,001-15,000",39,500589,1.25
2017-10-06,"100,001-200,000",17,2242142,5.64
2017-10-06,"15,001-20,000",23,428914,1.07
2017-10-06,"20,001-30,000",19,476325,1.19
2017-10-06,"200,001-400,000",4,1054136,2.65
2017-10-06,"30,001-40,000",20,715779,1.8
2017-10-06,"40,001-50,000",15,688287,1.73
2017-10-06,"400,001-600,000",1,543000,1.36
2017-10-06,"5,001-10,000",155,1228266,3.08
2017-10-06,"50,001-100,000",24,1697490,4.27
2017-10-06,"600,001-800,000",2,1309974,3.29
2017-10-06,"800,001-1,000,000",0,0,0.0
2017-10-06,"more than 1,000,001",7,27379774,68.87
2017-10-06,total,1098,39750000,100.0
2017-10-13,"1,000-5,000",676,1469869,3.69
2017-10-13,1-999,100,26540,0.06
2017-10-13,"10,001-15,000",39,501589,1.26
2017-10-13,"100,001-200,000",18,2346404,5.9
2017-10-13,"15,001-20,000",24,448914,1.12
2017-10-13,"20,001-30,000",18,455325,1.14
2017-10-13,"200,001-400,000",4,1054136,2.65
2017-10-13,"30,001-40,000",20,714779,1.79
2017-10-13,"40,001-50,000",15,690287,1.73
2017-10-13,"400,001-600,000",1,543000,1.36
2017-10-13,"5,001-10,000",153,1213816,3.05
2017-10-13,"50,001-100,000",23,1593728,4.0
2017-10-13,"600,001-800,000",2,1307974,3.29
2017-10-13,"800,001-1,000,000",0,0,0.0
2017-10-13,"more than 1,000,001",7,27383639,68.88
2017-10-13,total,1100,39750000,100.0
2017-10-20,"1,000-5,000",667,1484352,3.73
2017-10-20,1-999,99,25840,0.06
2017-10-20,"10,001-15,000",39,505889,1.27
2017-10-20,"100,001-200,000",18,2357104,5.92
2017-10-20,"15,001-20,000",23,430914,1.08
2017-10-20,"20,001-30,000",18,455325,1.14
2017-10-20,"200,001-400,000",4,1054136,2.65
2017-10-20,"30,001-40,000",19,674029,1.69
2017-10-20,"40,001-50,000",15,690287,1.73
2017-10-20,"400,001-600,000",1,543000,1.36
2017-10-20,"5,001-10,000",156,1230416,3.09
2017-10-20,"50,001-100,000",23,1591728,4.0
2017-10-20,"600,001-800,000",2,1299092,3.26
2017-10-20,"800,001-1,000,000",0,0,0.0
2017-10-20,"more than 1,000,001",7,27407888,68.95
2017-10-20,total,1091,39750000,100.0
2017-11-03,"1,000-5,000",657,1452352,3.65
2017-11-03,1-999,98,24864,0.06
2017-11-03,"10,001-15,000",33,426889,1.07
2017-11-03,"100,001-200,000",18,2363104,5.94
2017-11-03,"15,001-20,000",22,411914,1.03
2017-11-03,"20,001-30,000",22,563325,1.41
2017-11-03,"200,001-400,000",4,1054136,2.65
2017-11-03,"30,001-40,000",15,534879,1.34
2017-11-03,"40,001-50,000",16,729287,1.83
2017-11-03,"400,001-600,000",1,543000,1.36
2017-11-03,"5,001-10,000",158,1255416,3.15
2017-11-03,"50,001-100,000",23,1589628,3.99
2017-11-03,"600,001-800,000",2,1295092,3.25
2017-11-03,"800,001-1,000,000",0,0,0.0
2017-11-03,"more than 1,000,001",7,27506114,69.19
2017-11-03,total,1076,39750000,100.0
2017-11-10,"1,000-5,000",656,1458352,3.66
2017-11-10,1-999,97,25362,0.06
2017-11-10,"10,001-15,000",39,499889,1.25
2017-11-10,"100,001-200,000",18,2364904,5.94
2017-11-10,"15,001-20,000",23,428914,1.07
2017-11-10,"20,001-30,000",21,551266,1.38
2017-11-10,"200,001-400,000",4,1054136,2.65
2017-11-10,"30,001-40,000",13,464023,1.16
2017-11-10,"40,001-50,000",18,818849,2.05
2017-11-10,"400,001-600,000",1,543000,1.36
2017-11-10,"5,001-10,000",151,1191319,2.99
2017-11-10,"50,001-100,000",22,1534628,3.86
2017-11-10,"600,001-800,000",2,1295092,3.25
2017-11-10,"800,001-1,000,000",0,0,0.0
2017-11-10,"more than 1,000,001",7,27520266,69.23
2017-11-10,total,1072,39750000,100.0
2017-11-17,"1,000-5,000",659,1479402,3.72
2017-11-17,1-999,98,26020,0.06
