date,level,people,holding_shares,percent
2016-10-21,"1,000-5,000",3219,5125479,4.93
2016-10-21,1-999,164,31690,0.03
2016-10-21,"10,001-15,000",100,1301887,1.25
2016-10-21,"100,001-200,000",68,9482664,9.13
2016-10-21,"15,001-20,000",46,834240,0.8
2016-10-21,"20,001-30,000",72,1824973,1.75
2016-10-21,"200,001-400,000",33,8859788,8.53
2016-10-21,"30,001-40,000",34,1186219,1.14
2016-10-21,"40,001-50,000",32,1466387,1.41
2016-10-21,"400,001-600,000",10,4765336,4.59
2016-10-21,"5,001-10,000",283,2190695,2.11
2016-10-21,"50,001-100,000",71,5023693,4.84
2016-10-21,"600,001-800,000",11,7982947,7.69
2016-10-21,"800,001-1,000,000",3,2508724,2.41
2016-10-21,"more than 1,000,001",10,51179220,49.32
2016-10-21,total,4156,103763942,100.0
2016-10-28,"1,000-5,000",2934,4972025,4.79
2016-10-28,1-999,176,33630,0.03
2016-10-28,"10,001-15,000",98,1263286,1.21
2016-10-28,"100,001-200,000",70,9696896,9.34
2016-10-28,"15,001-20,000",49,896920,0.86
2016-10-28,"20,001-30,000",63,1588575,1.53
2016-10-28,"200,001-400,000",34,9274788,8.93
2016-10-28,"30,001-40,000",38,1341219,1.29
2016-10-28,"40,001-50,000",32,1455699,1.4
2016-10-28,"400,001-600,000",10,4822336,4.64
2016-10-28,"5,001-10,000",272,2068528,1.99
2016-10-28,"50,001-100,000",65,4578149,4.41
2016-10-28,"600,001-800,000",11,8083947,7.79
2016-10-28,"800,001-1,000,000",3,2510724,2.41
2016-10-28,"more than 1,000,001",10,51177220,49.32
2016-10-28,total,3865,103763942,100.0
2016-11-04,"1,000-5,000",2801,4829999,4.65
2016-11-04,1-999,180,34156,0.03
2016-11-04,"10,001-15,000",106,1368340,1.31
2016-11-04,"100,001-200,000",71,9788896,9.43
2016-11-04,"15,001-20,000",47,856727,0.82
2016-11-04,"20,001-30,000",66,1653293,1.59
2016-11-04,"200,001-400,000",31,8398138,8.09
2016-11-04,"30,001-40,000",35,1235219,1.19
2016-11-04,"40,001-50,000",30,1361766,1.31
2016-11-04,"400,001-600,000",9,4239336,4.08
2016-11-04,"5,001-10,000",266,2009846,1.93
2016-11-04,"50,001-100,000",66,4513685,4.34
2016-11-04,"600,001-800,000",13,9408597,9.06
2016-11-04,"800,001-1,000,000",3,2510724,2.41
2016-11-04,"more than 1,000,001",10,51555220,49.68
2016-11-04,total,3734,103763942,100.0
2016-11-11,"1,000-5,000",2838,4862036,4.68
2016-11-11,1-999,177,34246,0.03
2016-11-11,"10,001-15,000",97,1254840,1.2
2016-11-11,"100,001-200,000",70,9673896,9.32
2016-11-11,"15,001-20,000",46,832227,0.8
2016-11-11,"20,001-30,000",69,1717327,1.65
2016-11-11,"200,001-400,000",31,8411138,8.1
2016-11-11,"30,001-40,000",34,1201357,1.15
2016-11-11,"40,001-50,000",32,1458073,1.4
2016-11-11,"400,001-600,000",9,4239336,4.08
2016-11-11,"5,001-10,000",267,2052244,1.97
2016-11-11,"50,001-100,000",64,4520681,4.35
2016-11-11,"600,001-800,000",10,7221819,6.95
2016-11-11,"800,001-1,000,000",4,3366502,3.24
2016-11-11,"more than 1,000,001",11,52918220,50.99
2016-11-11,total,3759,103763942,100.0
2016-11-18,"1,000-5,000",2802,4798251,4.62
2016-11-18,1-999,175,34425,0.03
2016-11-18,"10,001-15,000",96,1236217,1.19
2016-11-18,"100,001-200,000",71,9783494,9.42
2016-11-18,"15,001-20,000",49,895227,0.86
2016-11-18,"20,001-30,000",71,1776741,1.71
2016-11-18,"200,001-400,000",31,8457138,8.15
2016-11-18,"30,001-40,000",32,1123347,1.08
2016-11-18,"40,001-50,000",30,1370275,1.32
