date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",978,1978791,6.22
2015-01-30,1-999,3856,16885,0.05
2015-01-30,"10,001-15,000",54,710583,2.23
2015-01-30,"100,001-200,000",22,3060487,9.63
2015-01-30,"15,001-20,000",44,824000,2.59
2015-01-30,"20,001-30,000",40,1091000,3.43
2015-01-30,"200,001-400,000",12,3512720,11.05
2015-01-30,"30,001-40,000",18,630831,1.98
2015-01-30,"40,001-50,000",13,587925,1.85
2015-01-30,"400,001-600,000",5,2392430,7.53
2015-01-30,"5,001-10,000",177,1495000,4.7
2015-01-30,"50,001-100,000",34,2362795,7.43
2015-01-30,"600,001-800,000",2,1484000,4.67
2015-01-30,"800,001-1,000,000",1,1000000,3.14
2015-01-30,"more than 1,000,001",5,10621603,33.43
2015-01-30,total,5261,31769050,100.0
2015-02-26,"1,000-5,000",915,1878395,5.91
2015-02-26,1-999,4382,20301,0.06
2015-02-26,"10,001-15,000",61,807583,2.54
2015-02-26,"100,001-200,000",19,2701475,8.5
2015-02-26,"15,001-20,000",34,637000,2.0
2015-02-26,"20,001-30,000",28,768000,2.41
2015-02-26,"200,001-400,000",10,2855037,8.98
2015-02-26,"30,001-40,000",23,812261,2.55
2015-02-26,"40,001-50,000",12,542925,1.7
2015-02-26,"400,001-600,000",1,536489,1.68
2015-02-26,"5,001-10,000",154,1309001,4.12
2015-02-26,"50,001-100,000",33,2299980,7.23
2015-02-26,"600,001-800,000",4,2815000,8.86
2015-02-26,"800,001-1,000,000",2,1832000,5.76
2015-02-26,"more than 1,000,001",5,11953603,37.62
2015-02-26,total,5683,31769050,100.0
2015-03-31,"1,000-5,000",824,1695609,5.33
2015-03-31,1-999,4859,21226,0.06
2015-03-31,"10,001-15,000",39,516745,1.62
2015-03-31,"100,001-200,000",14,1931822,6.08
2015-03-31,"15,001-20,000",30,554000,1.74
2015-03-31,"20,001-30,000",41,1100000,3.46
2015-03-31,"200,001-400,000",13,3647000,11.47
2015-03-31,"30,001-40,000",20,703721,2.21
2015-03-31,"40,001-50,000",9,406925,1.28
2015-03-31,"400,001-600,000",3,1382804,4.35
2015-03-31,"5,001-10,000",149,1269445,3.99
2015-03-31,"50,001-100,000",38,2714150,8.54
2015-03-31,"600,001-800,000",4,2834000,8.92
2015-03-31,"800,001-1,000,000",2,1810000,5.69
2015-03-31,"more than 1,000,001",5,11181603,35.19
2015-03-31,total,6050,31769050,100.0
2015-04-30,"1,000-5,000",862,1797609,5.65
2015-04-30,1-999,5309,20829,0.06
2015-04-30,"10,001-15,000",53,703745,2.21
2015-04-30,"100,001-200,000",13,1959822,6.16
2015-04-30,"15,001-20,000",37,685000,2.15
2015-04-30,"20,001-30,000",44,1183000,3.72
2015-04-30,"200,001-400,000",11,3346000,10.53
2015-04-30,"30,001-40,000",26,936721,2.94
2015-04-30,"40,001-50,000",19,877925,2.76
2015-04-30,"400,001-600,000",6,3201804,10.07
2015-04-30,"5,001-10,000",166,1385445,4.36
