date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",22483,50036549,9.36
2015-01-30,1-999,13739,3365585,0.63
2015-01-30,"10,001-15,000",2316,26816982,5.02
2015-01-30,"100,001-200,000",208,28094095,5.26
2015-01-30,"15,001-20,000",1008,18181070,3.4
2015-01-30,"20,001-30,000",1033,24854459,4.65
2015-01-30,"200,001-400,000",96,26760712,5.01
2015-01-30,"30,001-40,000",440,15111290,2.82
2015-01-30,"40,001-50,000",275,12595256,2.35
2015-01-30,"400,001-600,000",22,10447317,1.95
2015-01-30,"5,001-10,000",5589,40310973,7.54
2015-01-30,"50,001-100,000",494,34811434,6.51
2015-01-30,"600,001-800,000",23,15590281,2.91
2015-01-30,"800,001-1,000,000",11,10052953,1.88
2015-01-30,"more than 1,000,001",52,217068941,40.64
2015-01-30,total,47789,534097897,100.0
2015-02-26,"1,000-5,000",22403,49765965,9.31
2015-02-26,1-999,13707,3354275,0.62
2015-02-26,"10,001-15,000",2311,26800424,5.01
2015-02-26,"100,001-200,000",205,27658721,5.17
2015-02-26,"15,001-20,000",998,17993910,3.36
2015-02-26,"20,001-30,000",1016,24427359,4.57
2015-02-26,"200,001-400,000",100,27949159,5.23
2015-02-26,"30,001-40,000",455,15671288,2.93
2015-02-26,"40,001-50,000",269,12289187,2.3
2015-02-26,"400,001-600,000",23,10948850,2.04
2015-02-26,"5,001-10,000",5557,40075247,7.5
2015-02-26,"50,001-100,000",488,34383468,6.43
2015-02-26,"600,001-800,000",21,14095127,2.63
2015-02-26,"800,001-1,000,000",10,9121461,1.7
2015-02-26,"more than 1,000,001",54,219563456,41.1
2015-02-26,total,47617,534097897,100.0
2015-03-31,"1,000-5,000",22585,50385437,9.43
2015-03-31,1-999,15980,3337248,0.62
2015-03-31,"10,001-15,000",2304,26722302,5.0
2015-03-31,"100,001-200,000",205,27657679,5.17
2015-03-31,"15,001-20,000",1010,18276453,3.42
2015-03-31,"20,001-30,000",1061,25578032,4.78
2015-03-31,"200,001-400,000",109,29957054,5.6
2015-03-31,"30,001-40,000",457,15806988,2.95
2015-03-31,"40,001-50,000",285,13026684,2.43
2015-03-31,"400,001-600,000",23,10874850,2.03
2015-03-31,"5,001-10,000",5647,40967804,7.66
2015-03-31,"50,001-100,000",491,34760789,6.5
2015-03-31,"600,001-800,000",22,14703206,2.75
2015-03-31,"800,001-1,000,000",9,8147935,1.52
2015-03-31,"more than 1,000,001",52,213935436,40.05
2015-03-31,total,50240,534137897,100.0
2015-04-30,"1,000-5,000",22933,51415911,9.61
2015-04-30,1-999,16949,3319554,0.62
2015-04-30,"10,001-15,000",2324,27008269,5.05
2015-04-30,"100,001-200,000",209,28297482,5.29
2015-04-30,"15,001-20,000",1077,19576175,3.66
2015-04-30,"20,001-30,000",1113,26958962,5.04
2015-04-30,"200,001-400,000",111,30292342,5.66
2015-04-30,"30,001-40,000",482,16694180,3.12
2015-04-30,"40,001-50,000",316,14486149,2.7
2015-04-30,"400,001-600,000",31,14644767,2.73
2015-04-30,"5,001-10,000",5769,42053784,7.86
2015-04-30,"50,001-100,000",501,35501191,6.63
2015-04-30,"600,001-800,000",20,13401262,2.5
2015-04-30,"800,001-1,000,000",10,9188427,1.71
2015-04-30,"more than 1,000,001",52,201932442,37.76
2015-04-30,total,51897,534770897,100.0
2015-05-08,"1,000-5,000",22910,51349638,9.6
2015-05-08,1-999,16944,3316172,0.62
2015-05-08,"10,001-15,000",2334,27144810,5.07
2015-05-08,"100,001-200,000",211,28577946,5.34
2015-05-08,"15,001-20,000",1079,19628438,3.67
2015-05-08,"20,001-30,000",1121,27186629,5.08
2015-05-08,"200,001-400,000",112,30948878,5.78
2015-05-08,"30,001-40,000",474,16423554,3.07
2015-05-08,"40,001-50,000",321,14692150,2.74
2015-05-08,"400,001-600,000",30,14274767,2.66
2015-05-08,"5,001-10,000",5763,42043986,7.86
2015-05-08,"50,001-100,000",502,35368798,6.61
2015-05-08,"600,001-800,000",20,13452262,2.51
2015-05-08,"800,001-1,000,000",11,10008427,1.87
2015-05-08,"more than 1,000,001",51,200354442,37.46
2015-05-08,total,51883,534770897,100.0
2015-05-15,"1,000-5,000",22856,51272370,9.58
2015-05-15,1-999,16961,3307619,0.61
2015-05-15,"10,001-15,000",2335,27154323,5.07
2015-05-15,"100,001-200,000",212,28831231,5.39
2015-05-15,"15,001-20,000",1082,19670009,3.67
2015-05-15,"20,001-30,000",1125,27257891,5.09
2015-05-15,"200,001-400,000",113,31432884,5.87
2015-05-15,"30,001-40,000",477,16521768,3.08
2015-05-15,"40,001-50,000",321,14680365,2.74
2015-05-15,"400,001-600,000",31,14810834,2.76
2015-05-15,"5,001-10,000",5784,42169318,7.88
2015-05-15,"50,001-100,000",509,35682191,6.67
2015-05-15,"600,001-800,000",19,12733375,2.38
2015-05-15,"800,001-1,000,000",11,9798427,1.83
2015-05-15,"more than 1,000,001",51,199448292,37.29
2015-05-15,total,51887,534770897,100.0
2015-05-22,"1,000-5,000",22840,51275583,9.58
2015-05-22,1-999,17071,3305601,0.61
2015-05-22,"10,001-15,000",2350,27350061,5.11
2015-05-22,"100,001-200,000",213,29003229,5.42
2015-05-22,"15,001-20,000",1090,19821046,3.7
2015-05-22,"20,001-30,000",1125,27250174,5.09
2015-05-22,"200,001-400,000",115,31868874,5.95
2015-05-22,"30,001-40,000",486,16846229,3.15
2015-05-22,"40,001-50,000",316,14469971,2.7
2015-05-22,"400,001-600,000",31,14865186,2.77
2015-05-22,"5,001-10,000",5772,42049971,7.86
2015-05-22,"50,001-100,000",510,35754477,6.68
2015-05-22,"600,001-800,000",19,12702375,2.37
2015-05-22,"800,001-1,000,000",12,10661427,1.99
2015-05-22,"more than 1,000,001",51,197546693,36.94
2015-05-22,total,52001,534770897,100.0
2015-05-29,"1,000-5,000",22819,51187211,9.57
2015-05-29,1-999,17051,3298998,0.61
2015-05-29,"10,001-15,000",2343,27259453,5.09
2015-05-29,"100,001-200,000",215,29251478,5.46
2015-05-29,"15,001-20,000",1086,19738760,3.69
2015-05-29,"20,001-30,000",1122,27180788,5.08
2015-05-29,"200,001-400,000",113,31273803,5.84
2015-05-29,"30,001-40,000",488,16928219,3.16
2015-05-29,"40,001-50,000",312,14280185,2.67
2015-05-29,"400,001-600,000",32,15452186,2.88
2015-05-29,"5,001-10,000",5751,41885412,7.83
2015-05-29,"50,001-100,000",515,36124909,6.75
2015-05-29,"600,001-800,000",18,12125375,2.26
2015-05-29,"800,001-1,000,000",12,10551427,1.97
2015-05-29,"more than 1,000,001",51,198232693,37.06
2015-05-29,total,51928,534770897,100.0
2015-06-05,"1,000-5,000",22847,51261870,9.58
2015-06-05,1-999,17034,3291403,0.61
2015-06-05,"10,001-15,000",2353,27387986,5.12
2015-06-05,"100,001-200,000",215,29316123,5.48
2015-06-05,"15,001-20,000",1076,19535679,3.65
2015-06-05,"20,001-30,000",1130,27424361,5.12
2015-06-05,"200,001-400,000",114,31529306,5.89
2015-06-05,"30,001-40,000",487,16860861,3.15
2015-06-05,"40,001-50,000",318,14561328,2.72
2015-06-05,"400,001-600,000",32,15427226,2.88
2015-06-05,"5,001-10,000",5739,41793110,7.81
2015-06-05,"50,001-100,000",515,36233262,6.77
2015-06-05,"600,001-800,000",18,12173262,2.27
2015-06-05,"800,001-1,000,000",11,9885427,1.84
2015-06-05,"more than 1,000,001",51,198089693,37.04
2015-06-05,total,51940,534770897,100.0
2015-06-12,"1,000-5,000",22834,51275227,9.58
2015-06-12,1-999,17019,3288071,0.61
2015-06-12,"10,001-15,000",2354,27400058,5.12
2015-06-12,"100,001-200,000",213,28827518,5.39
