date,level,people,holding_shares,percent
2022-09-30,"1,000-5,000",1045,2107573,2.1
2022-09-30,1-999,465,82094,0.08
2022-09-30,"10,001-15,000",68,870307,0.87
2022-09-30,"100,001-200,000",25,3578615,3.57
2022-09-30,"15,001-20,000",48,856491,0.85
2022-09-30,"20,001-30,000",49,1209450,1.2
2022-09-30,"200,001-400,000",22,6052426,6.05
2022-09-30,"30,001-40,000",30,1045403,1.04
2022-09-30,"40,001-50,000",16,728669,0.72
2022-09-30,"400,001-600,000",3,1572420,1.57
2022-09-30,"5,001-10,000",156,1223872,1.22
2022-09-30,"50,001-100,000",44,3207240,3.2
2022-09-30,"600,001-800,000",2,1404817,1.4
2022-09-30,"800,001-1,000,000",1,807590,0.8
2022-09-30,"more than 1,000,001",8,75253033,75.25
2022-09-30,total,1982,100000000,100.0
2022-09-30,差異數調整（說明4）,0,0,0.0
2022-10-07,"1,000-5,000",1050,2130558,2.13
2022-10-07,1-999,463,81666,0.08
2022-10-07,"10,001-15,000",69,879712,0.87
2022-10-07,"100,001-200,000",24,3470591,3.47
2022-10-07,"15,001-20,000",45,799390,0.79
2022-10-07,"20,001-30,000",48,1181234,1.18
2022-10-07,"200,001-400,000",22,6106946,6.1
2022-10-07,"30,001-40,000",30,1038267,1.03
2022-10-07,"40,001-50,000",17,768266,0.76
2022-10-07,"400,001-600,000",3,1572420,1.57
2022-10-07,"5,001-10,000",151,1187872,1.18
2022-10-07,"50,001-100,000",45,3305638,3.3
2022-10-07,"600,001-800,000",2,1404817,1.4
2022-10-07,"800,001-1,000,000",1,807590,0.8
2022-10-07,"more than 1,000,001",8,75265033,75.26
2022-10-07,total,1978,100000000,100.0
2022-10-07,差異數調整（說明4）,0,0,0.0
2022-10-14,"1,000-5,000",1038,2113379,2.11
2022-10-14,1-999,461,81046,0.08
2022-10-14,"10,001-15,000",67,848458,0.84
2022-10-14,"100,001-200,000",24,3464974,3.46
2022-10-14,"15,001-20,000",47,832844,0.83
2022-10-14,"20,001-30,000",49,1215234,1.21
2022-10-14,"200,001-400,000",22,6104956,6.1
2022-10-14,"30,001-40,000",30,1040416,1.04
2022-10-14,"40,001-50,000",16,729362,0.72
2022-10-14,"400,001-600,000",3,1572420,1.57
2022-10-14,"5,001-10,000",155,1213793,1.21
2022-10-14,"50,001-100,000",45,3305678,3.3
2022-10-14,"600,001-800,000",2,1404817,1.4
2022-10-14,"800,001-1,000,000",1,807590,0.8
2022-10-14,"more than 1,000,001",8,75265033,75.26
2022-10-14,total,1968,100000000,100.0
2022-10-14,差異數調整（說明4）,0,0,0.0
2022-10-21,"1,000-5,000",1031,2092647,2.09
2022-10-21,1-999,460,81201,0.08
2022-10-21,"10,001-15,000",67,849613,0.84
2022-10-21,"100,001-200,000",25,3570886,3.57
2022-10-21,"15,001-20,000",46,816945,0.81
2022-10-21,"20,001-30,000",48,1193133,1.19
2022-10-21,"200,001-400,000",22,6100986,6.1
2022-10-21,"30,001-40,000",30,1046581,1.04
2022-10-21,"40,001-50,000",16,728362,0.72
2022-10-21,"400,001-600,000",3,1556420,1.55
2022-10-21,"5,001-10,000",156,1216222,1.21
2022-10-21,"50,001-100,000",45,3260564,3.26
2022-10-21,"600,001-800,000",2,1404817,1.4
2022-10-21,"800,001-1,000,000",1,807590,0.8
2022-10-21,"more than 1,000,001",8,75274033,75.27
2022-10-21,total,1960,100000000,100.0
2022-10-21,差異數調整（說明4）,0,0,0.0
2022-10-28,"1,000-5,000",1027,2081037,2.08
2022-10-28,1-999,462,81949,0.08
2022-10-28,"10,001-15,000",67,849218,0.84
2022-10-28,"100,001-200,000",27,3783073,3.78
2022-10-28,"15,001-20,000",46,816945,0.81
2022-10-28,"20,001-30,000",48,1188071,1.18
2022-10-28,"200,001-400,000",22,6107792,6.1
2022-10-28,"30,001-40,000",31,1086245,1.08
2022-10-28,"40,001-50,000",16,730362,0.73
2022-10-28,"400,001-600,000",3,1552420,1.55
2022-10-28,"5,001-10,000",157,1219652,1.21
2022-10-28,"50,001-100,000",42,3016796,3.01
2022-10-28,"600,001-800,000",2,1404817,1.4
2022-10-28,"800,001-1,000,000",1,807590,0.8
2022-10-28,"more than 1,000,001",8,75274033,75.27
2022-10-28,total,1959,100000000,100.0
2022-10-28,差異數調整（說明4）,0,0,0.0
2022-11-04,"1,000-5,000",1024,2071677,2.07
2022-11-04,1-999,462,82012,0.08
2022-11-04,"10,001-15,000",67,850318,0.85
2022-11-04,"100,001-200,000",27,3779777,3.77
2022-11-04,"15,001-20,000",46,816945,0.81
2022-11-04,"20,001-30,000",48,1189071,1.18
2022-11-04,"200,001-400,000",22,6107866,6.1
2022-11-04,"30,001-40,000",30,1045267,1.04
2022-11-04,"40,001-50,000",17,771809,0.77
2022-11-04,"400,001-600,000",3,1549420,1.54
2022-11-04,"5,001-10,000",159,1230652,1.23
2022-11-04,"50,001-100,000",42,3018746,3.01
2022-11-04,"600,001-800,000",2,1404817,1.4
2022-11-04,"800,001-1,000,000",1,807590,0.8
2022-11-04,"more than 1,000,001",8,75274033,75.27
2022-11-04,total,1958,100000000,100.0
2022-11-04,差異數調整（說明4）,0,0,0.0
2022-11-11,"1,000-5,000",1012,2055806,2.05
2022-11-11,1-999,451,82970,0.08
2022-11-11,"10,001-15,000",65,830265,0.83
2022-11-11,"100,001-200,000",27,3777042,3.77
