date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",3085,7245725,6.01
2015-01-30,1-999,17355,2422753,2.01
2015-01-30,"10,001-15,000",288,3676629,3.05
2015-01-30,"100,001-200,000",70,9487519,7.87
2015-01-30,"15,001-20,000",124,2234417,1.85
2015-01-30,"20,001-30,000",163,3973092,3.29
2015-01-30,"200,001-400,000",30,7952316,6.59
2015-01-30,"30,001-40,000",84,2938855,2.43
2015-01-30,"40,001-50,000",61,2776847,2.3
2015-01-30,"400,001-600,000",12,5995236,4.97
2015-01-30,"5,001-10,000",729,5371363,4.45
2015-01-30,"50,001-100,000",119,8363814,6.94
2015-01-30,"600,001-800,000",2,1340011,1.11
2015-01-30,"800,001-1,000,000",5,4528420,3.75
2015-01-30,"more than 1,000,001",10,52202207,43.31
2015-01-30,total,22137,120509204,100.0
2015-02-26,"1,000-5,000",3034,7141268,5.92
2015-02-26,1-999,17311,2411972,2.0
2015-02-26,"10,001-15,000",290,3718613,3.08
2015-02-26,"100,001-200,000",71,9812838,8.14
2015-02-26,"15,001-20,000",123,2232386,1.85
2015-02-26,"20,001-30,000",159,3843586,3.18
2015-02-26,"200,001-400,000",30,7689323,6.38
2015-02-26,"30,001-40,000",83,2907688,2.41
2015-02-26,"40,001-50,000",63,2857317,2.37
2015-02-26,"400,001-600,000",13,6394947,5.3
2015-02-26,"5,001-10,000",690,5054813,4.19
2015-02-26,"50,001-100,000",113,8028058,6.66
2015-02-26,"600,001-800,000",2,1423011,1.18
2015-02-26,"800,001-1,000,000",4,3633420,3.01
2015-02-26,"more than 1,000,001",11,53359964,44.27
2015-02-26,total,21997,120509204,100.0
2015-03-31,"1,000-5,000",2943,6767814,5.61
2015-03-31,1-999,17243,2381288,1.97
2015-03-31,"10,001-15,000",266,3408727,2.82
2015-03-31,"100,001-200,000",74,10208959,8.47
2015-03-31,"15,001-20,000",105,1915656,1.58
2015-03-31,"20,001-30,000",141,3445842,2.85
2015-03-31,"200,001-400,000",26,6898264,5.72
2015-03-31,"30,001-40,000",81,2858000,2.37
2015-03-31,"40,001-50,000",65,2957060,2.45
2015-03-31,"400,001-600,000",14,7011280,5.81
2015-03-31,"5,001-10,000",667,4976237,4.12
2015-03-31,"50,001-100,000",121,8700750,7.21
2015-03-31,"600,001-800,000",2,1446011,1.19
2015-03-31,"800,001-1,000,000",5,4709473,3.9
2015-03-31,"more than 1,000,001",11,52823843,43.83
2015-03-31,total,21764,120509204,100.0
2015-04-30,"1,000-5,000",2821,6483728,5.46
2015-04-30,1-999,17191,2356720,1.98
2015-04-30,"10,001-15,000",240,3067552,2.58
2015-04-30,"100,001-200,000",73,10295307,8.67
2015-04-30,"15,001-20,000",102,1853262,1.56
2015-04-30,"20,001-30,000",166,4136273,3.48
2015-04-30,"200,001-400,000",26,6777725,5.71
2015-04-30,"30,001-40,000",76,2660578,2.24
2015-04-30,"40,001-50,000",73,3375753,2.84
2015-04-30,"400,001-600,000",11,5391702,4.54
2015-04-30,"5,001-10,000",600,4455921,3.75
2015-04-30,"50,001-100,000",111,7997356,6.74
2015-04-30,"600,001-800,000",4,2693011,2.27
2015-04-30,"800,001-1,000,000",4,3678301,3.1
2015-04-30,"more than 1,000,001",12,53404475,45.01
2015-04-30,total,21510,118627664,100.0
2015-05-08,"1,000-5,000",2769,6370480,5.37
2015-05-08,1-999,17180,2356428,1.98
2015-05-08,"10,001-15,000",239,3050573,2.57
2015-05-08,"100,001-200,000",72,10117658,8.52
2015-05-08,"15,001-20,000",104,1895646,1.59
2015-05-08,"20,001-30,000",167,4164713,3.51
2015-05-08,"200,001-400,000",27,7202002,6.07
2015-05-08,"30,001-40,000",75,2625640,2.21
2015-05-08,"40,001-50,000",69,3175954,2.67
2015-05-08,"400,001-600,000",11,5466702,4.6
2015-05-08,"5,001-10,000",600,4430119,3.73
2015-05-08,"50,001-100,000",111,8080962,6.81
2015-05-08,"600,001-800,000",3,1877011,1.58
2015-05-08,"800,001-1,000,000",5,4574301,3.85
2015-05-08,"more than 1,000,001",12,53239475,44.87
2015-05-08,total,21444,118627664,100.0
2015-05-15,"1,000-5,000",2750,6338465,5.34
2015-05-15,1-999,17154,2352112,1.98
2015-05-15,"10,001-15,000",241,3079404,2.59
2015-05-15,"100,001-200,000",68,9511926,8.01
2015-05-15,"15,001-20,000",100,1830548,1.54
2015-05-15,"20,001-30,000",165,4153156,3.5
2015-05-15,"200,001-400,000",30,8030002,6.76
2015-05-15,"30,001-40,000",73,2533445,2.13
2015-05-15,"40,001-50,000",70,3227954,2.72
2015-05-15,"400,001-600,000",10,5080702,4.28
2015-05-15,"5,001-10,000",600,4447224,3.74
2015-05-15,"50,001-100,000",108,7986939,6.73
2015-05-15,"600,001-800,000",3,1896011,1.59
2015-05-15,"800,001-1,000,000",4,3582301,3.01
2015-05-15,"more than 1,000,001",13,54577475,46.0
2015-05-15,total,21389,118627664,100.0
2015-05-22,"1,000-5,000",2774,6387134,5.38
2015-05-22,1-999,17134,2349051,1.98
2015-05-22,"10,001-15,000",242,3101664,2.61
2015-05-22,"100,001-200,000",69,9742659,8.21
2015-05-22,"15,001-20,000",94,1715177,1.44
2015-05-22,"20,001-30,000",160,4031944,3.39
2015-05-22,"200,001-400,000",27,7292616,6.14
2015-05-22,"30,001-40,000",80,2786244,2.34
2015-05-22,"40,001-50,000",70,3205977,2.7
2015-05-22,"400,001-600,000",10,5132051,4.32
2015-05-22,"5,001-10,000",604,4481188,3.77
2015-05-22,"50,001-100,000",112,8152172,6.87
2015-05-22,"600,001-800,000",5,3496011,2.94
2015-05-22,"800,001-1,000,000",2,1936301,1.63
2015-05-22,"more than 1,000,001",13,54817475,46.2
2015-05-22,total,21396,118627664,100.0
2015-05-29,"1,000-5,000",2761,6359786,5.36
2015-05-29,1-999,17116,2344158,1.97
2015-05-29,"10,001-15,000",242,3085590,2.6
2015-05-29,"100,001-200,000",66,9335622,7.86
2015-05-29,"15,001-20,000",101,1847499,1.55
2015-05-29,"20,001-30,000",161,4044787,3.4
2015-05-29,"200,001-400,000",30,8048616,6.78
2015-05-29,"30,001-40,000",91,3187232,2.68
2015-05-29,"40,001-50,000",64,2933565,2.47
2015-05-29,"400,001-600,000",10,5232051,4.41
2015-05-29,"5,001-10,000",587,4346754,3.66
2015-05-29,"50,001-100,000",112,8075401,6.8
2015-05-29,"600,001-800,000",5,3483011,2.93
2015-05-29,"800,001-1,000,000",2,1936301,1.63
2015-05-29,"more than 1,000,001",13,54367291,45.83
2015-05-29,total,21361,118627664,100.0
2015-06-05,"1,000-5,000",2743,6331592,5.33
2015-06-05,1-999,17094,2337856,1.97
2015-06-05,"10,001-15,000",240,3051510,2.57
2015-06-05,"100,001-200,000",66,9410250,7.93
2015-06-05,"15,001-20,000",101,1844699,1.55
2015-06-05,"20,001-30,000",155,3893741,3.28
2015-06-05,"200,001-400,000",27,7375616,6.21
2015-06-05,"30,001-40,000",93,3266353,2.75
2015-06-05,"40,001-50,000",64,2922606,2.46
2015-06-05,"400,001-600,000",11,5752051,4.84
2015-06-05,"5,001-10,000",586,4326741,3.64
2015-06-05,"50,001-100,000",114,8312046,7.0
2015-06-05,"600,001-800,000",5,3483011,2.93
2015-06-05,"800,001-1,000,000",2,1936301,1.63
2015-06-05,"more than 1,000,001",13,54383291,45.84
2015-06-05,total,21314,118627664,100.0
2015-06-12,"1,000-5,000",2721,6287608,5.3
2015-06-12,1-999,17083,2335300,1.96
2015-06-12,"10,001-15,000",237,3022453,2.54
2015-06-12,"100,001-200,000",67,9616091,8.1
2015-06-12,"15,001-20,000",108,1971695,1.66
2015-06-12,"20,001-30,000",156,3922092,3.3
2015-06-12,"200,001-400,000",28,7450616,6.28
2015-06-12,"30,001-40,000",88,3100581,2.61
2015-06-12,"40,001-50,000",66,2991670,2.52
2015-06-12,"400,001-600,000",11,5788051,4.87
2015-06-12,"5,001-10,000",588,4328027,3.64
2015-06-12,"50,001-100,000",112,8161875,6.88
2015-06-12,"600,001-800,000",5,3483011,2.93
2015-06-12,"800,001-1,000,000",2,1936301,1.63
2015-06-12,"more than 1,000,001",13,54232293,45.71
2015-06-12,total,21285,118627664,100.0
2015-06-18,"1,000-5,000",2727,6310937,5.31
2015-06-18,1-999,17077,2334444,1.96
2015-06-18,"10,001-15,000",237,3023800,2.54
2015-06-18,"100,001-200,000",66,9526644,8.03
2015-06-18,"15,001-20,000",112,2062182,1.73
2015-06-18,"20,001-30,000",153,3842225,3.23
2015-06-18,"200,001-400,000",29,7824063,6.59
2015-06-18,"30,001-40,000",90,3169191,2.67
2015-06-18,"40,001-50,000",66,3010060,2.53
2015-06-18,"400,001-600,000",11,5815051,4.9
2015-06-18,"5,001-10,000",588,4333527,3.65
2015-06-18,"50,001-100,000",113,8232282,6.93
2015-06-18,"600,001-800,000",5,3383011,2.85
2015-06-18,"800,001-1,000,000",2,1936301,1.63
2015-06-18,"more than 1,000,001",13,53823946,45.37
2015-06-18,total,21289,118627664,100.0
2015-06-26,"1,000-5,000",2731,6351949,5.35
2015-06-26,1-999,17063,2330774,1.96
2015-06-26,"10,001-15,000",239,3045430,2.56
2015-06-26,"100,001-200,000",67,9572644,8.06
2015-06-26,"15,001-20,000",116,2143620,1.8
2015-06-26,"20,001-30,000",156,3906889,3.29
2015-06-26,"200,001-400,000",28,7519063,6.33
2015-06-26,"30,001-40,000",91,3206061,2.7
2015-06-26,"40,001-50,000",69,3153827,2.65
2015-06-26,"400,001-600,000",14,7577051,6.38
2015-06-26,"5,001-10,000",588,4343429,3.66
2015-06-26,"50,001-100,000",113,8224683,6.93
2015-06-26,"600,001-800,000",4,2682011,2.26
2015-06-26,"800,001-1,000,000",2,1936301,1.63
2015-06-26,"more than 1,000,001",12,52633932,44.36
2015-06-26,total,21293,118627664,100.0
2015-07-03,"1,000-5,000",2718,6322227,5.32
2015-07-03,1-999,17059,2329854,1.96
2015-07-03,"10,001-15,000",239,3054628,2.57
2015-07-03,"100,001-200,000",66,9567091,8.06
2015-07-03,"15,001-20,000",113,2081826,1.75
2015-07-03,"20,001-30,000",164,4143613,3.49
