date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",1511,3133719,5.15
2015-01-30,1-999,68,7250,0.01
2015-01-30,"10,001-15,000",66,836000,1.37
2015-01-30,"100,001-200,000",25,3590777,5.91
2015-01-30,"15,001-20,000",55,1017000,1.67
2015-01-30,"20,001-30,000",53,1341000,2.2
2015-01-30,"200,001-400,000",6,1670000,2.74
2015-01-30,"30,001-40,000",25,917000,1.5
2015-01-30,"40,001-50,000",22,1027000,1.69
2015-01-30,"400,001-600,000",5,2410000,3.96
2015-01-30,"5,001-10,000",225,1858254,3.05
2015-01-30,"50,001-100,000",24,1783000,2.93
2015-01-30,"600,001-800,000",1,794000,1.3
2015-01-30,"800,001-1,000,000",1,890000,1.46
2015-01-30,"more than 1,000,001",9,39475000,64.97
2015-01-30,total,2096,60750000,100.0
2015-02-26,"1,000-5,000",1501,3043927,5.01
2015-02-26,1-999,70,7042,0.01
2015-02-26,"10,001-15,000",59,753000,1.23
2015-02-26,"100,001-200,000",23,3203000,5.27
2015-02-26,"15,001-20,000",52,965000,1.58
2015-02-26,"20,001-30,000",56,1421000,2.33
2015-02-26,"200,001-400,000",7,2176000,3.58
2015-02-26,"30,001-40,000",28,1021000,1.68
2015-02-26,"40,001-50,000",18,845000,1.39
2015-02-26,"400,001-600,000",5,2274000,3.74
2015-02-26,"5,001-10,000",216,1783254,2.93
2015-02-26,"50,001-100,000",27,2061777,3.39
2015-02-26,"600,001-800,000",1,795000,1.3
2015-02-26,"800,001-1,000,000",1,890000,1.46
2015-02-26,"more than 1,000,001",9,39511000,65.03
2015-02-26,total,2073,60750000,100.0
2015-03-31,"1,000-5,000",1566,3128576,5.14
2015-03-31,1-999,87,10393,0.01
2015-03-31,"10,001-15,000",77,1012000,1.66
2015-03-31,"100,001-200,000",25,3480000,5.72
2015-03-31,"15,001-20,000",56,1032254,1.69
2015-03-31,"20,001-30,000",67,1694000,2.78
2015-03-31,"200,001-400,000",9,2300000,3.78
2015-03-31,"30,001-40,000",32,1153000,1.89
2015-03-31,"40,001-50,000",14,670000,1.1
2015-03-31,"400,001-600,000",4,1834000,3.01
2015-03-31,"5,001-10,000",240,2010000,3.3
2015-03-31,"50,001-100,000",27,2095777,3.44
2015-03-31,"600,001-800,000",0,0,0.0
2015-03-31,"800,001-1,000,000",2,1708000,2.81
2015-03-31,"more than 1,000,001",8,38622000,63.57
2015-03-31,total,2214,60750000,100.0
2015-04-30,"1,000-5,000",1772,3577319,5.88
2015-04-30,1-999,97,9650,0.01
2015-04-30,"10,001-15,000",72,956000,1.57
2015-04-30,"100,001-200,000",18,2500777,4.11
2015-04-30,"15,001-20,000",66,1235254,2.03
2015-04-30,"20,001-30,000",52,1333000,2.19
2015-04-30,"200,001-400,000",10,2995000,4.93
2015-04-30,"30,001-40,000",37,1319000,2.17
2015-04-30,"40,001-50,000",11,523000,0.86
2015-04-30,"400,001-600,000",6,2883000,4.74
2015-04-30,"5,001-10,000",258,2171000,3.57
2015-04-30,"50,001-100,000",30,2221000,3.65
2015-04-30,"600,001-800,000",0,0,0.0
2015-04-30,"800,001-1,000,000",1,890000,1.46
2015-04-30,"more than 1,000,001",8,38136000,62.77
2015-04-30,total,2438,60750000,100.0
2015-05-08,"1,000-5,000",1863,3716944,6.11
2015-05-08,1-999,99,10025,0.01
2015-05-08,"10,001-15,000",71,933000,1.53
2015-05-08,"100,001-200,000",20,2789777,4.59
2015-05-08,"15,001-20,000",67,1246000,2.05
2015-05-08,"20,001-30,000",48,1241254,2.04
2015-05-08,"200,001-400,000",8,2343000,3.85
2015-05-08,"30,001-40,000",37,1301000,2.14
2015-05-08,"40,001-50,000",12,573000,0.94
2015-05-08,"400,001-600,000",6,2755000,4.53
2015-05-08,"5,001-10,000",259,2196000,3.61
