date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",6814,16212697,4.06
2015-01-30,1-999,6529,968016,0.24
2015-01-30,"10,001-15,000",472,6067964,1.52
2015-01-30,"100,001-200,000",106,14934303,3.74
2015-01-30,"15,001-20,000",402,7542621,1.89
2015-01-30,"20,001-30,000",330,8552349,2.14
2015-01-30,"200,001-400,000",66,18470413,4.63
2015-01-30,"30,001-40,000",175,6333272,1.58
2015-01-30,"40,001-50,000",120,5593431,1.4
2015-01-30,"400,001-600,000",35,16962598,4.25
2015-01-30,"5,001-10,000",1624,13365948,3.35
2015-01-30,"50,001-100,000",224,16447036,4.12
2015-01-30,"600,001-800,000",18,12127262,3.04
2015-01-30,"800,001-1,000,000",8,7299598,1.83
2015-01-30,"more than 1,000,001",49,247561678,62.13
2015-01-30,total,16972,398439186,100.0
2015-02-26,"1,000-5,000",6811,16233141,4.07
2015-02-26,1-999,6519,964700,0.24
2015-02-26,"10,001-15,000",474,6103286,1.53
2015-02-26,"100,001-200,000",109,15137870,3.79
2015-02-26,"15,001-20,000",396,7436655,1.86
2015-02-26,"20,001-30,000",332,8607946,2.16
2015-02-26,"200,001-400,000",69,19340439,4.85
2015-02-26,"30,001-40,000",175,6313204,1.58
2015-02-26,"40,001-50,000",120,5592838,1.4
2015-02-26,"400,001-600,000",34,16447598,4.12
2015-02-26,"5,001-10,000",1608,13220158,3.31
2015-02-26,"50,001-100,000",224,16385036,4.11
2015-02-26,"600,001-800,000",19,12946262,3.24
2015-02-26,"800,001-1,000,000",8,7410598,1.85
2015-02-26,"more than 1,000,001",48,246299455,61.81
2015-02-26,total,16946,398439186,100.0
2015-03-31,"1,000-5,000",6825,16230824,4.07
2015-03-31,1-999,6502,954859,0.23
2015-03-31,"10,001-15,000",470,6037852,1.51
2015-03-31,"100,001-200,000",108,14977389,3.75
2015-03-31,"15,001-20,000",411,7727893,1.93
2015-03-31,"20,001-30,000",331,8598125,2.15
2015-03-31,"200,001-400,000",67,18910339,4.74
2015-03-31,"30,001-40,000",187,6723059,1.68
2015-03-31,"40,001-50,000",125,5825958,1.46
2015-03-31,"400,001-600,000",36,17288698,4.33
2015-03-31,"5,001-10,000",1628,13409315,3.36
2015-03-31,"50,001-100,000",227,16658304,4.18
2015-03-31,"600,001-800,000",16,10631042,2.66
2015-03-31,"800,001-1,000,000",7,6306818,1.58
2015-03-31,"more than 1,000,001",50,248158711,62.28
2015-03-31,total,16990,398439186,100.0
2015-04-30,"1,000-5,000",6702,15814151,3.96
2015-04-30,1-999,10100,958771,0.24
2015-04-30,"10,001-15,000",455,5855450,1.46
2015-04-30,"100,001-200,000",100,13817341,3.46
2015-04-30,"15,001-20,000",389,7311004,1.83
2015-04-30,"20,001-30,000",322,8341529,2.09
2015-04-30,"200,001-400,000",66,18658054,4.68
2015-04-30,"30,001-40,000",178,6403231,1.6
2015-04-30,"40,001-50,000",108,5027865,1.26
2015-04-30,"400,001-600,000",29,14166698,3.55
2015-04-30,"5,001-10,000",1542,12670444,3.18
2015-04-30,"50,001-100,000",212,15223468,3.82
2015-04-30,"600,001-800,000",16,10780042,2.7
2015-04-30,"800,001-1,000,000",7,6260598,1.57
2015-04-30,"more than 1,000,001",53,257150540,64.53
2015-04-30,total,20279,398439186,100.0
2015-05-08,"1,000-5,000",6651,15682199,3.93
2015-05-08,1-999,10047,959463,0.24
2015-05-08,"10,001-15,000",451,5816190,1.45
2015-05-08,"100,001-200,000",100,13827748,3.47
2015-05-08,"15,001-20,000",384,7217867,1.81
2015-05-08,"20,001-30,000",323,8369539,2.1
2015-05-08,"200,001-400,000",66,18587647,4.66
2015-05-08,"30,001-40,000",172,6172358,1.54
2015-05-08,"40,001-50,000",111,5168865,1.29
2015-05-08,"400,001-600,000",30,14769698,3.7
2015-05-08,"5,001-10,000",1535,12616704,3.16
2015-05-08,"50,001-100,000",208,14921872,3.74
2015-05-08,"600,001-800,000",14,9230042,2.31
2015-05-08,"800,001-1,000,000",10,9115598,2.28
2015-05-08,"more than 1,000,001",52,255983396,64.24
2015-05-08,total,20154,398439186,100.0
2015-05-15,"1,000-5,000",6594,15557304,3.9
2015-05-15,1-999,9997,959223,0.24
2015-05-15,"10,001-15,000",452,5822190,1.46
2015-05-15,"100,001-200,000",97,13330748,3.34
2015-05-15,"15,001-20,000",380,7135868,1.79
2015-05-15,"20,001-30,000",318,8236529,2.06
2015-05-15,"200,001-400,000",70,19616647,4.92
2015-05-15,"30,001-40,000",175,6268358,1.57
2015-05-15,"40,001-50,000",111,5172865,1.29
2015-05-15,"400,001-600,000",28,13719698,3.44
2015-05-15,"5,001-10,000",1532,12581848,3.15
2015-05-15,"50,001-100,000",208,14903872,3.74
2015-05-15,"600,001-800,000",16,10534042,2.64
2015-05-15,"800,001-1,000,000",7,6328598,1.58
2015-05-15,"more than 1,000,001",54,258271396,64.82
2015-05-15,total,20039,398439186,100.0
2015-05-22,"1,000-5,000",6586,15557314,3.9
2015-05-22,1-999,10082,959662,0.24
2015-05-22,"10,001-15,000",442,5685648,1.42
2015-05-22,"100,001-200,000",100,13803341,3.46
2015-05-22,"15,001-20,000",387,7268409,1.82
2015-05-22,"20,001-30,000",319,8268440,2.07
2015-05-22,"200,001-400,000",68,18959956,4.75
2015-05-22,"30,001-40,000",175,6277447,1.57
2015-05-22,"40,001-50,000",110,5129865,1.28
2015-05-22,"400,001-600,000",29,14123369,3.54
2015-05-22,"5,001-10,000",1524,12506247,3.13
2015-05-22,"50,001-100,000",204,14644892,3.67
2015-05-22,"600,001-800,000",16,10509042,2.63
2015-05-22,"800,001-1,000,000",7,6301598,1.58
2015-05-22,"more than 1,000,001",54,258443956,64.86
2015-05-22,total,20103,398439186,100.0
2015-05-29,"1,000-5,000",6557,15488491,3.88
2015-05-29,1-999,10076,956057,0.23
2015-05-29,"10,001-15,000",446,5731648,1.43
2015-05-29,"100,001-200,000",100,13793341,3.46
2015-05-29,"15,001-20,000",390,7325228,1.83
2015-05-29,"20,001-30,000",323,8380621,2.1
2015-05-29,"200,001-400,000",69,19223956,4.82
2015-05-29,"30,001-40,000",173,6214447,1.55
2015-05-29,"40,001-50,000",109,5082469,1.27
2015-05-29,"400,001-600,000",29,14053369,3.52
2015-05-29,"5,001-10,000",1518,12448840,3.12
2015-05-29,"50,001-100,000",204,14691892,3.68
2015-05-29,"600,001-800,000",18,11830449,2.96
2015-05-29,"800,001-1,000,000",7,6294598,1.57
2015-05-29,"more than 1,000,001",53,256923780,64.48
2015-05-29,total,20072,398439186,100.0
2015-06-05,"1,000-5,000",6551,15483268,3.88
2015-06-05,1-999,10085,956800,0.24
2015-06-05,"10,001-15,000",437,5628648,1.41
2015-06-05,"100,001-200,000",107,14922341,3.74
2015-06-05,"15,001-20,000",391,7341228,1.84
2015-06-05,"20,001-30,000",321,8330144,2.09
2015-06-05,"200,001-400,000",64,18024956,4.52
2015-06-05,"30,001-40,000",176,6311924,1.58
2015-06-05,"40,001-50,000",110,5131949,1.28
2015-06-05,"400,001-600,000",31,15025369,3.77
2015-06-05,"5,001-10,000",1517,12444840,3.12
2015-06-05,"50,001-100,000",202,14494892,3.63
2015-06-05,"600,001-800,000",17,11278449,2.83
2015-06-05,"800,001-1,000,000",7,6273598,1.57
2015-06-05,"more than 1,000,001",53,256790780,64.44
2015-06-05,total,20069,398439186,100.0
2015-06-12,"1,000-5,000",6521,15437777,3.87
2015-06-12,1-999,10084,956331,0.24
2015-06-12,"10,001-15,000",441,5679352,1.42
2015-06-12,"100,001-200,000",105,14691341,3.68
2015-06-12,"15,001-20,000",392,7355610,1.84
2015-06-12,"20,001-30,000",318,8240394,2.06
2015-06-12,"200,001-400,000",62,17586363,4.41
2015-06-12,"30,001-40,000",172,6185454,1.55
2015-06-12,"40,001-50,000",115,5369219,1.34
2015-06-12,"400,001-600,000",33,16041369,4.02
2015-06-12,"5,001-10,000",1502,12295840,3.08
2015-06-12,"50,001-100,000",206,14815622,3.71
2015-06-12,"600,001-800,000",16,10709042,2.68
2015-06-12,"800,001-1,000,000",7,6253598,1.56
2015-06-12,"more than 1,000,001",53,256821874,64.45
2015-06-12,total,20027,398439186,100.0
2015-06-18,"1,000-5,000",6509,15422302,3.87
2015-06-18,1-999,10085,954897,0.23
2015-06-18,"10,001-15,000",441,5678352,1.42
2015-06-18,"100,001-200,000",106,14821341,3.71
2015-06-18,"15,001-20,000",385,7217068,1.81
2015-06-18,"20,001-30,000",321,8324394,2.08
2015-06-18,"200,001-400,000",60,17048363,4.27
2015-06-18,"30,001-40,000",169,6072599,1.52
2015-06-18,"40,001-50,000",114,5324219,1.33
2015-06-18,"400,001-600,000",33,15828369,3.97
2015-06-18,"5,001-10,000",1503,12299840,3.08
2015-06-18,"50,001-100,000",207,14905872,3.74
2015-06-18,"600,001-800,000",17,11395042,2.85
2015-06-18,"800,001-1,000,000",7,6345598,1.59
2015-06-18,"more than 1,000,001",53,256800930,64.45
2015-06-18,total,20010,398439186,100.0
2015-06-26,"1,000-5,000",6485,15371800,3.85
2015-06-26,1-999,10091,956647,0.24
2015-06-26,"10,001-15,000",441,5673352,1.42
2015-06-26,"100,001-200,000",107,15000341,3.76
2015-06-26,"15,001-20,000",384,7192797,1.8
2015-06-26,"20,001-30,000",318,8222394,2.06
2015-06-26,"200,001-400,000",59,16632956,4.17
2015-06-26,"30,001-40,000",170,6115242,1.53
2015-06-26,"40,001-50,000",115,5370219,1.34
2015-06-26,"400,001-600,000",34,16340133,4.1
2015-06-26,"5,001-10,000",1508,12331428,3.09
2015-06-26,"50,001-100,000",204,14616872,3.66
2015-06-26,"600,001-800,000",18,12034042,3.02
2015-06-26,"800,001-1,000,000",7,6346598,1.59
2015-06-26,"more than 1,000,001",53,256234365,64.3
2015-06-26,total,19994,398439186,100.0
2015-07-03,"1,000-5,000",6470,15327680,3.84
2015-07-03,1-999,10093,955628,0.23
2015-07-03,"10,001-15,000",437,5619641,1.41
2015-07-03,"100,001-200,000",110,15441341,3.87
2015-07-03,"15,001-20,000",383,7172797,1.8
2015-07-03,"20,001-30,000",319,8249688,2.07
2015-07-03,"200,001-400,000",58,16447956,4.12
2015-07-03,"30,001-40,000",170,6106242,1.53
2015-07-03,"40,001-50,000",115,5363219,1.34
2015-07-03,"400,001-600,000",34,16276133,4.08
