date,level,people,holding_shares,percent
2023-05-12,"1,000-5,000",28,60677,0.19
2023-05-12,1-999,15,8916,0.02
2023-05-12,"10,001-15,000",2,25975,0.08
2023-05-12,"100,001-200,000",0,0,0.0
2023-05-12,"15,001-20,000",0,0,0.0
2023-05-12,"20,001-30,000",0,0,0.0
2023-05-12,"200,001-400,000",1,214353,0.69
2023-05-12,"30,001-40,000",0,0,0.0
2023-05-12,"40,001-50,000",0,0,0.0
2023-05-12,"400,001-600,000",0,0,0.0
2023-05-12,"5,001-10,000",11,84527,0.27
2023-05-12,"50,001-100,000",0,0,0.0
2023-05-12,"600,001-800,000",0,0,0.0
2023-05-12,"800,001-1,000,000",0,0,0.0
2023-05-12,"more than 1,000,001",1,30504337,98.72
2023-05-12,total,58,30898785,100.0
2023-05-12,差異數調整（說明4）,0,0,0.0
2023-05-19,"1,000-5,000",27,61798,0.2
2023-05-19,1-999,15,8916,0.02
2023-05-19,"10,001-15,000",3,40016,0.12
2023-05-19,"100,001-200,000",0,0,0.0
2023-05-19,"15,001-20,000",0,0,0.0
2023-05-19,"20,001-30,000",0,0,0.0
2023-05-19,"200,001-400,000",1,214353,0.69
2023-05-19,"30,001-40,000",0,0,0.0
2023-05-19,"40,001-50,000",0,0,0.0
2023-05-19,"400,001-600,000",0,0,0.0
2023-05-19,"5,001-10,000",9,69365,0.22
2023-05-19,"50,001-100,000",0,0,0.0
2023-05-19,"600,001-800,000",0,0,0.0
2023-05-19,"800,001-1,000,000",0,0,0.0
2023-05-19,"more than 1,000,001",1,30504337,98.72
2023-05-19,total,56,30898785,100.0
2023-05-19,差異數調整（說明4）,0,0,0.0
2023-05-26,"1,000-5,000",26,59323,0.19
2023-05-26,1-999,15,8916,0.02
2023-05-26,"10,001-15,000",4,50041,0.16
2023-05-26,"100,001-200,000",0,0,0.0
2023-05-26,"15,001-20,000",0,0,0.0
2023-05-26,"20,001-30,000",0,0,0.0
2023-05-26,"200,001-400,000",1,206803,0.66
2023-05-26,"30,001-40,000",0,0,0.0
2023-05-26,"40,001-50,000",0,0,0.0
2023-05-26,"400,001-600,000",0,0,0.0
2023-05-26,"5,001-10,000",9,69365,0.22
2023-05-26,"50,001-100,000",0,0,0.0
2023-05-26,"600,001-800,000",0,0,0.0
2023-05-26,"800,001-1,000,000",0,0,0.0
2023-05-26,"more than 1,000,001",1,30504337,98.72
2023-05-26,total,56,30898785,100.0
2023-05-26,差異數調整（說明4）,0,0,0.0
2023-06-02,"1,000-5,000",28,63098,0.2
2023-06-02,1-999,15,8916,0.02
2023-06-02,"10,001-15,000",2,25975,0.08
2023-06-02,"100,001-200,000",0,0,0.0
2023-06-02,"15,001-20,000",0,0,0.0
2023-06-02,"20,001-30,000",1,26541,0.08
2023-06-02,"200,001-400,000",1,206803,0.66
2023-06-02,"30,001-40,000",0,0,0.0
2023-06-02,"40,001-50,000",0,0,0.0
2023-06-02,"400,001-600,000",0,0,0.0
2023-06-02,"5,001-10,000",8,63115,0.2
2023-06-02,"50,001-100,000",0,0,0.0
2023-06-02,"600,001-800,000",0,0,0.0
2023-06-02,"800,001-1,000,000",0,0,0.0
2023-06-02,"more than 1,000,001",1,30504337,98.72
2023-06-02,total,56,30898785,100.0
2023-06-02,差異數調整（說明4）,0,0,0.0
2023-06-09,"1,000-5,000",28,63098,0.2
2023-06-09,1-999,15,8916,0.02
2023-06-09,"10,001-15,000",2,25975,0.08
2023-06-09,"100,001-200,000",0,0,0.0
2023-06-09,"15,001-20,000",0,0,0.0
2023-06-09,"20,001-30,000",1,26541,0.08
2023-06-09,"200,001-400,000",1,206803,0.66
2023-06-09,"30,001-40,000",0,0,0.0
2023-06-09,"40,001-50,000",0,0,0.0
2023-06-09,"400,001-600,000",0,0,0.0
2023-06-09,"5,001-10,000",8,63115,0.2
2023-06-09,"50,001-100,000",0,0,0.0
2023-06-09,"600,001-800,000",0,0,0.0
2023-06-09,"800,001-1,000,000",0,0,0.0
2023-06-09,"more than 1,000,001",1,30504337,98.72
2023-06-09,total,56,30898785,100.0
2023-06-09,差異數調整（說明4）,0,0,0.0
2023-06-17,"1,000-5,000",28,63098,0.2
2023-06-17,1-999,15,8916,0.02
2023-06-17,"10,001-15,000",2,25975,0.08
2023-06-17,"100,001-200,000",0,0,0.0
2023-06-17,"15,001-20,000",0,0,0.0
2023-06-17,"20,001-30,000",1,26541,0.08
2023-06-17,"200,001-400,000",1,206803,0.66
2023-06-17,"30,001-40,000",0,0,0.0
2023-06-17,"40,001-50,000",0,0,0.0
2023-06-17,"400,001-600,000",0,0,0.0
2023-06-17,"5,001-10,000",8,63115,0.2
2023-06-17,"50,001-100,000",0,0,0.0
2023-06-17,"600,001-800,000",0,0,0.0
2023-06-17,"800,001-1,000,000",0,0,0.0
2023-06-17,"more than 1,000,001",1,30504337,98.72
2023-06-17,total,56,30898785,100.0
2023-06-17,差異數調整（說明4）,0,0,0.0
2023-06-21,"1,000-5,000",28,63098,0.2
2023-06-21,1-999,15,8916,0.02
2023-06-21,"10,001-15,000",2,25975,0.08
2023-06-21,"100,001-200,000",0,0,0.0
2023-06-21,"15,001-20,000",0,0,0.0
2023-06-21,"20,001-30,000",1,26541,0.08
2023-06-21,"200,001-400,000",1,206803,0.66
2023-06-21,"30,001-40,000",0,0,0.0
2023-06-21,"40,001-50,000",0,0,0.0
2023-06-21,"400,001-600,000",0,0,0.0
2023-06-21,"5,001-10,000",8,63115,0.2
2023-06-21,"50,001-100,000",0,0,0.0
2023-06-21,"600,001-800,000",0,0,0.0
2023-06-21,"800,001-1,000,000",0,0,0.0
2023-06-21,"more than 1,000,001",1,30504337,98.72
2023-06-21,total,56,30898785,100.0
2023-06-21,差異數調整（說明4）,0,0,0.0
2023-06-30,"1,000-5,000",28,61473,0.19
2023-06-30,1-999,14,8091,0.02
2023-06-30,"10,001-15,000",5,62130,0.2
2023-06-30,"100,001-200,000",6,826151,2.67
2023-06-30,"15,001-20,000",1,16500,0.05
2023-06-30,"20,001-30,000",3,72349,0.23
2023-06-30,"200,001-400,000",7,1864857,6.03
2023-06-30,"30,001-40,000",0,0,0.0
2023-06-30,"40,001-50,000",1,46615,0.15
2023-06-30,"400,001-600,000",2,912132,2.95
2023-06-30,"5,001-10,000",6,49090,0.15
2023-06-30,"50,001-100,000",1,80000,0.25
2023-06-30,"600,001-800,000",0,0,0.0
2023-06-30,"800,001-1,000,000",0,0,0.0
2023-06-30,"more than 1,000,001",6,26899397,87.05
2023-06-30,total,80,30898785,100.0
2023-06-30,差異數調整（說明4）,0,0,0.0
2023-07-07,"1,000-5,000",28,63098,0.2
2023-07-07,1-999,15,8916,0.02
2023-07-07,"10,001-15,000",5,62130,0.2
2023-07-07,"100,001-200,000",6,826151,2.67
2023-07-07,"15,001-20,000",1,16500,0.05
2023-07-07,"20,001-30,000",2,45808,0.14
2023-07-07,"200,001-400,000",7,1864857,6.03
2023-07-07,"30,001-40,000",1,35421,0.11
2023-07-07,"40,001-50,000",1,46615,0.15
2023-07-07,"400,001-600,000",2,912132,2.95
2023-07-07,"5,001-10,000",6,49090,0.15
2023-07-07,"50,001-100,000",1,80000,0.25
2023-07-07,"600,001-800,000",0,0,0.0
2023-07-07,"800,001-1,000,000",0,0,0.0
2023-07-07,"more than 1,000,001",6,26888067,87.01
2023-07-07,total,81,30898785,100.0
2023-07-07,差異數調整（說明4）,0,0,0.0
2023-07-14,"1,000-5,000",60,119773,0.37
2023-07-14,1-999,61,38775,0.12
2023-07-14,"10,001-15,000",16,204310,0.63
2023-07-14,"100,001-200,000",9,1280151,4.0
2023-07-14,"15,001-20,000",4,69117,0.21
2023-07-14,"20,001-30,000",12,297438,0.93
2023-07-14,"200,001-400,000",14,3889226,12.16
2023-07-14,"30,001-40,000",6,212364,0.66
2023-07-14,"40,001-50,000",2,88423,0.27
2023-07-14,"400,001-600,000",5,2430608,7.6
2023-07-14,"5,001-10,000",29,217987,0.68
2023-07-14,"50,001-100,000",10,880984,2.75
2023-07-14,"600,001-800,000",2,1390546,4.35
2023-07-14,"800,001-1,000,000",0,0,0.0
2023-07-14,"more than 1,000,001",6,20845083,65.21
2023-07-14,total,236,31964785,100.0
2023-07-14,差異數調整（說明4）,0,0,0.0
2023-07-21,"1,000-5,000",175,334308,1.04
2023-07-21,1-999,72,39276,0.12
2023-07-21,"10,001-15,000",16,201160,0.62
2023-07-21,"100,001-200,000",7,1056913,3.3
2023-07-21,"15,001-20,000",4,71752,0.22
2023-07-21,"20,001-30,000",15,378937,1.18
2023-07-21,"200,001-400,000",15,3926703,12.28
2023-07-21,"30,001-40,000",4,138840,0.43
2023-07-21,"40,001-50,000",2,88423,0.27
2023-07-21,"400,001-600,000",5,2420608,7.57
2023-07-21,"5,001-10,000",38,302102,0.94
2023-07-21,"50,001-100,000",11,923984,2.89
2023-07-21,"600,001-800,000",2,1390546,4.35
2023-07-21,"800,001-1,000,000",0,0,0.0
2023-07-21,"more than 1,000,001",6,20691233,64.73
2023-07-21,total,372,31964785,100.0
2023-07-21,差異數調整（說明4）,0,0,0.0
2023-07-28,"1,000-5,000",188,371439,1.16
2023-07-28,1-999,75,38190,0.11
2023-07-28,"10,001-15,000",16,191007,0.59
2023-07-28,"100,001-200,000",7,1056913,3.3
2023-07-28,"15,001-20,000",7,124893,0.39
2023-07-28,"20,001-30,000",14,358142,1.12
2023-07-28,"200,001-400,000",15,3919703,12.26
2023-07-28,"30,001-40,000",4,138840,0.43
2023-07-28,"40,001-50,000",2,88423,0.27
2023-07-28,"400,001-600,000",5,2425608,7.58
2023-07-28,"5,001-10,000",39,313864,0.98
2023-07-28,"50,001-100,000",10,855984,2.67
2023-07-28,"600,001-800,000",2,1390546,4.35
2023-07-28,"800,001-1,000,000",0,0,0.0
2023-07-28,"more than 1,000,001",6,20691233,64.73
2023-07-28,total,390,31964785,100.0
2023-07-28,差異數調整（說明4）,0,0,0.0
2023-08-04,"1,000-5,000",201,397439,1.24
2023-08-04,1-999,74,37890,0.11
2023-08-04,"10,001-15,000",16,196353,0.61
2023-08-04,"100,001-200,000",7,1056913,3.3
2023-08-04,"15,001-20,000",7,124893,0.39
2023-08-04,"20,001-30,000",14,351142,1.09
2023-08-04,"200,001-400,000",15,3920703,12.26
2023-08-04,"30,001-40,000",4,138840,0.43
2023-08-04,"40,001-50,000",2,88423,0.27
2023-08-04,"400,001-600,000",5,2425608,7.58
2023-08-04,"5,001-10,000",36,289818,0.9
2023-08-04,"50,001-100,000",10,854984,2.67
2023-08-04,"600,001-800,000",2,1390546,4.35
2023-08-04,"800,001-1,000,000",0,0,0.0
2023-08-04,"more than 1,000,001",6,20691233,64.73
2023-08-04,total,399,31964785,100.0
2023-08-04,差異數調整（說明4）,0,0,0.0
2023-08-11,"1,000-5,000",202,403003,1.26
2023-08-11,1-999,71,36326,0.11
2023-08-11,"10,001-15,000",16,196302,0.61
2023-08-11,"100,001-200,000",8,1238760,3.87
2023-08-11,"15,001-20,000",11,190250,0.59
