date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",9307,19299377,10.8
2015-01-30,1-999,6844,1015615,0.56
2015-01-30,"10,001-15,000",410,5080847,2.84
2015-01-30,"100,001-200,000",37,5075379,2.84
2015-01-30,"15,001-20,000",223,4113713,2.3
2015-01-30,"20,001-30,000",190,4732104,2.64
2015-01-30,"200,001-400,000",23,6687805,3.74
2015-01-30,"30,001-40,000",90,3181452,1.78
2015-01-30,"40,001-50,000",37,1688603,0.94
2015-01-30,"400,001-600,000",6,3006620,1.68
2015-01-30,"5,001-10,000",1352,10473930,5.86
2015-01-30,"50,001-100,000",84,5898388,3.3
2015-01-30,"600,001-800,000",2,1237635,0.69
2015-01-30,"800,001-1,000,000",1,866000,0.48
2015-01-30,"more than 1,000,001",14,106338621,59.5
2015-01-30,total,18620,178696089,100.0
2015-02-26,"1,000-5,000",9221,19078120,10.67
2015-02-26,1-999,6830,1013757,0.56
2015-02-26,"10,001-15,000",411,5103542,2.85
2015-02-26,"100,001-200,000",37,4994379,2.79
2015-02-26,"15,001-20,000",218,4032377,2.25
2015-02-26,"20,001-30,000",189,4685555,2.62
2015-02-26,"200,001-400,000",26,7491805,4.19
2015-02-26,"30,001-40,000",92,3251982,1.81
2015-02-26,"40,001-50,000",37,1702582,0.95
2015-02-26,"400,001-600,000",5,2469620,1.38
2015-02-26,"5,001-10,000",1344,10366705,5.8
2015-02-26,"50,001-100,000",85,6064409,3.39
2015-02-26,"600,001-800,000",2,1237635,0.69
2015-02-26,"800,001-1,000,000",1,827000,0.46
2015-02-26,"more than 1,000,001",14,106376621,59.52
2015-02-26,total,18512,178696089,100.0
2015-03-31,"1,000-5,000",9092,18802433,10.52
2015-03-31,1-999,6794,1009461,0.56
2015-03-31,"10,001-15,000",399,4949847,2.76
2015-03-31,"100,001-200,000",42,5621379,3.14
2015-03-31,"15,001-20,000",217,4007781,2.24
2015-03-31,"20,001-30,000",191,4757121,2.66
2015-03-31,"200,001-400,000",22,6102711,3.41
2015-03-31,"30,001-40,000",90,3201104,1.79
2015-03-31,"40,001-50,000",40,1863251,1.04
2015-03-31,"400,001-600,000",6,3153720,1.76
2015-03-31,"5,001-10,000",1346,10363331,5.79
2015-03-31,"50,001-100,000",79,5648700,3.16
2015-03-31,"600,001-800,000",4,2788629,1.56
2015-03-31,"800,001-1,000,000",0,0,0.0
2015-03-31,"more than 1,000,001",14,106426621,59.55
2015-03-31,total,18336,178696089,100.0
2015-04-30,"1,000-5,000",9122,18969369,10.61
2015-04-30,1-999,6789,1002413,0.56
2015-04-30,"10,001-15,000",418,5211060,2.91
2015-04-30,"100,001-200,000",42,5541599,3.1
2015-04-30,"15,001-20,000",220,4068429,2.27
2015-04-30,"20,001-30,000",187,4652456,2.6
2015-04-30,"200,001-400,000",18,4654551,2.6
2015-04-30,"30,001-40,000",101,3539736,1.98
2015-04-30,"40,001-50,000",43,1987780,1.11
2015-04-30,"400,001-600,000",10,4870974,2.72
2015-04-30,"5,001-10,000",1368,10631313,5.94
2015-04-30,"50,001-100,000",82,5922553,3.31
2015-04-30,"600,001-800,000",3,2258535,1.26
2015-04-30,"800,001-1,000,000",1,859000,0.48
2015-04-30,"more than 1,000,001",14,104526321,58.49
2015-04-30,total,18418,178696089,100.0
2015-05-08,"1,000-5,000",9155,19022118,10.64
2015-05-08,1-999,6783,998444,0.55
2015-05-08,"10,001-15,000",424,5303185,2.96
2015-05-08,"100,001-200,000",46,6112822,3.42
2015-05-08,"15,001-20,000",227,4203981,2.35
2015-05-08,"20,001-30,000",194,4827111,2.7
2015-05-08,"200,001-400,000",15,3732918,2.08
2015-05-08,"30,001-40,000",104,3679701,2.05
2015-05-08,"40,001-50,000",46,2131780,1.19
2015-05-08,"400,001-600,000",11,5247607,2.93
2015-05-08,"5,001-10,000",1405,10969746,6.13
2015-05-08,"50,001-100,000",85,6137820,3.43
2015-05-08,"600,001-800,000",3,2158535,1.2
2015-05-08,"800,001-1,000,000",1,859000,0.48
2015-05-08,"more than 1,000,001",14,103311321,57.81
2015-05-08,total,18513,178696089,100.0
2015-05-15,"1,000-5,000",9099,18954344,10.6
2015-05-15,1-999,6733,994274,0.55
2015-05-15,"10,001-15,000",436,5438424,3.04
2015-05-15,"100,001-200,000",48,6404042,3.58
2015-05-15,"15,001-20,000",230,4260782,2.38
2015-05-15,"20,001-30,000",204,5090241,2.84
2015-05-15,"200,001-400,000",15,4016792,2.24
