date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",9982,20536940,20.2
2015-01-30,1-999,3121,308377,0.3
2015-01-30,"10,001-15,000",421,5400744,5.31
2015-01-30,"100,001-200,000",36,5182572,5.09
2015-01-30,"15,001-20,000",263,4883762,4.8
2015-01-30,"20,001-30,000",198,5035158,4.95
2015-01-30,"200,001-400,000",14,4067422,4.0
2015-01-30,"30,001-40,000",95,3409905,3.35
2015-01-30,"40,001-50,000",55,2523745,2.48
2015-01-30,"400,001-600,000",9,4237239,4.16
2015-01-30,"5,001-10,000",1397,10986317,10.8
2015-01-30,"50,001-100,000",82,5882897,5.78
2015-01-30,"600,001-800,000",3,2096847,2.06
2015-01-30,"800,001-1,000,000",2,1745000,1.71
2015-01-30,"more than 1,000,001",5,25348035,24.93
2015-01-30,total,15683,101644960,100.0
2015-02-26,"1,000-5,000",9909,20470369,20.13
2015-02-26,1-999,3255,306710,0.3
2015-02-26,"10,001-15,000",411,5249389,5.16
2015-02-26,"100,001-200,000",40,5644329,5.55
2015-02-26,"15,001-20,000",265,4918967,4.83
2015-02-26,"20,001-30,000",201,5091016,5.0
2015-02-26,"200,001-400,000",12,3725422,3.66
2015-02-26,"30,001-40,000",98,3542213,3.48
2015-02-26,"40,001-50,000",53,2424437,2.38
2015-02-26,"400,001-600,000",9,4138239,4.07
2015-02-26,"5,001-10,000",1400,10985211,10.8
2015-02-26,"50,001-100,000",85,6028776,5.93
2015-02-26,"600,001-800,000",4,2893847,2.84
2015-02-26,"800,001-1,000,000",1,873000,0.85
2015-02-26,"more than 1,000,001",5,25353035,24.94
2015-02-26,total,15748,101644960,100.0
2015-03-31,"1,000-5,000",9758,20108132,19.78
2015-03-31,1-999,4448,309464,0.3
2015-03-31,"10,001-15,000",405,5165693,5.08
2015-03-31,"100,001-200,000",31,4369329,4.29
2015-03-31,"15,001-20,000",263,4886224,4.8
2015-03-31,"20,001-30,000",202,5086839,5.0
2015-03-31,"200,001-400,000",15,4268366,4.19
2015-03-31,"30,001-40,000",100,3609501,3.55
2015-03-31,"40,001-50,000",58,2666592,2.62
2015-03-31,"400,001-600,000",10,4835295,4.75
2015-03-31,"5,001-10,000",1393,10944013,10.76
2015-03-31,"50,001-100,000",84,5956630,5.86
2015-03-31,"600,001-800,000",4,2941847,2.89
2015-03-31,"800,001-1,000,000",1,873000,0.85
2015-03-31,"more than 1,000,001",5,25624035,25.2
2015-03-31,total,16777,101644960,100.0
2015-04-30,"1,000-5,000",9699,20050721,19.72
2015-04-30,1-999,5442,304289,0.29
2015-04-30,"10,001-15,000",398,5073004,4.99
2015-04-30,"100,001-200,000",32,4704329,4.62
2015-04-30,"15,001-20,000",273,5010952,4.92
2015-04-30,"20,001-30,000",211,5325992,5.23
2015-04-30,"200,001-400,000",13,3311938,3.25
2015-04-30,"30,001-40,000",101,3617946,3.55
2015-04-30,"40,001-50,000",60,2741717,2.69
2015-04-30,"400,001-600,000",10,4920248,4.84
2015-04-30,"5,001-10,000",1418,11130216,10.95
2015-04-30,"50,001-100,000",87,6097726,5.99
2015-04-30,"600,001-800,000",5,3456847,3.4
2015-04-30,"800,001-1,000,000",2,1752000,1.72
2015-04-30,"more than 1,000,001",4,24147035,23.75
2015-04-30,total,17755,101644960,100.0
2015-05-08,"1,000-5,000",9688,20068617,19.74
2015-05-08,1-999,5462,307368,0.3
2015-05-08,"10,001-15,000",404,5158592,5.07
2015-05-08,"100,001-200,000",37,5264500,5.17
2015-05-08,"15,001-20,000",266,4910302,4.83
2015-05-08,"20,001-30,000",217,5474100,5.38
2015-05-08,"200,001-400,000",17,4840938,4.76
2015-05-08,"30,001-40,000",98,3508638,3.45
2015-05-08,"40,001-50,000",64,2906794,2.85
2015-05-08,"400,001-600,000",7,3348455,3.29
2015-05-08,"5,001-10,000",1441,11327734,11.14
2015-05-08,"50,001-100,000",82,5807247,5.71
2015-05-08,"600,001-800,000",6,4021640,3.95
2015-05-08,"800,001-1,000,000",1,873000,0.85
2015-05-08,"more than 1,000,001",4,23827035,23.44
2015-05-08,total,17794,101644960,100.0
2015-05-15,"1,000-5,000",9620,19987539,19.66
2015-05-15,1-999,5536,305785,0.3
2015-05-15,"10,001-15,000",414,5264561,5.17
2015-05-15,"100,001-200,000",36,5223500,5.13
2015-05-15,"15,001-20,000",263,4847302,4.76
2015-05-15,"20,001-30,000",220,5565882,5.47
2015-05-15,"200,001-400,000",13,3650366,3.59
2015-05-15,"30,001-40,000",102,3661222,3.6
2015-05-15,"40,001-50,000",64,2923796,2.87
2015-05-15,"400,001-600,000",11,5485027,5.39
2015-05-15,"5,001-10,000",1451,11397070,11.21
2015-05-15,"50,001-100,000",84,5953235,5.85
2015-05-15,"600,001-800,000",4,2652640,2.6
2015-05-15,"800,001-1,000,000",1,873000,0.85
2015-05-15,"more than 1,000,001",4,23854035,23.46
2015-05-15,total,17823,101644960,100.0
2015-05-22,"1,000-5,000",9577,19865098,19.54
2015-05-22,1-999,5607,305507,0.3
2015-05-22,"10,001-15,000",410,5217173,5.13
2015-05-22,"100,001-200,000",39,5614490,5.52
2015-05-22,"15,001-20,000",275,5082148,4.99
2015-05-22,"20,001-30,000",228,5803117,5.7
2015-05-22,"200,001-400,000",13,3488475,3.43
2015-05-22,"30,001-40,000",99,3565669,3.5
2015-05-22,"40,001-50,000",62,2836934,2.79
2015-05-22,"400,001-600,000",11,5093027,5.01
2015-05-22,"5,001-10,000",1455,11468511,11.28
2015-05-22,"50,001-100,000",87,6076136,5.97
2015-05-22,"600,001-800,000",4,2626640,2.58
2015-05-22,"800,001-1,000,000",1,873000,0.85
2015-05-22,"more than 1,000,001",4,23729035,23.34
2015-05-22,total,17872,101644960,100.0
2015-05-29,"1,000-5,000",9586,19954183,19.63
2015-05-29,1-999,5600,305737,0.3
2015-05-29,"10,001-15,000",399,5057771,4.97
2015-05-29,"100,001-200,000",37,5258500,5.17
2015-05-29,"15,001-20,000",263,4870963,4.79
2015-05-29,"20,001-30,000",239,6094286,5.99
2015-05-29,"200,001-400,000",16,4526465,4.45
2015-05-29,"30,001-40,000",101,3641669,3.58
2015-05-29,"40,001-50,000",61,2787242,2.74
2015-05-29,"400,001-600,000",9,4263455,4.19
2015-05-29,"5,001-10,000",1446,11449614,11.26
2015-05-29,"50,001-100,000",89,6189828,6.08
2015-05-29,"600,001-800,000",3,2042640,2.0
2015-05-29,"800,001-1,000,000",2,1764572,1.73
2015-05-29,"more than 1,000,001",4,23438035,23.05
2015-05-29,total,17855,101644960,100.0
2015-06-05,"1,000-5,000",9549,19876258,19.55
2015-06-05,1-999,5609,305747,0.3
2015-06-05,"10,001-15,000",413,5244697,5.15
2015-06-05,"100,001-200,000",36,5039743,4.95
2015-06-05,"15,001-20,000",262,4849238,4.77
2015-06-05,"20,001-30,000",230,5874040,5.77
2015-06-05,"200,001-400,000",18,4877309,4.79
2015-06-05,"30,001-40,000",104,3750777,3.69
2015-06-05,"40,001-50,000",65,2979453,2.93
2015-06-05,"400,001-600,000",10,4578455,4.5
2015-06-05,"5,001-10,000",1459,11566168,11.37
2015-06-05,"50,001-100,000",90,6269828,6.16
2015-06-05,"600,001-800,000",3,2157212,2.12
2015-06-05,"800,001-1,000,000",1,873000,0.85
2015-06-05,"more than 1,000,001",4,23403035,23.02
2015-06-05,total,17853,101644960,100.0
2015-06-12,"1,000-5,000",9478,19780760,19.46
2015-06-12,1-999,5612,305225,0.3
2015-06-12,"10,001-15,000",431,5505750,5.41
2015-06-12,"100,001-200,000",34,4961281,4.88
2015-06-12,"15,001-20,000",277,5120068,5.03
2015-06-12,"20,001-30,000",233,5938660,5.84
2015-06-12,"200,001-400,000",21,5803309,5.7
2015-06-12,"30,001-40,000",112,4024915,3.95
2015-06-12,"40,001-50,000",64,2984453,2.93
2015-06-12,"400,001-600,000",6,2710455,2.66
2015-06-12,"5,001-10,000",1480,11694009,11.5
2015-06-12,"50,001-100,000",97,6750828,6.64
2015-06-12,"600,001-800,000",3,2187640,2.15
2015-06-12,"800,001-1,000,000",1,873000,0.85
2015-06-12,"more than 1,000,001",4,23004607,22.63
2015-06-12,total,17853,101644960,100.0
2015-06-18,"1,000-5,000",9468,19767145,19.44
2015-06-18,1-999,5613,303335,0.29
2015-06-18,"10,001-15,000",432,5511475,5.42
2015-06-18,"100,001-200,000",38,5488281,5.39
