date,level,people,holding_shares,percent
2015-03-31,"1,000-5,000",12540,19897346,7.41
2015-03-31,1-999,1465,197688,0.07
2015-03-31,"10,001-15,000",530,6671714,2.48
2015-03-31,"100,001-200,000",120,16872705,6.28
2015-03-31,"15,001-20,000",348,6476928,2.41
2015-03-31,"20,001-30,000",327,8202408,3.05
2015-03-31,"200,001-400,000",29,7807541,2.91
2015-03-31,"30,001-40,000",171,6096556,2.27
2015-03-31,"40,001-50,000",129,6033488,2.24
2015-03-31,"400,001-600,000",17,8429746,3.14
2015-03-31,"5,001-10,000",1647,12896713,4.8
2015-03-31,"50,001-100,000",220,15909796,5.93
2015-03-31,"600,001-800,000",3,2021652,0.75
2015-03-31,"800,001-1,000,000",4,3579188,1.33
2015-03-31,"more than 1,000,001",8,147193412,54.86
2015-03-31,total,17558,268286881,100.0
2015-04-30,"1,000-5,000",13510,25156196,9.37
2015-04-30,1-999,1609,229219,0.08
2015-04-30,"10,001-15,000",531,6746078,2.51
2015-04-30,"100,001-200,000",100,13939660,5.19
2015-04-30,"15,001-20,000",339,6326434,2.35
2015-04-30,"20,001-30,000",326,8277329,3.08
2015-04-30,"200,001-400,000",38,10562975,3.93
2015-04-30,"30,001-40,000",155,5483994,2.04
2015-04-30,"40,001-50,000",118,5497188,2.04
2015-04-30,"400,001-600,000",10,4830096,1.79
2015-04-30,"5,001-10,000",1810,14640829,5.45
2015-04-30,"50,001-100,000",215,15356281,5.72
2015-04-30,"600,001-800,000",3,2131652,0.79
2015-04-30,"800,001-1,000,000",4,3662188,1.36
2015-04-30,"more than 1,000,001",8,145586412,54.23
2015-04-30,total,18776,268426531,100.0
2015-05-08,"1,000-5,000",14033,26642026,9.92
2015-05-08,1-999,1613,230763,0.08
2015-05-08,"10,001-15,000",535,6784047,2.52
2015-05-08,"100,001-200,000",101,13943590,5.19
2015-05-08,"15,001-20,000",330,6135587,2.28
2015-05-08,"20,001-30,000",341,8695729,3.23
2015-05-08,"200,001-400,000",35,9749975,3.63
2015-05-08,"30,001-40,000",164,5830535,2.17
2015-05-08,"40,001-50,000",116,5403739,2.01
2015-05-08,"400,001-600,000",8,3884096,1.44
2015-05-08,"5,001-10,000",1885,15234889,5.67
2015-05-08,"50,001-100,000",213,15143303,5.64
2015-05-08,"600,001-800,000",2,1331652,0.49
2015-05-08,"800,001-1,000,000",4,3662188,1.36
2015-05-08,"more than 1,000,001",8,145754412,54.29
2015-05-08,total,19388,268426531,100.0
2015-05-15,"1,000-5,000",14394,27720462,10.32
2015-05-15,1-999,1599,231142,0.08
2015-05-15,"10,001-15,000",572,7247621,2.7
2015-05-15,"100,001-200,000",100,13734789,5.11
2015-05-15,"15,001-20,000",339,6311586,2.35
2015-05-15,"20,001-30,000",336,8463077,3.15
2015-05-15,"200,001-400,000",33,9022426,3.36
2015-05-15,"30,001-40,000",162,5754467,2.14
2015-05-15,"40,001-50,000",116,5419457,2.01
2015-05-15,"400,001-600,000",8,3859096,1.43
2015-05-15,"5,001-10,000",1982,15933775,5.93
2015-05-15,"50,001-100,000",204,14395381,5.36
2015-05-15,"600,001-800,000",1,661652,0.24
2015-05-15,"800,001-1,000,000",5,4562188,1.69
2015-05-15,"more than 1,000,001",8,145109412,54.05
2015-05-15,total,19859,268426531,100.0
2015-05-22,"1,000-5,000",14633,28220540,10.51
2015-05-22,1-999,1596,232445,0.08
2015-05-22,"10,001-15,000",609,7716720,2.87
2015-05-22,"100,001-200,000",97,13394961,4.99
2015-05-22,"15,001-20,000",337,6287862,2.34
2015-05-22,"20,001-30,000",328,8252318,3.07
2015-05-22,"200,001-400,000",33,8982009,3.34
2015-05-22,"30,001-40,000",159,5686814,2.11
2015-05-22,"40,001-50,000",115,5379304,2.0
2015-05-22,"400,001-600,000",9,4297096,1.6
2015-05-22,"5,001-10,000",2019,16228598,6.04
2015-05-22,"50,001-100,000",204,14526612,5.41
2015-05-22,"600,001-800,000",1,661652,0.24
