date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",3934,8163965,12.34
2015-01-30,1-999,896,142292,0.21
2015-01-30,"10,001-15,000",135,1766653,2.67
2015-01-30,"100,001-200,000",24,3208738,4.85
2015-01-30,"15,001-20,000",96,1794248,2.71
2015-01-30,"20,001-30,000",85,2209290,3.34
2015-01-30,"200,001-400,000",14,4063000,6.14
2015-01-30,"30,001-40,000",44,1571400,2.37
2015-01-30,"40,001-50,000",15,713000,1.07
2015-01-30,"400,001-600,000",10,4529546,6.85
2015-01-30,"5,001-10,000",516,4157229,6.28
2015-01-30,"50,001-100,000",23,1667894,2.52
2015-01-30,"600,001-800,000",2,1561278,2.36
2015-01-30,"800,001-1,000,000",2,1670359,2.52
2015-01-30,"more than 1,000,001",6,28904108,43.71
2015-01-30,total,5802,66123000,100.0
2015-02-26,"1,000-5,000",3999,8323107,12.58
2015-02-26,1-999,895,143490,0.21
2015-02-26,"10,001-15,000",138,1809313,2.73
2015-02-26,"100,001-200,000",18,2483738,3.75
2015-02-26,"15,001-20,000",92,1715248,2.59
2015-02-26,"20,001-30,000",91,2361290,3.57
2015-02-26,"200,001-400,000",17,4863000,7.35
2015-02-26,"30,001-40,000",44,1574400,2.38
2015-02-26,"40,001-50,000",18,857000,1.29
2015-02-26,"400,001-600,000",8,3670546,5.55
2015-02-26,"5,001-10,000",522,4252229,6.43
2015-02-26,"50,001-100,000",27,1955894,2.95
2015-02-26,"600,001-800,000",2,1561278,2.36
2015-02-26,"800,001-1,000,000",2,1670359,2.52
2015-02-26,"more than 1,000,001",6,28882108,43.67
2015-02-26,total,5879,66123000,100.0
2015-03-31,"1,000-5,000",4155,8497888,12.85
2015-03-31,1-999,911,141616,0.21
2015-03-31,"10,001-15,000",129,1702313,2.57
2015-03-31,"100,001-200,000",20,2623738,3.96
2015-03-31,"15,001-20,000",106,2000248,3.02
2015-03-31,"20,001-30,000",83,2186290,3.3
2015-03-31,"200,001-400,000",13,3545369,5.36
2015-03-31,"30,001-40,000",38,1352400,2.04
2015-03-31,"40,001-50,000",25,1188000,1.79
2015-03-31,"400,001-600,000",7,3433546,5.19
2015-03-31,"5,001-10,000",541,4491322,6.79
2015-03-31,"50,001-100,000",29,2028975,3.06
2015-03-31,"600,001-800,000",2,1519828,2.29
2015-03-31,"800,001-1,000,000",3,2540359,3.84
2015-03-31,"more than 1,000,001",6,28871108,43.66
2015-03-31,total,6068,66123000,100.0
2015-04-30,"1,000-5,000",3954,8097823,12.24
2015-04-30,1-999,919,138989,0.21
2015-04-30,"10,001-15,000",126,1659313,2.5
2015-04-30,"100,001-200,000",19,2495738,3.77
2015-04-30,"15,001-20,000",99,1850248,2.79
2015-04-30,"20,001-30,000",78,2102290,3.17
2015-04-30,"200,001-400,000",13,3558450,5.38
2015-04-30,"30,001-40,000",45,1614400,2.44
2015-04-30,"40,001-50,000",21,994000,1.5
2015-04-30,"400,001-600,000",6,2933546,4.43
2015-04-30,"5,001-10,000",512,4219322,6.38
2015-04-30,"50,001-100,000",28,2016667,3.04
2015-04-30,"600,001-800,000",4,2929747,4.43
2015-04-30,"800,001-1,000,000",3,2554359,3.86
2015-04-30,"more than 1,000,001",6,28958108,43.79
2015-04-30,total,5833,66123000,100.0
2015-05-08,"1,000-5,000",4001,8239470,12.46
2015-05-08,1-999,921,139342,0.21
2015-05-08,"10,001-15,000",131,1723313,2.6
2015-05-08,"100,001-200,000",21,2727738,4.12
2015-05-08,"15,001-20,000",104,1947248,2.94
2015-05-08,"20,001-30,000",72,1938290,2.93
2015-05-08,"200,001-400,000",13,3659450,5.53
2015-05-08,"30,001-40,000",49,1746400,2.64
2015-05-08,"40,001-50,000",18,849000,1.28
2015-05-08,"400,001-600,000",5,2487546,3.76
2015-05-08,"5,001-10,000",528,4348322,6.57
2015-05-08,"50,001-100,000",28,1973667,2.98
2015-05-08,"600,001-800,000",4,2901747,4.38
2015-05-08,"800,001-1,000,000",3,2533359,3.83
2015-05-08,"more than 1,000,001",6,28908108,43.71
2015-05-08,total,5904,66123000,100.0
2015-05-15,"1,000-5,000",4021,8283470,12.52
2015-05-15,1-999,922,138846,0.2
