date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",2397,4831713,9.81
2015-01-30,1-999,280,66669,0.13
2015-01-30,"10,001-15,000",149,1884699,3.82
2015-01-30,"100,001-200,000",18,2734438,5.55
2015-01-30,"15,001-20,000",74,1353322,2.74
2015-01-30,"20,001-30,000",83,2107026,4.28
2015-01-30,"200,001-400,000",3,838092,1.7
2015-01-30,"30,001-40,000",34,1222560,2.48
2015-01-30,"40,001-50,000",37,1653239,3.35
2015-01-30,"400,001-600,000",5,2243515,4.55
2015-01-30,"5,001-10,000",380,3020264,6.13
2015-01-30,"50,001-100,000",46,3174085,6.44
2015-01-30,"600,001-800,000",2,1385558,2.81
2015-01-30,"800,001-1,000,000",0,0,0.0
2015-01-30,"more than 1,000,001",1,22699420,46.12
2015-01-30,total,3509,49214600,100.0
2015-02-26,"1,000-5,000",2397,4943083,10.04
2015-02-26,1-999,291,69333,0.14
2015-02-26,"10,001-15,000",153,1953932,3.97
2015-02-26,"100,001-200,000",16,2291360,4.65
2015-02-26,"15,001-20,000",79,1463295,2.97
2015-02-26,"20,001-30,000",86,2183899,4.43
2015-02-26,"200,001-400,000",4,1079092,2.19
2015-02-26,"30,001-40,000",33,1173909,2.38
2015-02-26,"40,001-50,000",33,1463512,2.97
2015-02-26,"400,001-600,000",5,2262770,4.59
2015-02-26,"5,001-10,000",425,3300574,6.7
2015-02-26,"50,001-100,000",43,2958863,6.01
2015-02-26,"600,001-800,000",2,1371558,2.78
2015-02-26,"800,001-1,000,000",0,0,0.0
2015-02-26,"more than 1,000,001",1,22699420,46.12
2015-02-26,total,3568,49214600,100.0
2015-03-31,"1,000-5,000",2444,5020626,10.2
2015-03-31,1-999,318,70441,0.14
2015-03-31,"10,001-15,000",148,1891474,3.84
2015-03-31,"100,001-200,000",17,2515997,5.11
2015-03-31,"15,001-20,000",74,1365186,2.77
2015-03-31,"20,001-30,000",75,1887698,3.83
2015-03-31,"200,001-400,000",3,801200,1.62
2015-03-31,"30,001-40,000",39,1379189,2.8
2015-03-31,"40,001-50,000",31,1362112,2.76
2015-03-31,"400,001-600,000",5,2235770,4.54
2015-03-31,"5,001-10,000",431,3401722,6.91
2015-03-31,"50,001-100,000",47,3224207,6.55
2015-03-31,"600,001-800,000",2,1359558,2.76
2015-03-31,"800,001-1,000,000",0,0,0.0
2015-03-31,"more than 1,000,001",1,22699420,46.12
2015-03-31,total,3635,49214600,100.0
2015-04-30,"1,000-5,000",2627,5476433,11.12
2015-04-30,1-999,351,77475,0.15
2015-04-30,"10,001-15,000",154,1979284,4.02
2015-04-30,"100,001-200,000",15,2263116,4.59
2015-04-30,"15,001-20,000",72,1339927,2.72
2015-04-30,"20,001-30,000",86,2204992,4.48
2015-04-30,"200,001-400,000",4,1209456,2.45
2015-04-30,"30,001-40,000",39,1361663,2.76
2015-04-30,"40,001-50,000",32,1451066,2.94
2015-04-30,"400,001-600,000",4,1830514,3.71
2015-04-30,"5,001-10,000",464,3664369,7.44
2015-04-30,"50,001-100,000",35,2317327,4.7
2015-04-30,"600,001-800,000",2,1339558,2.72
2015-04-30,"800,001-1,000,000",0,0,0.0
2015-04-30,"more than 1,000,001",1,22699420,46.12
2015-04-30,total,3886,49214600,100.0
2015-05-08,"1,000-5,000",2556,5352367,10.87
2015-05-08,1-999,349,77901,0.15
2015-05-08,"10,001-15,000",151,1939924,3.94
2015-05-08,"100,001-200,000",14,2089116,4.24
2015-05-08,"15,001-20,000",70,1305927,2.65
2015-05-08,"20,001-30,000",87,2216873,4.5
2015-05-08,"200,001-400,000",5,1560456,3.17
2015-05-08,"30,001-40,000",38,1329378,2.7
2015-05-08,"40,001-50,000",30,1347870,2.73
2015-05-08,"400,001-600,000",4,1825514,3.7
2015-05-08,"5,001-10,000",460,3626969,7.36
2015-05-08,"50,001-100,000",37,2503327,5.08
2015-05-08,"600,001-800,000",2,1339558,2.72
2015-05-08,"800,001-1,000,000",0,0,0.0
2015-05-08,"more than 1,000,001",1,22699420,46.12
2015-05-08,total,3804,49214600,100.0
2015-05-15,"1,000-5,000",2491,5312890,10.79
2015-05-15,1-999,364,81614,0.16
2015-05-15,"10,001-15,000",149,1942589,3.94
2015-05-15,"100,001-200,000",15,2207736,4.48
2015-05-15,"15,001-20,000",78,1439427,2.92
2015-05-15,"20,001-30,000",91,2336638,4.74
2015-05-15,"200,001-400,000",4,1206456,2.45
2015-05-15,"30,001-40,000",32,1120293,2.27
2015-05-15,"40,001-50,000",28,1220501,2.47
2015-05-15,"400,001-600,000",4,1851100,3.76
2015-05-15,"5,001-10,000",459,3653637,7.42
2015-05-15,"50,001-100,000",41,2802741,5.69
2015-05-15,"600,001-800,000",2,1339558,2.72
2015-05-15,"800,001-1,000,000",0,0,0.0
2015-05-15,"more than 1,000,001",1,22699420,46.12
2015-05-15,total,3759,49214600,100.0
2015-05-22,"1,000-5,000",2424,5154660,10.47
2015-05-22,1-999,363,78109,0.15
2015-05-22,"10,001-15,000",139,1830140,3.71
2015-05-22,"100,001-200,000",15,2241736,4.55
2015-05-22,"15,001-20,000",79,1468107,2.98
2015-05-22,"20,001-30,000",88,2257462,4.58
2015-05-22,"200,001-400,000",5,1468456,2.98
2015-05-22,"30,001-40,000",37,1306789,2.65
2015-05-22,"40,001-50,000",25,1090603,2.21
2015-05-22,"400,001-600,000",4,1902514,3.86
2015-05-22,"5,001-10,000",463,3688821,7.49
2015-05-22,"50,001-100,000",39,2688225,5.46
2015-05-22,"600,001-800,000",2,1339558,2.72
2015-05-22,"800,001-1,000,000",0,0,0.0
2015-05-22,"more than 1,000,001",1,22699420,46.12
2015-05-22,total,3684,49214600,100.0
2015-05-29,"1,000-5,000",2408,5102643,10.36
2015-05-29,1-999,365,81190,0.16
2015-05-29,"10,001-15,000",143,1882420,3.82
2015-05-29,"100,001-200,000",17,2523736,5.12
2015-05-29,"15,001-20,000",80,1483107,3.01
2015-05-29,"20,001-30,000",82,2095114,4.25
2015-05-29,"200,001-400,000",5,1468456,2.98
2015-05-29,"30,001-40,000",42,1475137,2.99
2015-05-29,"40,001-50,000",25,1095603,2.22
2015-05-29,"400,001-600,000",4,1902514,3.86
2015-05-29,"5,001-10,000",448,3548477,7.21
2015-05-29,"50,001-100,000",37,2517225,5.11
2015-05-29,"600,001-800,000",2,1339558,2.72
2015-05-29,"800,001-1,000,000",0,0,0.0
2015-05-29,"more than 1,000,001",1,22699420,46.12
2015-05-29,total,3659,49214600,100.0
2015-06-05,"1,000-5,000",2353,4970858,10.1
2015-06-05,1-999,370,79206,0.16
2015-06-05,"10,001-15,000",154,2025596,4.11
2015-06-05,"100,001-200,000",16,2288136,4.64
2015-06-05,"15,001-20,000",84,1541127,3.13
2015-06-05,"20,001-30,000",80,2015862,4.09
2015-06-05,"200,001-400,000",5,1487456,3.02
2015-06-05,"30,001-40,000",47,1660893,3.37
2015-06-05,"40,001-50,000",28,1246863,2.53
2015-06-05,"400,001-600,000",4,1902514,3.86
2015-06-05,"5,001-10,000",458,3607146,7.32
2015-06-05,"50,001-100,000",35,2344965,4.76
2015-06-05,"600,001-800,000",2,1344558,2.73
2015-06-05,"800,001-1,000,000",0,0,0.0
2015-06-05,"more than 1,000,001",1,22699420,46.12
2015-06-05,total,3637,49214600,100.0
2015-06-12,"1,000-5,000",2277,4840239,9.83
2015-06-12,1-999,373,80952,0.16
2015-06-12,"10,001-15,000",149,1952776,3.96
2015-06-12,"100,001-200,000",16,2329136,4.73
2015-06-12,"15,001-20,000",88,1623127,3.29
2015-06-12,"20,001-30,000",80,2050855,4.16
2015-06-12,"200,001-400,000",5,1487456,3.02
2015-06-12,"30,001-40,000",47,1658893,3.37
2015-06-12,"40,001-50,000",31,1374642,2.79
2015-06-12,"400,001-600,000",4,1902514,3.86
2015-06-12,"5,001-10,000",449,3544106,7.2
2015-06-12,"50,001-100,000",34,2310926,4.69
2015-06-12,"600,001-800,000",2,1359558,2.76
2015-06-12,"800,001-1,000,000",0,0,0.0
2015-06-12,"more than 1,000,001",1,22699420,46.12
2015-06-12,total,3556,49214600,100.0
2015-06-18,"1,000-5,000",2288,4889113,9.93
2015-06-18,1-999,373,81007,0.16
2015-06-18,"10,001-15,000",150,1964280,3.99
2015-06-18,"100,001-200,000",17,2423244,4.92
2015-06-18,"15,001-20,000",88,1627623,3.3
2015-06-18,"20,001-30,000",77,1961855,3.98
2015-06-18,"200,001-400,000",6,1703348,3.46
2015-06-18,"30,001-40,000",43,1516893,3.08
2015-06-18,"40,001-50,000",29,1282642,2.6
2015-06-18,"400,001-600,000",4,1902514,3.86
2015-06-18,"5,001-10,000",449,3528177,7.16
2015-06-18,"50,001-100,000",34,2274926,4.62
2015-06-18,"600,001-800,000",2,1359558,2.76
2015-06-18,"800,001-1,000,000",0,0,0.0
2015-06-18,"more than 1,000,001",1,22699420,46.12
2015-06-18,total,3561,49214600,100.0
2015-06-26,"1,000-5,000",2282,4873366,9.9
2015-06-26,1-999,372,80126,0.16
2015-06-26,"10,001-15,000",141,1847180,3.75
2015-06-26,"100,001-200,000",17,2391244,4.85
2015-06-26,"15,001-20,000",91,1668623,3.39
2015-06-26,"20,001-30,000",79,2009855,4.08
2015-06-26,"200,001-400,000",6,1793456,3.64
2015-06-26,"30,001-40,000",42,1489893,3.02
2015-06-26,"40,001-50,000",31,1374642,2.79
2015-06-26,"400,001-600,000",4,1902514,3.86
2015-06-26,"5,001-10,000",446,3526797,7.16
2015-06-26,"50,001-100,000",33,2197926,4.46
2015-06-26,"600,001-800,000",2,1359558,2.76
2015-06-26,"800,001-1,000,000",0,0,0.0
2015-06-26,"more than 1,000,001",1,22699420,46.12
2015-06-26,total,3547,49214600,100.0
2015-07-03,"1,000-5,000",2323,4911598,9.97
2015-07-03,1-999,377,80890,0.16
2015-07-03,"10,001-15,000",129,1688807,3.43
2015-07-03,"100,001-200,000",16,2309244,4.69
2015-07-03,"15,001-20,000",89,1628281,3.3
2015-07-03,"20,001-30,000",76,1957355,3.97
2015-07-03,"200,001-400,000",7,2035456,4.13
2015-07-03,"30,001-40,000",42,1480739,3.0
2015-07-03,"40,001-50,000",28,1243642,2.52
2015-07-03,"400,001-600,000",4,1902514,3.86
2015-07-03,"5,001-10,000",445,3530170,7.17
2015-07-03,"50,001-100,000",36,2388926,4.85
2015-07-03,"600,001-800,000",2,1357558,2.75
2015-07-03,"800,001-1,000,000",0,0,0.0
2015-07-03,"more than 1,000,001",1,22699420,46.12
2015-07-03,total,3575,49214600,100.0
2015-07-09,"1,000-5,000",2305,4897251,9.95
