date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",12599,28572305,5.74
2015-01-30,1-999,4753,657948,0.13
2015-01-30,"10,001-15,000",991,12099861,2.43
2015-01-30,"100,001-200,000",133,18151645,3.65
2015-01-30,"15,001-20,000",585,10961821,2.2
2015-01-30,"20,001-30,000",521,13110489,2.63
2015-01-30,"200,001-400,000",65,18062569,3.63
2015-01-30,"30,001-40,000",242,8675729,1.74
2015-01-30,"40,001-50,000",160,7516973,1.51
2015-01-30,"400,001-600,000",18,8832508,1.77
2015-01-30,"5,001-10,000",2811,22009306,4.42
2015-01-30,"50,001-100,000",280,20087053,4.04
2015-01-30,"600,001-800,000",17,11521993,2.31
2015-01-30,"800,001-1,000,000",10,9172114,1.84
2015-01-30,"more than 1,000,001",36,307694752,61.89
2015-01-30,total,23221,497127066,100.0
2015-02-26,"1,000-5,000",12667,28797245,5.79
2015-02-26,1-999,4739,655555,0.13
2015-02-26,"10,001-15,000",984,11978149,2.4
2015-02-26,"100,001-200,000",141,19468820,3.91
2015-02-26,"15,001-20,000",593,11085267,2.22
2015-02-26,"20,001-30,000",517,13125003,2.64
2015-02-26,"200,001-400,000",68,19107096,3.84
2015-02-26,"30,001-40,000",227,8116423,1.63
2015-02-26,"40,001-50,000",154,7216028,1.45
2015-02-26,"400,001-600,000",16,8134887,1.63
2015-02-26,"5,001-10,000",2815,22010891,4.42
2015-02-26,"50,001-100,000",277,19866924,3.99
2015-02-26,"600,001-800,000",18,12077912,2.42
2015-02-26,"800,001-1,000,000",10,8933114,1.79
2015-02-26,"more than 1,000,001",35,306553752,61.66
2015-02-26,total,23261,497127066,100.0
2015-03-31,"1,000-5,000",13721,30935117,6.22
2015-03-31,1-999,4739,655910,0.13
2015-03-31,"10,001-15,000",951,11634489,2.34
2015-03-31,"100,001-200,000",127,17270059,3.47
2015-03-31,"15,001-20,000",602,11289758,2.27
2015-03-31,"20,001-30,000",499,12690831,2.55
2015-03-31,"200,001-400,000",59,16919396,3.4
2015-03-31,"30,001-40,000",231,8255431,1.66
2015-03-31,"40,001-50,000",171,8067527,1.62
2015-03-31,"400,001-600,000",22,10931163,2.19
2015-03-31,"5,001-10,000",3019,24011961,4.83
2015-03-31,"50,001-100,000",266,18828643,3.78
2015-03-31,"600,001-800,000",16,10743717,2.16
2015-03-31,"800,001-1,000,000",7,6338114,1.27
2015-03-31,"more than 1,000,001",36,308554950,62.06
2015-03-31,total,24466,497127066,100.0
2015-04-30,"1,000-5,000",12596,28041750,5.69
2015-04-30,1-999,4742,655240,0.13
2015-04-30,"10,001-15,000",896,10926624,2.22
2015-04-30,"100,001-200,000",118,16078146,3.26
2015-04-30,"15,001-20,000",541,10148697,2.06
2015-04-30,"20,001-30,000",456,11468320,2.33
2015-04-30,"200,001-400,000",62,17922286,3.64
2015-04-30,"30,001-40,000",230,8237168,1.67
2015-04-30,"40,001-50,000",163,7631594,1.55
2015-04-30,"400,001-600,000",19,9447806,1.91
2015-04-30,"5,001-10,000",2757,21708167,4.41
2015-04-30,"50,001-100,000",242,16936406,3.44
2015-04-30,"600,001-800,000",16,10902831,2.21
2015-04-30,"800,001-1,000,000",5,4518000,0.91
2015-04-30,"more than 1,000,001",40,317504031,64.51
2015-04-30,total,22883,492127066,100.0
2015-05-08,"1,000-5,000",12253,27178128,5.52
2015-05-08,1-999,4757,659237,0.13
2015-05-08,"10,001-15,000",879,10667179,2.16
2015-05-08,"100,001-200,000",115,15639778,3.17
2015-05-08,"15,001-20,000",536,10057793,2.04
2015-05-08,"20,001-30,000",461,11575111,2.35
2015-05-08,"200,001-400,000",62,17784286,3.61
2015-05-08,"30,001-40,000",208,7419735,1.5
2015-05-08,"40,001-50,000",158,7415946,1.5
2015-05-08,"400,001-600,000",20,9818806,1.99
2015-05-08,"5,001-10,000",2677,21018144,4.27
2015-05-08,"50,001-100,000",245,17203587,3.49
2015-05-08,"600,001-800,000",15,10052011,2.04
2015-05-08,"800,001-1,000,000",8,7459000,1.51
2015-05-08,"more than 1,000,001",39,318178325,64.65
2015-05-08,total,22433,492127066,100.0
2015-05-15,"1,000-5,000",12011,26622815,5.4
2015-05-15,1-999,4764,658949,0.13
2015-05-15,"10,001-15,000",882,10733397,2.18
2015-05-15,"100,001-200,000",111,14956260,3.03
2015-05-15,"15,001-20,000",521,9765126,1.98
2015-05-15,"20,001-30,000",457,11432814,2.32
2015-05-15,"200,001-400,000",63,18119286,3.68
2015-05-15,"30,001-40,000",214,7599612,1.54
2015-05-15,"40,001-50,000",150,7022054,1.42
2015-05-15,"400,001-600,000",21,10466962,2.12
2015-05-15,"5,001-10,000",2628,20563287,4.17
2015-05-15,"50,001-100,000",234,16218146,3.29
2015-05-15,"600,001-800,000",17,11672189,2.37
2015-05-15,"800,001-1,000,000",5,4481931,0.91
2015-05-15,"more than 1,000,001",40,321814238,65.39
2015-05-15,total,22118,492127066,100.0
2015-05-22,"1,000-5,000",11852,26205534,5.32
2015-05-22,1-999,4773,657784,0.13
2015-05-22,"10,001-15,000",869,10553677,2.14
2015-05-22,"100,001-200,000",111,15045405,3.05
2015-05-22,"15,001-20,000",503,9430067,1.91
2015-05-22,"20,001-30,000",441,11003769,2.23
2015-05-22,"200,001-400,000",66,18805286,3.82
2015-05-22,"30,001-40,000",216,7700920,1.56
2015-05-22,"40,001-50,000",146,6854915,1.39
2015-05-22,"400,001-600,000",21,10396806,2.11
2015-05-22,"5,001-10,000",2613,20457104,4.15
2015-05-22,"50,001-100,000",229,16027572,3.25
2015-05-22,"600,001-800,000",17,11552989,2.34
2015-05-22,"800,001-1,000,000",5,4409000,0.89
2015-05-22,"more than 1,000,001",40,323026238,65.63
2015-05-22,total,21902,492127066,100.0
2015-05-29,"1,000-5,000",11782,26089544,5.3
2015-05-29,1-999,4772,659677,0.13
2015-05-29,"10,001-15,000",868,10578901,2.14
2015-05-29,"100,001-200,000",112,15140297,3.07
2015-05-29,"15,001-20,000",506,9496707,1.92
2015-05-29,"20,001-30,000",432,10800380,2.19
2015-05-29,"200,001-400,000",66,18503286,3.75
2015-05-29,"30,001-40,000",215,7661810,1.55
2015-05-29,"40,001-50,000",146,6838259,1.38
2015-05-29,"400,001-600,000",22,10911806,2.21
2015-05-29,"5,001-10,000",2595,20337191,4.13
2015-05-29,"50,001-100,000",225,15842547,3.21
2015-05-29,"600,001-800,000",13,8696918,1.76
2015-05-29,"800,001-1,000,000",8,7137071,1.45
2015-05-29,"more than 1,000,001",40,323432672,65.72
2015-05-29,total,21802,492127066,100.0
2015-06-05,"1,000-5,000",11735,26054350,5.29
2015-06-05,1-999,4758,658867,0.13
2015-06-05,"10,001-15,000",872,10625426,2.15
2015-06-05,"100,001-200,000",113,15341812,3.11
2015-06-05,"15,001-20,000",491,9188141,1.86
2015-06-05,"20,001-30,000",450,11256862,2.28
2015-06-05,"200,001-400,000",65,18273286,3.71
2015-06-05,"30,001-40,000",211,7500262,1.52
2015-06-05,"40,001-50,000",148,6926966,1.4
2015-06-05,"400,001-600,000",22,10852427,2.2
2015-06-05,"5,001-10,000",2580,20207557,4.1
2015-06-05,"50,001-100,000",224,15627547,3.17
2015-06-05,"600,001-800,000",15,9997141,2.03
2015-06-05,"800,001-1,000,000",9,8105227,1.64
2015-06-05,"more than 1,000,001",40,321511195,65.33
2015-06-05,total,21733,492127066,100.0
2015-06-12,"1,000-5,000",11787,26173545,5.31
2015-06-12,1-999,4746,656247,0.13
2015-06-12,"10,001-15,000",879,10711966,2.17
2015-06-12,"100,001-200,000",114,15380024,3.12
2015-06-12,"15,001-20,000",486,9080482,1.84
2015-06-12,"20,001-30,000",451,11251180,2.28
2015-06-12,"200,001-400,000",62,17366286,3.52
2015-06-12,"30,001-40,000",215,7632698,1.55
2015-06-12,"40,001-50,000",149,7015353,1.42
2015-06-12,"400,001-600,000",24,11878541,2.41
2015-06-12,"5,001-10,000",2620,20504923,4.16
2015-06-12,"50,001-100,000",221,15534232,3.15
2015-06-12,"600,001-800,000",13,8792027,1.78
2015-06-12,"800,001-1,000,000",9,7967227,1.61
2015-06-12,"more than 1,000,001",41,322182335,65.46
2015-06-12,total,21817,492127066,100.0
2015-06-18,"1,000-5,000",11946,26598852,5.4
2015-06-18,1-999,4741,656719,0.13
2015-06-18,"10,001-15,000",879,10722566,2.17
2015-06-18,"100,001-200,000",113,15332491,3.11
2015-06-18,"15,001-20,000",494,9228453,1.87
2015-06-18,"20,001-30,000",459,11460652,2.32
2015-06-18,"200,001-400,000",59,16654736,3.38
2015-06-18,"30,001-40,000",219,7776950,1.58
2015-06-18,"40,001-50,000",149,7024353,1.42
2015-06-18,"400,001-600,000",25,12567541,2.55
2015-06-18,"5,001-10,000",2654,20794878,4.22
2015-06-18,"50,001-100,000",225,15815782,3.21
2015-06-18,"600,001-800,000",12,8102027,1.64
2015-06-18,"800,001-1,000,000",9,8113227,1.64
2015-06-18,"more than 1,000,001",41,321277839,65.28
2015-06-18,total,22025,492127066,100.0
2015-06-26,"1,000-5,000",12012,26745121,5.43
2015-06-26,1-999,4740,656450,0.13
2015-06-26,"10,001-15,000",892,10919746,2.21
2015-06-26,"100,001-200,000",116,15927313,3.23
2015-06-26,"15,001-20,000",494,9241718,1.87
2015-06-26,"20,001-30,000",464,11626299,2.36
2015-06-26,"200,001-400,000",58,16307736,3.31
2015-06-26,"30,001-40,000",223,7925241,1.61
2015-06-26,"40,001-50,000",148,6964903,1.41
2015-06-26,"400,001-600,000",23,11223361,2.28
2015-06-26,"5,001-10,000",2671,20919623,4.25
2015-06-26,"50,001-100,000",225,15786148,3.2
2015-06-26,"600,001-800,000",14,9479183,1.92
2015-06-26,"800,001-1,000,000",10,8833385,1.79
2015-06-26,"more than 1,000,001",41,319570839,64.93
2015-06-26,total,22131,492127066,100.0
2015-07-03,"1,000-5,000",12074,26905555,5.46
2015-07-03,1-999,4733,657292,0.13
2015-07-03,"10,001-15,000",889,10886299,2.21
2015-07-03,"100,001-200,000",117,16271275,3.3
2015-07-03,"15,001-20,000",497,9309252,1.89
2015-07-03,"20,001-30,000",458,11461867,2.32
2015-07-03,"200,001-400,000",55,15522736,3.15
2015-07-03,"30,001-40,000",228,8105886,1.64
2015-07-03,"40,001-50,000",151,7091903,1.44
2015-07-03,"400,001-600,000",26,12790432,2.59
2015-07-03,"5,001-10,000",2701,21142911,4.29
2015-07-03,"50,001-100,000",228,16061322,3.26
2015-07-03,"600,001-800,000",13,8819183,1.79
2015-07-03,"800,001-1,000,000",7,6204000,1.26
2015-07-03,"more than 1,000,001",42,320897153,65.2
2015-07-03,total,22219,492127066,100.0
2015-07-09,"1,000-5,000",12221,27260357,5.53
2015-07-09,1-999,4728,657049,0.13
2015-07-09,"10,001-15,000",904,11097743,2.25
2015-07-09,"100,001-200,000",120,16381057,3.32
2015-07-09,"15,001-20,000",512,9585389,1.94
2015-07-09,"20,001-30,000",461,11559653,2.34
2015-07-09,"200,001-400,000",57,16025025,3.25
2015-07-09,"30,001-40,000",230,8202932,1.66
2015-07-09,"40,001-50,000",154,7236706,1.47
2015-07-09,"400,001-600,000",25,12285361,2.49
2015-07-09,"5,001-10,000",2773,21762442,4.42
2015-07-09,"50,001-100,000",229,16187016,3.28
2015-07-09,"600,001-800,000",11,7396027,1.5
2015-07-09,"800,001-1,000,000",8,7089000,1.44
2015-07-09,"more than 1,000,001",42,319401309,64.9
2015-07-09,total,22475,492127066,100.0
2015-07-17,"1,000-5,000",12404,27790248,5.64
2015-07-17,1-999,4711,654320,0.13
2015-07-17,"10,001-15,000",926,11385869,2.31
2015-07-17,"100,001-200,000",120,16533986,3.35
2015-07-17,"15,001-20,000",544,10181037,2.06
2015-07-17,"20,001-30,000",472,11816209,2.4
2015-07-17,"200,001-400,000",59,16562096,3.36
2015-07-17,"30,001-40,000",226,8093523,1.64
2015-07-17,"40,001-50,000",167,7826248,1.59
2015-07-17,"400,001-600,000",22,10685361,2.17
2015-07-17,"5,001-10,000",2806,22053970,4.48
2015-07-17,"50,001-100,000",232,16413648,3.33
2015-07-17,"600,001-800,000",12,8124027,1.65
2015-07-17,"800,001-1,000,000",9,8103816,1.64
2015-07-17,"more than 1,000,001",40,315902708,64.19
2015-07-17,total,22750,492127066,100.0
2015-07-24,"1,000-5,000",12554,28164848,5.72
2015-07-24,1-999,4707,653165,0.13
2015-07-24,"10,001-15,000",937,11513972,2.33
2015-07-24,"100,001-200,000",125,17545473,3.56
2015-07-24,"15,001-20,000",566,10601292,2.15
2015-07-24,"20,001-30,000",468,11709453,2.37
2015-07-24,"200,001-400,000",58,16193096,3.29
2015-07-24,"30,001-40,000",233,8330000,1.69
2015-07-24,"40,001-50,000",156,7350610,1.49
2015-07-24,"400,001-600,000",21,10163361,2.06
2015-07-24,"5,001-10,000",2855,22441708,4.56
2015-07-24,"50,001-100,000",241,16985286,3.45
2015-07-24,"600,001-800,000",15,10297094,2.09
2015-07-24,"800,001-1,000,000",8,7125000,1.44
2015-07-24,"more than 1,000,001",39,313052708,63.61
2015-07-24,total,22983,492127066,100.0
2015-07-31,"1,000-5,000",12603,28323596,5.75
2015-07-31,1-999,4696,651720,0.13
2015-07-31,"10,001-15,000",937,11528496,2.34
2015-07-31,"100,001-200,000",125,17305437,3.51
2015-07-31,"15,001-20,000",570,10664498,2.16
2015-07-31,"20,001-30,000",492,12365742,2.51
2015-07-31,"200,001-400,000",61,16892025,3.43
2015-07-31,"30,001-40,000",235,8427153,1.71
2015-07-31,"40,001-50,000",155,7291801,1.48
2015-07-31,"400,001-600,000",23,11055936,2.24
2015-07-31,"5,001-10,000",2894,22737581,4.62
2015-07-31,"50,001-100,000",247,17230346,3.5
2015-07-31,"600,001-800,000",14,9574027,1.94
2015-07-31,"800,001-1,000,000",8,7079000,1.43
2015-07-31,"more than 1,000,001",38,310999708,63.19
2015-07-31,total,23098,492127066,100.0
2015-08-07,"1,000-5,000",12576,28199765,5.73
2015-08-07,1-999,4691,651548,0.13
2015-08-07,"10,001-15,000",937,11515273,2.33
2015-08-07,"100,001-200,000",128,17813476,3.61
2015-08-07,"15,001-20,000",570,10663668,2.16
2015-08-07,"20,001-30,000",488,12251216,2.48
2015-08-07,"200,001-400,000",59,16399025,3.33
2015-08-07,"30,001-40,000",234,8376182,1.7
2015-08-07,"40,001-50,000",156,7334801,1.49
2015-08-07,"400,001-600,000",25,12192432,2.47
2015-08-07,"5,001-10,000",2897,22750450,4.62
2015-08-07,"50,001-100,000",248,17365495,3.52
2015-08-07,"600,001-800,000",13,8952027,1.81
2015-08-07,"800,001-1,000,000",8,7248000,1.47
2015-08-07,"more than 1,000,001",37,310413708,63.07
2015-08-07,total,23067,492127066,100.0
2015-08-14,"1,000-5,000",12574,28286214,5.74
2015-08-14,1-999,4689,651498,0.13
2015-08-14,"10,001-15,000",944,11608677,2.35
2015-08-14,"100,001-200,000",123,16949937,3.44
2015-08-14,"15,001-20,000",584,10918234,2.21
2015-08-14,"20,001-30,000",492,12346536,2.5
2015-08-14,"200,001-400,000",60,16696564,3.39
2015-08-14,"30,001-40,000",241,8656444,1.75
2015-08-14,"40,001-50,000",158,7426884,1.5
2015-08-14,"400,001-600,000",24,11821361,2.4
2015-08-14,"5,001-10,000",2878,22580487,4.58
2015-08-14,"50,001-100,000",248,17413495,3.53
2015-08-14,"600,001-800,000",14,9516027,1.93
2015-08-14,"800,001-1,000,000",5,4484000,0.91
2015-08-14,"more than 1,000,001",39,312770708,63.55
2015-08-14,total,23073,492127066,100.0
2015-08-21,"1,000-5,000",12605,28373565,5.76
2015-08-21,1-999,4684,652231,0.13
2015-08-21,"10,001-15,000",940,11585007,2.35
2015-08-21,"100,001-200,000",120,16498940,3.35
2015-08-21,"15,001-20,000",585,10922708,2.21
2015-08-21,"20,001-30,000",495,12426079,2.52
2015-08-21,"200,001-400,000",58,16172600,3.28
2015-08-21,"30,001-40,000",243,8726601,1.77
2015-08-21,"40,001-50,000",165,7750306,1.57
2015-08-21,"400,001-600,000",27,13187325,2.67
2015-08-21,"5,001-10,000",2891,22690030,4.61
2015-08-21,"50,001-100,000",253,17841939,3.62
2015-08-21,"600,001-800,000",13,8924027,1.81
2015-08-21,"800,001-1,000,000",5,4484000,0.91
2015-08-21,"more than 1,000,001",39,311891708,63.37
2015-08-21,total,23123,492127066,100.0
2015-08-28,"1,000-5,000",12609,28490581,5.78
2015-08-28,1-999,4678,651541,0.13
2015-08-28,"10,001-15,000",972,11999034,2.43
2015-08-28,"100,001-200,000",123,16738459,3.4
2015-08-28,"15,001-20,000",602,11278287,2.29
2015-08-28,"20,001-30,000",512,12902120,2.62
2015-08-28,"200,001-400,000",54,15342714,3.11
2015-08-28,"30,001-40,000",250,8981054,1.82
2015-08-28,"40,001-50,000",154,7252330,1.47
2015-08-28,"400,001-600,000",29,14226629,2.89
2015-08-28,"5,001-10,000",2896,22757287,4.62
2015-08-28,"50,001-100,000",265,18521295,3.76
2015-08-28,"600,001-800,000",10,6879267,1.39
2015-08-28,"800,001-1,000,000",8,7071760,1.43
2015-08-28,"more than 1,000,001",38,309034708,62.79
2015-08-28,total,23200,492127066,100.0
2015-09-04,"1,000-5,000",12703,28768178,5.84
2015-09-04,1-999,4665,648072,0.13
2015-09-04,"10,001-15,000",978,12066691,2.45
2015-09-04,"100,001-200,000",122,16673459,3.38
2015-09-04,"15,001-20,000",614,11519008,2.34
2015-09-04,"20,001-30,000",516,13014195,2.64
2015-09-04,"200,001-400,000",53,15135714,3.07
2015-09-04,"30,001-40,000",251,9021680,1.83
2015-09-04,"40,001-50,000",162,7632359,1.55
2015-09-04,"400,001-600,000",27,12950629,2.63
2015-09-04,"5,001-10,000",2943,23229239,4.72
2015-09-04,"50,001-100,000",266,18602107,3.77
2015-09-04,"600,001-800,000",10,6783267,1.37
2015-09-04,"800,001-1,000,000",9,7965760,1.61
2015-09-04,"more than 1,000,001",39,308116708,62.6
2015-09-04,total,23358,492127066,100.0
2015-09-11,"1,000-5,000",12546,28398121,5.77
2015-09-11,1-999,4618,646395,0.13
2015-09-11,"10,001-15,000",973,11994966,2.43
2015-09-11,"100,001-200,000",119,16271773,3.3
2015-09-11,"15,001-20,000",607,11374629,2.31
2015-09-11,"20,001-30,000",518,13033346,2.64
2015-09-11,"200,001-400,000",55,15482714,3.14
2015-09-11,"30,001-40,000",252,9078033,1.84
2015-09-11,"40,001-50,000",161,7598359,1.54
2015-09-11,"400,001-600,000",27,13027629,2.64
2015-09-11,"5,001-10,000",2945,23320027,4.73
2015-09-11,"50,001-100,000",263,18514339,3.76
2015-09-11,"600,001-800,000",10,6798267,1.38
2015-09-11,"800,001-1,000,000",10,9081760,1.84
2015-09-11,"more than 1,000,001",37,307506708,62.48
2015-09-11,total,23141,492127066,100.0
2015-09-18,"1,000-5,000",13086,29817025,6.05
2015-09-18,1-999,4594,643184,0.13
2015-09-18,"10,001-15,000",981,12090918,2.45
2015-09-18,"100,001-200,000",114,15568786,3.16
2015-09-18,"15,001-20,000",631,11855938,2.4
2015-09-18,"20,001-30,000",523,13260417,2.69
2015-09-18,"200,001-400,000",56,15603096,3.17
2015-09-18,"30,001-40,000",257,9309284,1.89
2015-09-18,"40,001-50,000",165,7776701,1.58
2015-09-18,"400,001-600,000",28,13649247,2.77
2015-09-18,"5,001-10,000",3067,24416807,4.96
2015-09-18,"50,001-100,000",274,19054428,3.87
2015-09-18,"600,001-800,000",10,6929267,1.4
2015-09-18,"800,001-1,000,000",8,7153760,1.45
2015-09-18,"more than 1,000,001",36,304998208,61.97
2015-09-18,total,23830,492127066,100.0
2015-10-02,"1,000-5,000",8804,24816781,5.6
2015-10-02,1-999,9382,5072843,1.14
2015-10-02,"10,001-15,000",692,8682602,1.96
2015-10-02,"100,001-200,000",98,13319151,3.0
2015-10-02,"15,001-20,000",664,11850135,2.67
2015-10-02,"20,001-30,000",430,10706354,2.41
2015-10-02,"200,001-400,000",58,16341504,3.68
2015-10-02,"30,001-40,000",241,8343242,1.88
2015-10-02,"40,001-50,000",175,7851806,1.77
2015-10-02,"400,001-600,000",21,10290038,2.32
2015-10-02,"5,001-10,000",2985,23567722,5.32
2015-10-02,"50,001-100,000",247,17073510,3.85
2015-10-02,"600,001-800,000",13,9148278,2.06
2015-10-02,"800,001-1,000,000",4,3560184,0.8
2015-10-02,"more than 1,000,001",34,272290210,61.47
2015-10-02,total,23848,442914360,100.0
2015-10-08,"1,000-5,000",9396,25643460,5.78
2015-10-08,1-999,9071,4748376,1.07
2015-10-08,"10,001-15,000",707,8884480,2.0
2015-10-08,"100,001-200,000",102,14062551,3.17
2015-10-08,"15,001-20,000",666,11944335,2.69
2015-10-08,"20,001-30,000",440,10952908,2.47
2015-10-08,"200,001-400,000",52,14612761,3.29
2015-10-08,"30,001-40,000",241,8367050,1.88
2015-10-08,"40,001-50,000",173,7844106,1.77
2015-10-08,"400,001-600,000",21,10325338,2.33
2015-10-08,"5,001-10,000",2988,23706954,5.35
2015-10-08,"50,001-100,000",257,17874969,4.03
2015-10-08,"600,001-800,000",12,8498978,1.91
2015-10-08,"800,001-1,000,000",6,5427284,1.22
2015-10-08,"more than 1,000,001",33,270020810,60.96
2015-10-08,total,24165,442914360,100.0
2015-10-16,"1,000-5,000",9488,25759418,5.81
2015-10-16,1-999,8895,4592430,1.03
2015-10-16,"10,001-15,000",727,9135547,2.06
2015-10-16,"100,001-200,000",104,14320753,3.23
2015-10-16,"15,001-20,000",662,11899266,2.68
2015-10-16,"20,001-30,000",441,10991519,2.48
2015-10-16,"200,001-400,000",55,15434226,3.48
2015-10-16,"30,001-40,000",241,8390083,1.89
2015-10-16,"40,001-50,000",169,7655206,1.72
2015-10-16,"400,001-600,000",24,11981775,2.7
2015-10-16,"5,001-10,000",2940,23354933,5.27
2015-10-16,"50,001-100,000",249,17427269,3.93
