date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",22376,50828613,3.04
2015-01-30,1-999,30086,6980349,0.41
2015-01-30,"10,001-15,000",5042,60121530,3.6
2015-01-30,"100,001-200,000",583,77437600,4.64
2015-01-30,"15,001-20,000",1647,28261474,1.69
2015-01-30,"20,001-30,000",2498,59883770,3.59
2015-01-30,"200,001-400,000",227,63297521,3.79
2015-01-30,"30,001-40,000",1004,34176149,2.04
2015-01-30,"40,001-50,000",585,26088307,1.56
2015-01-30,"400,001-600,000",71,34111675,2.04
2015-01-30,"5,001-10,000",8006,53916619,3.23
2015-01-30,"50,001-100,000",1293,87240967,5.23
2015-01-30,"600,001-800,000",29,19699239,1.18
2015-01-30,"800,001-1,000,000",22,19814794,1.18
2015-01-30,"more than 1,000,001",104,1046190495,62.71
2015-01-30,total,73573,1668049102,100.0
2015-02-26,"1,000-5,000",22274,50606510,3.03
2015-02-26,1-999,30237,6991678,0.41
2015-02-26,"10,001-15,000",4999,59586145,3.57
2015-02-26,"100,001-200,000",581,77020611,4.61
2015-02-26,"15,001-20,000",1629,27955734,1.67
2015-02-26,"20,001-30,000",2443,58616184,3.51
2015-02-26,"200,001-400,000",221,61676124,3.69
2015-02-26,"30,001-40,000",1001,34079414,2.04
2015-02-26,"40,001-50,000",587,26177128,1.56
2015-02-26,"400,001-600,000",73,35062963,2.1
2015-02-26,"5,001-10,000",7883,53064756,3.18
2015-02-26,"50,001-100,000",1260,85177071,5.1
2015-02-26,"600,001-800,000",26,17715421,1.06
2015-02-26,"800,001-1,000,000",20,18087479,1.08
2015-02-26,"more than 1,000,001",104,1056231884,63.32
2015-02-26,total,73338,1668049102,100.0
2015-03-31,"1,000-5,000",22040,50027885,2.99
2015-03-31,1-999,30822,6969428,0.41
2015-03-31,"10,001-15,000",4904,58511751,3.5
2015-03-31,"100,001-200,000",570,75764465,4.54
2015-03-31,"15,001-20,000",1604,27588970,1.65
2015-03-31,"20,001-30,000",2419,58052334,3.48
2015-03-31,"200,001-400,000",213,59722771,3.58
2015-03-31,"30,001-40,000",987,33592903,2.01
2015-03-31,"40,001-50,000",586,26134365,1.56
2015-03-31,"400,001-600,000",69,33372362,2.0
2015-03-31,"5,001-10,000",7790,52492644,3.14
2015-03-31,"50,001-100,000",1234,83708031,5.01
2015-03-31,"600,001-800,000",26,17796183,1.06
2015-03-31,"800,001-1,000,000",23,20834918,1.24
2015-03-31,"more than 1,000,001",102,1063480092,63.75
2015-03-31,total,73389,1668049102,100.0
2015-04-30,"1,000-5,000",21838,49509306,2.96
2015-04-30,1-999,31602,6951648,0.41
2015-04-30,"10,001-15,000",4816,57532512,3.44
2015-04-30,"100,001-200,000",565,75428749,4.52
2015-04-30,"15,001-20,000",1578,27133095,1.62
2015-04-30,"20,001-30,000",2377,57073069,3.42
2015-04-30,"200,001-400,000",217,60661220,3.63
2015-04-30,"30,001-40,000",965,32901815,1.97
2015-04-30,"40,001-50,000",579,25846711,1.54
2015-04-30,"400,001-600,000",67,32611435,1.95
2015-04-30,"5,001-10,000",7703,52049253,3.12
2015-04-30,"50,001-100,000",1208,82412028,4.94
2015-04-30,"600,001-800,000",25,17111418,1.02
2015-04-30,"800,001-1,000,000",20,18186010,1.09
2015-04-30,"more than 1,000,001",104,1072640833,64.3
2015-04-30,total,73664,1668049102,100.0
2015-05-08,"1,000-5,000",21880,49662808,2.97
2015-05-08,1-999,31565,6943767,0.41
2015-05-08,"10,001-15,000",4794,57288614,3.43
2015-05-08,"100,001-200,000",557,74486446,4.46
2015-05-08,"15,001-20,000",1597,27520969,1.64
2015-05-08,"20,001-30,000",2375,57088237,3.42
