date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",2759,5506670,6.88
2015-01-30,1-999,2224,230974,0.28
2015-01-30,"10,001-15,000",153,1939155,2.42
2015-01-30,"100,001-200,000",51,7379270,9.22
2015-01-30,"15,001-20,000",79,1448641,1.81
2015-01-30,"20,001-30,000",85,2126136,2.65
2015-01-30,"200,001-400,000",21,6380966,7.97
2015-01-30,"30,001-40,000",34,1194363,1.49
2015-01-30,"40,001-50,000",33,1505042,1.88
2015-01-30,"400,001-600,000",8,3891241,4.86
2015-01-30,"5,001-10,000",406,3165347,3.95
2015-01-30,"50,001-100,000",76,5342482,6.67
2015-01-30,"600,001-800,000",6,4312270,5.39
2015-01-30,"800,001-1,000,000",3,2793883,3.49
2015-01-30,"more than 1,000,001",14,32785398,40.98
2015-01-30,total,5952,80001838,100.0
2015-02-26,"1,000-5,000",2751,5503185,6.87
2015-02-26,1-999,2286,230095,0.28
2015-02-26,"10,001-15,000",153,1948155,2.43
2015-02-26,"100,001-200,000",48,6990606,8.73
2015-02-26,"15,001-20,000",74,1359641,1.69
2015-02-26,"20,001-30,000",85,2110381,2.63
2015-02-26,"200,001-400,000",22,6605374,8.25
2015-02-26,"30,001-40,000",35,1234991,1.54
2015-02-26,"40,001-50,000",33,1515414,1.89
2015-02-26,"400,001-600,000",10,4809241,6.01
2015-02-26,"5,001-10,000",398,3107466,3.88
2015-02-26,"50,001-100,000",77,5496738,6.87
2015-02-26,"600,001-800,000",5,3531270,4.41
2015-02-26,"800,001-1,000,000",3,2793883,3.49
2015-02-26,"more than 1,000,001",14,32765398,40.95
2015-02-26,total,5994,80001838,100.0
2015-03-31,"1,000-5,000",2809,5586655,6.98
2015-03-31,1-999,2572,229254,0.28
2015-03-31,"10,001-15,000",153,1951484,2.43
2015-03-31,"100,001-200,000",48,6887287,8.6
2015-03-31,"15,001-20,000",83,1524568,1.9
2015-03-31,"20,001-30,000",82,2037840,2.54
2015-03-31,"200,001-400,000",22,6378374,7.97
2015-03-31,"30,001-40,000",37,1317532,1.64
2015-03-31,"40,001-50,000",31,1415414,1.76
2015-03-31,"400,001-600,000",10,4876241,6.09
2015-03-31,"5,001-10,000",420,3278883,4.09
2015-03-31,"50,001-100,000",78,5607755,7.0
2015-03-31,"600,001-800,000",5,3511270,4.38
2015-03-31,"800,001-1,000,000",3,2793883,3.49
2015-03-31,"more than 1,000,001",14,32605398,40.75
2015-03-31,total,6367,80001838,100.0
2015-04-30,"1,000-5,000",2857,5675220,7.09
2015-04-30,1-999,2708,229292,0.28
2015-04-30,"10,001-15,000",147,1881886,2.35
2015-04-30,"100,001-200,000",47,6760260,8.45
2015-04-30,"15,001-20,000",85,1564080,1.95
2015-04-30,"20,001-30,000",84,2086445,2.6
2015-04-30,"200,001-400,000",23,6555401,8.19
2015-04-30,"30,001-40,000",40,1416991,1.77
2015-04-30,"40,001-50,000",33,1514062,1.89
2015-04-30,"400,001-600,000",10,4963241,6.2
2015-04-30,"5,001-10,000",426,3332856,4.16
2015-04-30,"50,001-100,000",73,5187553,6.48
2015-04-30,"600,001-800,000",5,3511270,4.38
2015-04-30,"800,001-1,000,000",3,2692457,3.36
2015-04-30,"more than 1,000,001",14,32630824,40.78
2015-04-30,total,6555,80001838,100.0
2015-05-08,"1,000-5,000",2834,5641058,7.05
2015-05-08,1-999,2714,229443,0.28
2015-05-08,"10,001-15,000",147,1880010,2.34
2015-05-08,"100,001-200,000",45,6551260,8.18
2015-05-08,"15,001-20,000",81,1491080,1.86
2015-05-08,"20,001-30,000",88,2175093,2.71
2015-05-08,"200,001-400,000",23,6556401,8.19
2015-05-08,"30,001-40,000",35,1236532,1.54
2015-05-08,"40,001-50,000",36,1646873,2.05
2015-05-08,"400,001-600,000",10,5058241,6.32
2015-05-08,"5,001-10,000",427,3334743,4.16
2015-05-08,"50,001-100,000",76,5407553,6.75
2015-05-08,"600,001-800,000",5,3511270,4.38
2015-05-08,"800,001-1,000,000",3,2642457,3.3
2015-05-08,"more than 1,000,001",14,32639824,40.79
2015-05-08,total,6538,80001838,100.0
2015-05-15,"1,000-5,000",2841,5664485,7.08
2015-05-15,1-999,2716,227435,0.28
2015-05-15,"10,001-15,000",149,1904010,2.37
2015-05-15,"100,001-200,000",46,6616260,8.27
2015-05-15,"15,001-20,000",75,1378080,1.72
2015-05-15,"20,001-30,000",87,2155445,2.69
2015-05-15,"200,001-400,000",23,6522401,8.15
2015-05-15,"30,001-40,000",39,1372363,1.71
2015-05-15,"40,001-50,000",32,1467042,1.83
2015-05-15,"400,001-600,000",10,5078241,6.34
2015-05-15,"5,001-10,000",431,3365324,4.2
2015-05-15,"50,001-100,000",78,5497201,6.87
2015-05-15,"600,001-800,000",5,3511270,4.38
2015-05-15,"800,001-1,000,000",3,2602457,3.25
2015-05-15,"more than 1,000,001",14,32639824,40.79
2015-05-15,total,6549,80001838,100.0
2015-05-22,"1,000-5,000",2855,5614343,7.01
2015-05-22,1-999,2765,228150,0.28
2015-05-22,"10,001-15,000",158,2023274,2.52
2015-05-22,"100,001-200,000",46,6527260,8.15
2015-05-22,"15,001-20,000",85,1564647,1.95
2015-05-22,"20,001-30,000",90,2248354,2.81
2015-05-22,"200,001-400,000",25,7112013,8.88
2015-05-22,"30,001-40,000",36,1270991,1.58
2015-05-22,"40,001-50,000",33,1517674,1.89
2015-05-22,"400,001-600,000",10,5270065,6.58
2015-05-22,"5,001-10,000",415,3215399,4.01
2015-05-22,"50,001-100,000",76,5304553,6.63
2015-05-22,"600,001-800,000",5,3685408,4.6
2015-05-22,"800,001-1,000,000",2,1793883,2.24
2015-05-22,"more than 1,000,001",14,32625824,40.78
2015-05-22,total,6615,80001838,100.0
2015-05-29,"1,000-5,000",2796,5521379,6.9
2015-05-29,1-999,2763,228516,0.28
2015-05-29,"10,001-15,000",148,1885763,2.35
2015-05-29,"100,001-200,000",49,7057260,8.82
