date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",1536,2881407,8.54
2015-01-30,1-999,675,97745,0.28
2015-01-30,"10,001-15,000",60,777991,2.3
2015-01-30,"100,001-200,000",18,2530807,7.5
2015-01-30,"15,001-20,000",48,896732,2.65
2015-01-30,"20,001-30,000",25,652800,1.93
2015-01-30,"200,001-400,000",8,2195106,6.5
2015-01-30,"30,001-40,000",14,499200,1.47
2015-01-30,"40,001-50,000",10,489000,1.44
2015-01-30,"400,001-600,000",6,3144750,9.32
2015-01-30,"5,001-10,000",179,1442316,4.27
2015-01-30,"50,001-100,000",15,1089449,3.22
2015-01-30,"600,001-800,000",2,1455830,4.31
2015-01-30,"800,001-1,000,000",1,958640,2.84
2015-01-30,"more than 1,000,001",6,14618014,43.33
2015-01-30,total,2603,33729787,100.0
2015-02-26,"1,000-5,000",1467,2882284,8.54
2015-02-26,1-999,657,96326,0.28
2015-02-26,"10,001-15,000",81,1040591,3.08
2015-02-26,"100,001-200,000",17,2482807,7.36
2015-02-26,"15,001-20,000",49,917732,2.72
2015-02-26,"20,001-30,000",36,943825,2.79
2015-02-26,"200,001-400,000",8,2219106,6.57
2015-02-26,"30,001-40,000",11,384200,1.13
2015-02-26,"40,001-50,000",10,466249,1.38
2015-02-26,"400,001-600,000",5,2615750,7.75
2015-02-26,"5,001-10,000",180,1442891,4.27
2015-02-26,"50,001-100,000",18,1281200,3.79
2015-02-26,"600,001-800,000",2,1380830,4.09
2015-02-26,"800,001-1,000,000",1,957982,2.84
2015-02-26,"more than 1,000,001",6,14618014,43.33
2015-02-26,total,2548,33729787,100.0
2015-03-31,"1,000-5,000",1471,2829401,8.38
2015-03-31,1-999,664,97387,0.28
2015-03-31,"10,001-15,000",59,733499,2.17
2015-03-31,"100,001-200,000",10,1364407,4.04
2015-03-31,"15,001-20,000",51,942732,2.79
2015-03-31,"20,001-30,000",30,806800,2.39
2015-03-31,"200,001-400,000",10,2821306,8.36
2015-03-31,"30,001-40,000",21,762200,2.25
2015-03-31,"40,001-50,000",12,533000,1.58
2015-03-31,"400,001-600,000",3,1539750,4.56
2015-03-31,"5,001-10,000",187,1449095,4.29
2015-03-31,"50,001-100,000",18,1265400,3.75
2015-03-31,"600,001-800,000",3,2134830,6.32
2015-03-31,"800,001-1,000,000",2,1831966,5.43
2015-03-31,"more than 1,000,001",6,14618014,43.33
2015-03-31,total,2547,33729787,100.0
2015-04-30,"1,000-5,000",1593,2943921,8.72
2015-04-30,1-999,667,94170,0.27
2015-04-30,"10,001-15,000",47,590000,1.74
2015-04-30,"100,001-200,000",16,2249913,6.67
2015-04-30,"15,001-20,000",34,634732,1.88
2015-04-30,"20,001-30,000",31,780800,2.31
2015-04-30,"200,001-400,000",8,2496000,7.39
2015-04-30,"30,001-40,000",25,883200,2.61
2015-04-30,"40,001-50,000",8,368000,1.09
2015-04-30,"400,001-600,000",7,3391750,10.05
2015-04-30,"5,001-10,000",166,1309291,3.88
2015-04-30,"50,001-100,000",15,1095200,3.24
2015-04-30,"600,001-800,000",2,1322830,3.92
2015-04-30,"800,001-1,000,000",1,956966,2.83
2015-04-30,"more than 1,000,001",6,14613014,43.32
2015-04-30,total,2626,33729787,100.0
2015-05-08,"1,000-5,000",1808,3293732,9.76
2015-05-08,1-999,663,93564,0.27
2015-05-08,"10,001-15,000",54,682025,2.02
2015-05-08,"100,001-200,000",14,1970913,5.84
2015-05-08,"15,001-20,000",30,563532,1.67
2015-05-08,"20,001-30,000",31,783000,2.32
2015-05-08,"200,001-400,000",9,2561000,7.59
2015-05-08,"30,001-40,000",19,687200,2.03
2015-05-08,"40,001-50,000",9,395000,1.17
2015-05-08,"400,001-600,000",6,2935750,8.7
2015-05-08,"5,001-10,000",174,1342266,3.97
2015-05-08,"50,001-100,000",12,899200,2.66
2015-05-08,"600,001-800,000",3,1936830,5.74
2015-05-08,"800,001-1,000,000",1,956761,2.83
2015-05-08,"more than 1,000,001",6,14629014,43.37
2015-05-08,total,2839,33729787,100.0
2015-05-15,"1,000-5,000",1897,3462735,10.26
2015-05-15,1-999,654,92561,0.27
2015-05-15,"10,001-15,000",49,632025,1.87
2015-05-15,"100,001-200,000",17,2441913,7.23
2015-05-15,"15,001-20,000",33,612532,1.81
2015-05-15,"20,001-30,000",37,910000,2.69
2015-05-15,"200,001-400,000",9,2787000,8.26
2015-05-15,"30,001-40,000",16,572200,1.69
2015-05-15,"40,001-50,000",7,319000,0.94
2015-05-15,"400,001-600,000",4,1996750,5.91
2015-05-15,"5,001-10,000",180,1389266,4.11
2015-05-15,"50,001-100,000",13,930200,2.75
2015-05-15,"600,001-800,000",3,1838830,5.45
2015-05-15,"800,001-1,000,000",1,956761,2.83
2015-05-15,"more than 1,000,001",6,14788014,43.84
2015-05-15,total,2926,33729787,100.0
2015-05-22,"1,000-5,000",2091,3727957,11.05
2015-05-22,1-999,656,93193,0.27
2015-05-22,"10,001-15,000",45,564000,1.67
2015-05-22,"100,001-200,000",20,2885913,8.55
2015-05-22,"15,001-20,000",29,545557,1.61
2015-05-22,"20,001-30,000",37,912000,2.7
2015-05-22,"200,001-400,000",8,2536000,7.51
2015-05-22,"30,001-40,000",21,737200,2.18
2015-05-22,"40,001-50,000",6,270000,0.8
2015-05-22,"400,001-600,000",4,1943750,5.76
2015-05-22,"5,001-10,000",194,1518412,4.5
2015-05-22,"50,001-100,000",14,1002200,2.97
2015-05-22,"600,001-800,000",2,1223830,3.62
2015-05-22,"800,001-1,000,000",1,956761,2.83
2015-05-22,"more than 1,000,001",6,14813014,43.91
2015-05-22,total,3134,33729787,100.0
2015-05-29,"1,000-5,000",2088,3743460,11.09
2015-05-29,1-999,654,92690,0.27
2015-05-29,"10,001-15,000",48,600000,1.77
2015-05-29,"100,001-200,000",17,2423913,7.18
2015-05-29,"15,001-20,000",30,549532,1.62
2015-05-29,"20,001-30,000",34,836025,2.47
2015-05-29,"200,001-400,000",9,2742000,8.12
2015-05-29,"30,001-40,000",19,668200,1.98
2015-05-29,"40,001-50,000",7,322000,0.95
2015-05-29,"400,001-600,000",4,1918750,5.68
2015-05-29,"5,001-10,000",195,1509412,4.47
2015-05-29,"50,001-100,000",17,1205200,3.57
2015-05-29,"600,001-800,000",2,1348830,3.99
2015-05-29,"800,001-1,000,000",1,956761,2.83
2015-05-29,"more than 1,000,001",6,14813014,43.91
2015-05-29,total,3131,33729787,100.0
2015-06-05,"1,000-5,000",2170,3997214,11.85
2015-06-05,1-999,659,94735,0.28
2015-06-05,"10,001-15,000",43,553000,1.63
2015-06-05,"100,001-200,000",16,2328913,6.9
2015-06-05,"15,001-20,000",32,592532,1.75
2015-06-05,"20,001-30,000",33,812225,2.4
2015-06-05,"200,001-400,000",9,2454000,7.27
2015-06-05,"30,001-40,000",17,611000,1.81
2015-06-05,"40,001-50,000",11,526000,1.55
2015-06-05,"400,001-600,000",5,2377750,7.04
2015-06-05,"5,001-10,000",233,1796613,5.32
2015-06-05,"50,001-100,000",17,1182200,3.5
2015-06-05,"600,001-800,000",1,603830,1.79
2015-06-05,"800,001-1,000,000",1,956761,2.83
2015-06-05,"more than 1,000,001",6,14843014,44.0
2015-06-05,total,3253,33729787,100.0
2015-06-12,"1,000-5,000",2166,4003865,11.87
2015-06-12,1-999,656,94084,0.27
2015-06-12,"10,001-15,000",48,594000,1.76
2015-06-12,"100,001-200,000",20,2922913,8.66
2015-06-12,"15,001-20,000",34,637532,1.89
2015-06-12,"20,001-30,000",32,798226,2.36
2015-06-12,"200,001-400,000",7,2045000,6.06
2015-06-12,"30,001-40,000",12,406000,1.2
2015-06-12,"40,001-50,000",14,664000,1.96
2015-06-12,"400,001-600,000",5,2347750,6.96
2015-06-12,"5,001-10,000",220,1710612,5.07
2015-06-12,"50,001-100,000",16,1092200,3.23
2015-06-12,"600,001-800,000",1,603830,1.79
2015-06-12,"800,001-1,000,000",1,956761,2.83
2015-06-12,"more than 1,000,001",6,14853014,44.03
2015-06-12,total,3238,33729787,100.0
2015-06-18,"1,000-5,000",2197,4109522,12.18
2015-06-18,1-999,660,92428,0.27
2015-06-18,"10,001-15,000",48,600000,1.77
2015-06-18,"100,001-200,000",17,2335913,6.92
2015-06-18,"15,001-20,000",44,812532,2.4
2015-06-18,"20,001-30,000",29,732225,2.17
2015-06-18,"200,001-400,000",9,2495000,7.39
2015-06-18,"30,001-40,000",12,416000,1.23
2015-06-18,"40,001-50,000",13,608000,1.8
2015-06-18,"400,001-600,000",5,2303750,6.83
2015-06-18,"5,001-10,000",216,1684612,4.99
2015-06-18,"50,001-100,000",16,1116200,3.3
2015-06-18,"600,001-800,000",1,603830,1.79
2015-06-18,"800,001-1,000,000",1,956761,2.83
2015-06-18,"more than 1,000,001",6,14863014,44.06
2015-06-18,total,3274,33729787,100.0
2015-06-26,"1,000-5,000",2208,4099886,12.15
2015-06-26,1-999,661,93264,0.27
2015-06-26,"10,001-15,000",46,579000,1.71
2015-06-26,"100,001-200,000",12,1736913,5.14
2015-06-26,"15,001-20,000",42,787532,2.33
2015-06-26,"20,001-30,000",26,640225,1.89
2015-06-26,"200,001-400,000",10,2873000,8.51
2015-06-26,"30,001-40,000",13,459000,1.36
2015-06-26,"40,001-50,000",14,647000,1.91
2015-06-26,"400,001-600,000",5,2293750,6.8
2015-06-26,"5,001-10,000",222,1734412,5.14
2015-06-26,"50,001-100,000",18,1362200,4.03
2015-06-26,"600,001-800,000",1,603830,1.79
2015-06-26,"800,001-1,000,000",1,956761,2.83
2015-06-26,"more than 1,000,001",6,14863014,44.06
2015-06-26,total,3285,33729787,100.0
2015-07-03,"1,000-5,000",2151,4003892,11.87
2015-07-03,1-999,669,95258,0.28
2015-07-03,"10,001-15,000",43,541000,1.6
2015-07-03,"100,001-200,000",16,2250313,6.67
2015-07-03,"15,001-20,000",40,746532,2.21
2015-07-03,"20,001-30,000",25,632225,1.87
2015-07-03,"200,001-400,000",10,3118100,9.24
2015-07-03,"30,001-40,000",14,490000,1.45
2015-07-03,"40,001-50,000",15,697000,2.06
2015-07-03,"400,001-600,000",4,1946650,5.77
2015-07-03,"5,001-10,000",215,1689412,5.0
2015-07-03,"50,001-100,000",16,1095800,3.24
2015-07-03,"600,001-800,000",1,603830,1.79
