date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",2992,6998463,6.2
2015-01-30,1-999,1325,88493,0.07
2015-01-30,"10,001-15,000",197,2594866,2.3
2015-01-30,"100,001-200,000",53,7844435,6.95
2015-01-30,"15,001-20,000",161,3036226,2.69
2015-01-30,"20,001-30,000",157,4094665,3.63
2015-01-30,"200,001-400,000",22,6443297,5.71
2015-01-30,"30,001-40,000",59,2158517,1.91
2015-01-30,"40,001-50,000",43,2046420,1.81
2015-01-30,"400,001-600,000",5,2409423,2.13
2015-01-30,"5,001-10,000",697,5761843,5.11
2015-01-30,"50,001-100,000",87,6606006,5.85
2015-01-30,"600,001-800,000",7,5033994,4.46
2015-01-30,"800,001-1,000,000",4,3553000,3.15
2015-01-30,"more than 1,000,001",8,54073410,47.96
2015-01-30,total,5817,112743058,100.0
2015-02-26,"1,000-5,000",3304,7592123,6.73
2015-02-26,1-999,1334,88318,0.07
2015-02-26,"10,001-15,000",201,2629846,2.33
2015-02-26,"100,001-200,000",49,7353831,6.52
2015-02-26,"15,001-20,000",156,2936226,2.6
2015-02-26,"20,001-30,000",150,3906350,3.46
2015-02-26,"200,001-400,000",21,5883901,5.21
2015-02-26,"30,001-40,000",61,2258517,2.0
2015-02-26,"40,001-50,000",41,1958420,1.73
2015-02-26,"400,001-600,000",5,2446000,2.16
2015-02-26,"5,001-10,000",716,5991116,5.31
2015-02-26,"50,001-100,000",88,6718006,5.95
2015-02-26,"600,001-800,000",9,6212994,5.51
2015-02-26,"800,001-1,000,000",4,3685000,3.26
2015-02-26,"more than 1,000,001",9,53082410,47.08
2015-02-26,total,6148,112743058,100.0
2015-03-31,"1,000-5,000",3299,7707020,6.83
2015-03-31,1-999,1795,86732,0.07
2015-03-31,"10,001-15,000",199,2592866,2.29
2015-03-31,"100,001-200,000",48,7171831,6.36
2015-03-31,"15,001-20,000",149,2824226,2.5
2015-03-31,"20,001-30,000",150,3958310,3.51
2015-03-31,"200,001-400,000",20,5595901,4.96
2015-03-31,"30,001-40,000",77,2808278,2.49
2015-03-31,"40,001-50,000",46,2139420,1.89
2015-03-31,"400,001-600,000",4,1779000,1.57
2015-03-31,"5,001-10,000",723,5953551,5.28
2015-03-31,"50,001-100,000",82,6284519,5.57
2015-03-31,"600,001-800,000",5,3576994,3.17
2015-03-31,"800,001-1,000,000",4,3561000,3.15
2015-03-31,"more than 1,000,001",11,56703410,50.29
2015-03-31,total,6612,112743058,100.0
2015-04-30,"1,000-5,000",3461,8123272,7.2
2015-04-30,1-999,2321,86352,0.07
2015-04-30,"10,001-15,000",225,2948916,2.61
2015-04-30,"100,001-200,000",51,7442254,6.6
2015-04-30,"15,001-20,000",174,3270246,2.9
2015-04-30,"20,001-30,000",185,4838178,4.29
2015-04-30,"200,001-400,000",22,6357901,5.63
2015-04-30,"30,001-40,000",79,2869647,2.54
2015-04-30,"40,001-50,000",53,2493420,2.21
2015-04-30,"400,001-600,000",5,2360000,2.09
2015-04-30,"5,001-10,000",847,6979661,6.19
2015-04-30,"50,001-100,000",109,8016807,7.11
2015-04-30,"600,001-800,000",6,4186994,3.71
2015-04-30,"800,001-1,000,000",3,2662000,2.36
2015-04-30,"more than 1,000,001",10,50107410,44.44
2015-04-30,total,7551,112743058,100.0
2015-05-08,"1,000-5,000",3487,8166034,7.24
2015-05-08,1-999,2338,86640,0.07
2015-05-08,"10,001-15,000",230,3022866,2.68
2015-05-08,"100,001-200,000",54,7716831,6.84
2015-05-08,"15,001-20,000",182,3430246,3.04
2015-05-08,"20,001-30,000",179,4674178,4.14
2015-05-08,"200,001-400,000",24,6975901,6.18
2015-05-08,"30,001-40,000",76,2772647,2.45
2015-05-08,"40,001-50,000",52,2441420,2.16
2015-05-08,"400,001-600,000",4,1957000,1.73
2015-05-08,"5,001-10,000",830,6818661,6.04
2015-05-08,"50,001-100,000",108,7847230,6.96
2015-05-08,"600,001-800,000",6,4186994,3.71
2015-05-08,"800,001-1,000,000",3,2655000,2.35
2015-05-08,"more than 1,000,001",10,49991410,44.34
2015-05-08,total,7583,112743058,100.0
2015-05-15,"1,000-5,000",3516,8253493,7.32
2015-05-15,1-999,2381,86604,0.07
2015-05-15,"10,001-15,000",241,3173806,2.81
2015-05-15,"100,001-200,000",52,7574831,6.71
2015-05-15,"15,001-20,000",182,3430246,3.04
2015-05-15,"20,001-30,000",184,4813238,4.26
2015-05-15,"200,001-400,000",22,6372901,5.65
2015-05-15,"30,001-40,000",71,2599647,2.3
2015-05-15,"40,001-50,000",59,2755420,2.44
2015-05-15,"400,001-600,000",5,2360000,2.09
2015-05-15,"5,001-10,000",875,7216741,6.4
2015-05-15,"50,001-100,000",110,8030727,7.12
2015-05-15,"600,001-800,000",6,4186994,3.71
2015-05-15,"800,001-1,000,000",5,4460000,3.95
2015-05-15,"more than 1,000,001",8,47428410,42.06
2015-05-15,total,7717,112743058,100.0
2015-05-22,"1,000-5,000",3540,8359051,7.41
2015-05-22,1-999,2426,86623,0.07
2015-05-22,"10,001-15,000",256,3352806,2.97
2015-05-22,"100,001-200,000",51,7404831,6.56
2015-05-22,"15,001-20,000",182,3435669,3.04
2015-05-22,"20,001-30,000",184,4808238,4.26
2015-05-22,"200,001-400,000",21,6017901,5.33
2015-05-22,"30,001-40,000",81,2945647,2.61
2015-05-22,"40,001-50,000",61,2871420,2.54
2015-05-22,"400,001-600,000",6,2895000,2.56
2015-05-22,"5,001-10,000",879,7263741,6.44
2015-05-22,"50,001-100,000",117,8649727,7.67
2015-05-22,"600,001-800,000",8,5687994,5.04
2015-05-22,"800,001-1,000,000",2,1823000,1.61
2015-05-22,"more than 1,000,001",8,47141410,41.81
2015-05-22,total,7822,112743058,100.0
2015-05-29,"1,000-5,000",3497,8214250,7.28
2015-05-29,1-999,2421,86424,0.07
2015-05-29,"10,001-15,000",249,3281806,2.91
