date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",121816,262777308,1.01
2015-01-30,1-999,154496,35039472,0.13
2015-01-30,"10,001-15,000",9916,120176584,0.46
2015-01-30,"100,001-200,000",1517,208990011,0.8
2015-01-30,"15,001-20,000",4454,78135129,0.3
2015-01-30,"20,001-30,000",4989,120953746,0.46
2015-01-30,"200,001-400,000",1005,283526302,1.09
2015-01-30,"30,001-40,000",2334,80555697,0.31
2015-01-30,"40,001-50,000",1502,67490486,0.26
2015-01-30,"400,001-600,000",394,195078525,0.75
2015-01-30,"5,001-10,000",25235,179521037,0.69
2015-01-30,"50,001-100,000",2907,201721759,0.77
2015-01-30,"600,001-800,000",229,159226736,0.61
2015-01-30,"800,001-1,000,000",192,172375599,0.66
2015-01-30,"more than 1,000,001",1391,23763806565,91.64
2015-01-30,total,332377,25929374956,100.0
2015-02-26,"1,000-5,000",117574,253976845,0.97
2015-02-26,1-999,154753,35136149,0.13
2015-02-26,"10,001-15,000",9690,117353048,0.45
2015-02-26,"100,001-200,000",1496,206334697,0.79
2015-02-26,"15,001-20,000",4318,75690182,0.29
2015-02-26,"20,001-30,000",4831,117048469,0.45
2015-02-26,"200,001-400,000",994,279798267,1.07
2015-02-26,"30,001-40,000",2287,78864770,0.3
2015-02-26,"40,001-50,000",1489,66873523,0.25
2015-02-26,"400,001-600,000",393,193232960,0.74
2015-02-26,"5,001-10,000",24527,174236371,0.67
2015-02-26,"50,001-100,000",2830,196253434,0.75
2015-02-26,"600,001-800,000",229,159330579,0.61
2015-02-26,"800,001-1,000,000",188,168794547,0.65
2015-02-26,"more than 1,000,001",1394,23806451115,91.81
2015-02-26,total,326993,25929374956,100.0
2015-03-31,"1,000-5,000",138996,294805630,1.13
2015-03-31,1-999,152473,34561793,0.13
2015-03-31,"10,001-15,000",10276,124939777,0.48
2015-03-31,"100,001-200,000",1532,211477768,0.81
2015-03-31,"15,001-20,000",4704,82746771,0.31
2015-03-31,"20,001-30,000",5139,125044937,0.48
2015-03-31,"200,001-400,000",1022,285166584,1.09
2015-03-31,"30,001-40,000",2426,83869457,0.32
2015-03-31,"40,001-50,000",1564,70240727,0.27
2015-03-31,"400,001-600,000",406,198296460,0.76
2015-03-31,"5,001-10,000",26745,191863027,0.73
2015-03-31,"50,001-100,000",2997,208329916,0.8
2015-03-31,"600,001-800,000",223,155310523,0.59
2015-03-31,"800,001-1,000,000",194,173252452,0.66
2015-03-31,"more than 1,000,001",1391,23689469134,91.36
2015-03-31,total,350088,25929374956,100.0
2015-04-30,"1,000-5,000",132861,283484454,1.09
2015-04-30,1-999,152506,34571188,0.13
2015-04-30,"10,001-15,000",10124,123076044,0.47
2015-04-30,"100,001-200,000",1530,211846897,0.81
2015-04-30,"15,001-20,000",4585,80556722,0.31
2015-04-30,"20,001-30,000",5113,124289271,0.47
2015-04-30,"200,001-400,000",1014,283329109,1.09
2015-04-30,"30,001-40,000",2410,83375323,0.32
2015-04-30,"40,001-50,000",1539,69044445,0.26
2015-04-30,"400,001-600,000",399,196123792,0.75
2015-04-30,"5,001-10,000",26086,186727475,0.72
2015-04-30,"50,001-100,000",3004,209038860,0.8
2015-04-30,"600,001-800,000",224,154974990,0.59
2015-04-30,"800,001-1,000,000",189,168818633,0.65
2015-04-30,"more than 1,000,001",1363,23720117753,91.48
2015-04-30,total,342947,25929374956,100.0
2015-05-08,"1,000-5,000",134602,286731403,1.1
2015-05-08,1-999,152153,34490775,0.13
2015-05-08,"10,001-15,000",10188,123789889,0.47
2015-05-08,"100,001-200,000",1528,211429892,0.81
2015-05-08,"15,001-20,000",4625,81277761,0.31
2015-05-08,"20,001-30,000",5130,124746025,0.48
2015-05-08,"200,001-400,000",1011,281692572,1.08
2015-05-08,"30,001-40,000",2432,84097653,0.32
2015-05-08,"40,001-50,000",1548,69439700,0.26
2015-05-08,"400,001-600,000",408,200973957,0.77
2015-05-08,"5,001-10,000",26299,188368045,0.72
2015-05-08,"50,001-100,000",3003,208907704,0.8
2015-05-08,"600,001-800,000",228,157000477,0.6
2015-05-08,"800,001-1,000,000",184,164489874,0.63
2015-05-08,"more than 1,000,001",1361,23711939229,91.44
2015-05-08,total,344700,25929374956,100.0
2015-05-15,"1,000-5,000",135193,288027191,1.11
2015-05-15,1-999,151865,34420891,0.13
2015-05-15,"10,001-15,000",10200,123976962,0.47
2015-05-15,"100,001-200,000",1523,210777295,0.81
2015-05-15,"15,001-20,000",4625,81230686,0.31
2015-05-15,"20,001-30,000",5142,125078203,0.48
2015-05-15,"200,001-400,000",1011,281854418,1.08
2015-05-15,"30,001-40,000",2432,84092273,0.32
2015-05-15,"40,001-50,000",1545,69316787,0.26
2015-05-15,"400,001-600,000",409,201305353,0.77
2015-05-15,"5,001-10,000",26371,188930976,0.72
2015-05-15,"50,001-100,000",3012,209657317,0.8
2015-05-15,"600,001-800,000",232,160101979,0.61
2015-05-15,"800,001-1,000,000",184,164534970,0.63
2015-05-15,"more than 1,000,001",1358,23706069655,91.42
2015-05-15,total,345102,25929374956,100.0
2015-05-22,"1,000-5,000",137553,292853555,1.12
2015-05-22,1-999,151414,34321534,0.13
2015-05-22,"10,001-15,000",10290,125174582,0.48
2015-05-22,"100,001-200,000",1539,212653716,0.82
2015-05-22,"15,001-20,000",4679,82269188,0.31
2015-05-22,"20,001-30,000",5203,126665281,0.48
2015-05-22,"200,001-400,000",1020,284570334,1.09
2015-05-22,"30,001-40,000",2425,83837366,0.32
2015-05-22,"40,001-50,000",1559,69992871,0.26
