date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",193,392441,0.55
2015-01-30,1-999,455,57980,0.08
2015-01-30,"10,001-15,000",19,236598,0.33
2015-01-30,"100,001-200,000",22,2959284,4.17
2015-01-30,"15,001-20,000",9,159487,0.22
2015-01-30,"20,001-30,000",20,509043,0.71
2015-01-30,"200,001-400,000",17,4339572,6.11
2015-01-30,"30,001-40,000",5,173551,0.24
2015-01-30,"40,001-50,000",4,184218,0.25
2015-01-30,"400,001-600,000",6,3013145,4.24
2015-01-30,"5,001-10,000",44,347005,0.48
2015-01-30,"50,001-100,000",16,1179297,1.66
2015-01-30,"600,001-800,000",1,621235,0.87
2015-01-30,"800,001-1,000,000",3,2720943,3.83
2015-01-30,"more than 1,000,001",10,54065313,76.19
2015-01-30,total,824,70959112,100.0
2015-02-26,"1,000-5,000",196,398441,0.56
2015-02-26,1-999,456,58401,0.08
2015-02-26,"10,001-15,000",19,235598,0.33
2015-02-26,"100,001-200,000",22,2959284,4.17
2015-02-26,"15,001-20,000",9,159487,0.22
2015-02-26,"20,001-30,000",21,533043,0.75
2015-02-26,"200,001-400,000",17,4352572,6.13
2015-02-26,"30,001-40,000",5,173551,0.24
2015-02-26,"40,001-50,000",3,135218,0.19
2015-02-26,"400,001-600,000",6,3013145,4.24
2015-02-26,"5,001-10,000",43,337584,0.47
2015-02-26,"50,001-100,000",16,1178297,1.66
2015-02-26,"600,001-800,000",1,621235,0.87
2015-02-26,"800,001-1,000,000",3,2720943,3.83
2015-02-26,"more than 1,000,001",10,54082313,76.21
2015-02-26,total,827,70959112,100.0
2015-03-31,"1,000-5,000",200,422441,0.59
2015-03-31,1-999,457,57541,0.08
2015-03-31,"10,001-15,000",18,220598,0.31
2015-03-31,"100,001-200,000",24,3138157,4.42
2015-03-31,"15,001-20,000",11,191347,0.26
2015-03-31,"20,001-30,000",20,517004,0.72
2015-03-31,"200,001-400,000",17,4328572,6.1
2015-03-31,"30,001-40,000",5,180264,0.25
2015-03-31,"40,001-50,000",3,135218,0.19
2015-03-31,"400,001-600,000",6,2896145,4.08
2015-03-31,"5,001-10,000",43,335910,0.47
2015-03-31,"50,001-100,000",15,1086424,1.53
2015-03-31,"600,001-800,000",1,621235,0.87
2015-03-31,"800,001-1,000,000",3,2720943,3.83
2015-03-31,"more than 1,000,001",10,54107313,76.25
2015-03-31,total,833,70959112,100.0
2015-04-30,"1,000-5,000",205,426441,0.6
2015-04-30,1-999,460,57512,0.08
2015-04-30,"10,001-15,000",17,210487,0.29
2015-04-30,"100,001-200,000",24,3145157,4.43
2015-04-30,"15,001-20,000",10,176487,0.24
2015-04-30,"20,001-30,000",20,516004,0.72
2015-04-30,"200,001-400,000",17,4328572,6.1
2015-04-30,"30,001-40,000",4,141722,0.19
2015-04-30,"40,001-50,000",3,135218,0.19
2015-04-30,"400,001-600,000",6,2896145,4.08
2015-04-30,"5,001-10,000",43,326910,0.46
2015-04-30,"50,001-100,000",16,1127966,1.58
2015-04-30,"600,001-800,000",1,621235,0.87
2015-04-30,"800,001-1,000,000",3,2710943,3.82
2015-04-30,"more than 1,000,001",10,54138313,76.29
2015-04-30,total,839,70959112,100.0
2015-05-08,"1,000-5,000",205,427330,0.6
2015-05-08,1-999,460,57512,0.08
2015-05-08,"10,001-15,000",17,211598,0.29
2015-05-08,"100,001-200,000",24,3145157,4.43
2015-05-08,"15,001-20,000",10,176487,0.24
2015-05-08,"20,001-30,000",20,515004,0.72
2015-05-08,"200,001-400,000",17,4328572,6.1
2015-05-08,"30,001-40,000",4,139722,0.19
2015-05-08,"40,001-50,000",3,135218,0.19
2015-05-08,"400,001-600,000",6,2899145,4.08
2015-05-08,"5,001-10,000",42,316910,0.44
2015-05-08,"50,001-100,000",16,1127966,1.58
2015-05-08,"600,001-800,000",1,621235,0.87
2015-05-08,"800,001-1,000,000",3,2710943,3.82
2015-05-08,"more than 1,000,001",10,54146313,76.3
2015-05-08,total,838,70959112,100.0
2015-05-15,"1,000-5,000",201,414441,0.58
2015-05-15,1-999,462,58401,0.08
2015-05-15,"10,001-15,000",17,211598,0.29
2015-05-15,"100,001-200,000",23,2952683,4.16
2015-05-15,"15,001-20,000",10,176487,0.24
2015-05-15,"20,001-30,000",21,541004,0.76
2015-05-15,"200,001-400,000",18,4559046,6.42
2015-05-15,"30,001-40,000",3,107722,0.15
