date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",7021,16489124,6.04
2015-01-30,1-999,7405,1169687,0.42
2015-01-30,"10,001-15,000",812,10169599,3.72
2015-01-30,"100,001-200,000",94,12686744,4.64
2015-01-30,"15,001-20,000",402,7434404,2.72
2015-01-30,"20,001-30,000",426,10853055,3.97
2015-01-30,"200,001-400,000",44,11875075,4.35
2015-01-30,"30,001-40,000",176,6218522,2.27
2015-01-30,"40,001-50,000",139,6343409,2.32
2015-01-30,"400,001-600,000",10,4933451,1.8
2015-01-30,"5,001-10,000",1924,14826486,5.43
2015-01-30,"50,001-100,000",214,15431020,5.65
2015-01-30,"600,001-800,000",3,2224437,0.81
2015-01-30,"800,001-1,000,000",6,5297058,1.94
2015-01-30,"more than 1,000,001",25,146929860,53.84
2015-01-30,total,18701,272881931,100.0
2015-02-26,"1,000-5,000",6988,16476487,6.03
2015-02-26,1-999,7473,1161722,0.42
2015-02-26,"10,001-15,000",809,10117796,3.7
2015-02-26,"100,001-200,000",93,12516994,4.58
2015-02-26,"15,001-20,000",387,7135793,2.61
2015-02-26,"20,001-30,000",437,11157859,4.08
2015-02-26,"200,001-400,000",45,12448638,4.56
2015-02-26,"30,001-40,000",189,6677149,2.44
2015-02-26,"40,001-50,000",136,6197413,2.27
2015-02-26,"400,001-600,000",10,4994888,1.83
2015-02-26,"5,001-10,000",1939,14947067,5.47
2015-02-26,"50,001-100,000",216,15509770,5.68
2015-02-26,"600,001-800,000",4,2971895,1.08
2015-02-26,"800,001-1,000,000",5,4306600,1.57
2015-02-26,"more than 1,000,001",25,146261860,53.59
2015-02-26,total,18756,272881931,100.0
2015-03-31,"1,000-5,000",6963,16330989,5.98
2015-03-31,1-999,8190,1147733,0.42
2015-03-31,"10,001-15,000",807,10086526,3.69
2015-03-31,"100,001-200,000",102,13551899,4.96
2015-03-31,"15,001-20,000",390,7180775,2.63
2015-03-31,"20,001-30,000",435,11101535,4.06
2015-03-31,"200,001-400,000",41,10867638,3.98
2015-03-31,"30,001-40,000",187,6599849,2.41
2015-03-31,"40,001-50,000",131,5939350,2.17
