date,level,people,holding_shares,percent
2015-03-31,"1,000-5,000",1385,2244419,5.36
2015-03-31,1-999,29,4076,0.0
2015-03-31,"10,001-15,000",54,734538,1.75
2015-03-31,"100,001-200,000",16,2303638,5.5
2015-03-31,"15,001-20,000",45,856000,2.04
2015-03-31,"20,001-30,000",40,1020000,2.43
2015-03-31,"200,001-400,000",8,2301167,5.49
2015-03-31,"30,001-40,000",15,550263,1.31
2015-03-31,"40,001-50,000",22,1049000,2.5
2015-03-31,"400,001-600,000",4,2015241,4.81
2015-03-31,"5,001-10,000",158,1429970,3.41
2015-03-31,"50,001-100,000",37,2619107,6.25
2015-03-31,"600,001-800,000",3,2082023,4.97
2015-03-31,"800,001-1,000,000",2,1784883,4.26
2015-03-31,"more than 1,000,001",11,20855675,49.83
2015-03-31,total,1829,41850000,100.0
2015-04-30,"1,000-5,000",1723,3039959,7.18
2015-04-30,1-999,59,5560,0.01
2015-04-30,"10,001-15,000",39,504000,1.19
2015-04-30,"100,001-200,000",20,2725982,6.44
2015-04-30,"15,001-20,000",41,772000,1.82
2015-04-30,"20,001-30,000",37,970000,2.29
2015-04-30,"200,001-400,000",18,4787167,11.31
2015-04-30,"30,001-40,000",16,584263,1.38
2015-04-30,"40,001-50,000",15,692240,1.63
2015-04-30,"400,001-600,000",3,1691241,3.99
2015-04-30,"5,001-10,000",153,1263685,2.98
2015-04-30,"50,001-100,000",23,1667260,3.94
2015-04-30,"600,001-800,000",3,2174023,5.14
2015-04-30,"800,001-1,000,000",4,3541252,8.37
2015-04-30,"more than 1,000,001",9,17874368,42.26
2015-04-30,total,2163,42293000,100.0
2015-05-08,"1,000-5,000",1712,3073535,7.26
2015-05-08,1-999,55,7634,0.01
2015-05-08,"10,001-15,000",53,680035,1.6
2015-05-08,"100,001-200,000",20,2745982,6.49
2015-05-08,"15,001-20,000",37,689000,1.62
2015-05-08,"20,001-30,000",32,848000,2.0
2015-05-08,"200,001-400,000",16,4391167,10.38
2015-05-08,"30,001-40,000",20,740263,1.75
2015-05-08,"40,001-50,000",11,510000,1.2
2015-05-08,"400,001-600,000",4,2001241,4.73
2015-05-08,"5,001-10,000",177,1462240,3.45
2015-05-08,"50,001-100,000",22,1559260,3.68
2015-05-08,"600,001-800,000",3,2174023,5.14
2015-05-08,"800,001-1,000,000",4,3536252,8.36
2015-05-08,"more than 1,000,001",9,17874368,42.26
2015-05-08,total,2175,42293000,100.0
2015-05-15,"1,000-5,000",1817,3221435,7.61
2015-05-15,1-999,53,6909,0.01
2015-05-15,"10,001-15,000",54,686300,1.62
2015-05-15,"100,001-200,000",18,2371982,5.6
2015-05-15,"15,001-20,000",36,671000,1.58
2015-05-15,"20,001-30,000",35,906000,2.14
2015-05-15,"200,001-400,000",16,4339167,10.25
2015-05-15,"30,001-40,000",20,720263,1.7
2015-05-15,"40,001-50,000",12,568000,1.34
2015-05-15,"400,001-600,000",4,2073241,4.9
2015-05-15,"5,001-10,000",149,1221800,2.88
2015-05-15,"50,001-100,000",27,1922260,4.54
2015-05-15,"600,001-800,000",3,2174023,5.14
2015-05-15,"800,001-1,000,000",4,3536252,8.36
2015-05-15,"more than 1,000,001",9,17874368,42.26
2015-05-15,total,2257,42293000,100.0
2015-05-22,"1,000-5,000",1802,3159435,7.47
2015-05-22,1-999,60,6909,0.01
2015-05-22,"10,001-15,000",45,591300,1.39
2015-05-22,"100,001-200,000",17,2368982,5.6
2015-05-22,"15,001-20,000",41,771000,1.82
2015-05-22,"20,001-30,000",30,787000,1.86
2015-05-22,"200,001-400,000",16,4338167,10.25
2015-05-22,"30,001-40,000",20,709263,1.67
2015-05-22,"40,001-50,000",12,573000,1.35
2015-05-22,"400,001-600,000",4,2076241,4.9
2015-05-22,"5,001-10,000",164,1358800,3.21
2015-05-22,"50,001-100,000",27,1968260,4.65
2015-05-22,"600,001-800,000",3,2174023,5.14
2015-05-22,"800,001-1,000,000",4,3536252,8.36
2015-05-22,"more than 1,000,001",9,17874368,42.26
2015-05-22,total,2254,42293000,100.0
2015-05-29,"1,000-5,000",1995,3346616,7.91
2015-05-29,1-999,62,5628,0.01
2015-05-29,"10,001-15,000",42,558000,1.31
2015-05-29,"100,001-200,000",14,1906982,4.5
2015-05-29,"15,001-20,000",38,733000,1.73
2015-05-29,"20,001-30,000",30,772000,1.82
2015-05-29,"200,001-400,000",17,4539167,10.73
2015-05-29,"30,001-40,000",20,718263,1.69
2015-05-29,"40,001-50,000",14,662000,1.56
2015-05-29,"400,001-600,000",4,2163241,5.11
2015-05-29,"5,001-10,000",169,1359200,3.21
2015-05-29,"50,001-100,000",24,1758260,4.15
2015-05-29,"600,001-800,000",2,1463023,3.45
2015-05-29,"800,001-1,000,000",5,4433252,10.48
2015-05-29,"more than 1,000,001",9,17874368,42.26
2015-05-29,total,2445,42293000,100.0
2015-06-05,"1,000-5,000",2244,3808200,9.0
2015-06-05,1-999,77,7244,0.01
2015-06-05,"10,001-15,000",56,739000,1.74
2015-06-05,"100,001-200,000",13,1764982,4.17
2015-06-05,"15,001-20,000",34,654000,1.54
2015-06-05,"20,001-30,000",31,810000,1.91
2015-06-05,"200,001-400,000",16,4290167,10.14
2015-06-05,"30,001-40,000",19,654263,1.54
2015-06-05,"40,001-50,000",13,617000,1.45
2015-06-05,"400,001-600,000",3,1591241,3.76
2015-06-05,"5,001-10,000",188,1462000,3.45
2015-06-05,"50,001-100,000",20,1502260,3.55
2015-06-05,"600,001-800,000",3,2085023,4.92
2015-06-05,"800,001-1,000,000",5,4433252,10.48
2015-06-05,"more than 1,000,001",9,17874368,42.26
2015-06-05,total,2731,42293000,100.0
2015-06-12,"1,000-5,000",2452,4227700,9.99
2015-06-12,1-999,81,7744,0.01
2015-06-12,"10,001-15,000",54,687000,1.62
2015-06-12,"100,001-200,000",9,1254982,2.96
2015-06-12,"15,001-20,000",39,730000,1.72
2015-06-12,"20,001-30,000",26,692000,1.63
2015-06-12,"200,001-400,000",16,4381167,10.35
2015-06-12,"30,001-40,000",18,626263,1.48
2015-06-12,"40,001-50,000",10,477000,1.12
2015-06-12,"400,001-600,000",4,2157241,5.1
2015-06-12,"5,001-10,000",203,1613000,3.81
2015-06-12,"50,001-100,000",23,1668260,3.94
2015-06-12,"600,001-800,000",2,1463023,3.45
2015-06-12,"800,001-1,000,000",5,4433252,10.48
2015-06-12,"more than 1,000,001",9,17874368,42.26
2015-06-12,total,2951,42293000,100.0
2015-06-18,"1,000-5,000",2656,4559600,10.78
2015-06-18,1-999,82,7844,0.01
2015-06-18,"10,001-15,000",58,734000,1.73
2015-06-18,"100,001-200,000",9,1339982,3.16
2015-06-18,"15,001-20,000",38,708000,1.67
2015-06-18,"20,001-30,000",30,789000,1.86
2015-06-18,"200,001-400,000",16,4523167,10.69
2015-06-18,"30,001-40,000",16,558263,1.31
2015-06-18,"40,001-50,000",10,482000,1.13
2015-06-18,"400,001-600,000",3,1591241,3.76
2015-06-18,"5,001-10,000",209,1628000,3.84
2015-06-18,"50,001-100,000",22,1601260,3.78
2015-06-18,"600,001-800,000",2,1463023,3.45
2015-06-18,"800,001-1,000,000",5,4433252,10.48
2015-06-18,"more than 1,000,001",9,17874368,42.26
2015-06-18,total,3165,42293000,100.0
2015-06-26,"1,000-5,000",2853,5049046,11.93
2015-06-26,1-999,79,6398,0.01
2015-06-26,"10,001-15,000",55,711000,1.68
2015-06-26,"100,001-200,000",8,1124982,2.65
2015-06-26,"15,001-20,000",40,752000,1.77
2015-06-26,"20,001-30,000",29,785000,1.85
