date,level,people,holding_shares,percent
2015-01-30,"1,000-5,000",6582,12251521,10.74
2015-01-30,1-999,940,146668,0.12
2015-01-30,"10,001-15,000",166,2120131,1.85
2015-01-30,"100,001-200,000",39,5319151,4.66
2015-01-30,"15,001-20,000",124,2318398,2.03
2015-01-30,"20,001-30,000",85,2181200,1.91
2015-01-30,"200,001-400,000",15,4639305,4.06
2015-01-30,"30,001-40,000",43,1519700,1.33
2015-01-30,"40,001-50,000",27,1255274,1.1
2015-01-30,"400,001-600,000",8,3802583,3.33
2015-01-30,"5,001-10,000",643,5087876,4.46
2015-01-30,"50,001-100,000",41,2950884,2.58
2015-01-30,"600,001-800,000",3,2095000,1.83
2015-01-30,"800,001-1,000,000",1,933370,0.81
2015-01-30,"more than 1,000,001",9,67438724,59.12
2015-01-30,total,8726,114059785,100.0
2015-02-26,"1,000-5,000",6602,12328071,10.8
2015-02-26,1-999,938,146826,0.12
2015-02-26,"10,001-15,000",182,2332551,2.04
2015-02-26,"100,001-200,000",43,6036224,5.29
2015-02-26,"15,001-20,000",115,2138411,1.87
2015-02-26,"20,001-30,000",94,2368209,2.07
2015-02-26,"200,001-400,000",12,3781194,3.31
2015-02-26,"30,001-40,000",50,1758394,1.54
2015-02-26,"40,001-50,000",27,1244590,1.09
2015-02-26,"400,001-600,000",8,3985583,3.49
2015-02-26,"5,001-10,000",633,4996513,4.38
2015-02-26,"50,001-100,000",35,2515125,2.2
2015-02-26,"600,001-800,000",3,2070000,1.81
2015-02-26,"800,001-1,000,000",1,933370,0.81
2015-02-26,"more than 1,000,001",9,67424724,59.11
2015-02-26,total,8752,114059785,100.0
2015-03-31,"1,000-5,000",6560,12243968,10.73
2015-03-31,1-999,940,145954,0.12
2015-03-31,"10,001-15,000",184,2352723,2.06
2015-03-31,"100,001-200,000",39,5441224,4.77
2015-03-31,"15,001-20,000",123,2275780,1.99
2015-03-31,"20,001-30,000",88,2240769,1.96
2015-03-31,"200,001-400,000",15,4351194,3.81
2015-03-31,"30,001-40,000",44,1555700,1.36
2015-03-31,"40,001-50,000",29,1346817,1.18
2015-03-31,"400,001-600,000",7,3402583,2.98
2015-03-31,"5,001-10,000",632,4990854,4.37
2015-03-31,"50,001-100,000",35,2556125,2.24
2015-03-31,"600,001-800,000",3,1987000,1.74
2015-03-31,"800,001-1,000,000",2,1744370,1.52
